RB_Number,Building_Name,Date_Registered,Links,Parish,Features,Status,architect_names,builder_names,reasons_for_registration,construction_start_year,construction_end_year,construction_start_date_text,construction_end_date_text,registration_date_text,deregistration_date_text,notes_extraction,cleaned_text_source,md_path,Needs_Review
166,"Cadran Cottage, Ballanard Road",15/09/1996,https://www.gov.im/media/632285/0500166regbldcadrancottage.pdf,Douglas,,Registered,"[""Mr Kewley"", ""Archibald Knox""]",[],"[""Aesthetic Quality"", ""Uniqueness"", ""It is the work of an internationally acclaimed designer Archibald Knox""]",,1910.0,,1910,"4th October, 1996",,"The cottage was originally a traditional dwelling from pre-1869, remodeled in 1910 by Mr Kewley and Archibald Knox. It features unique architectural details and fittings, and the garden contains items from the Ballanard Brickworks.",fenced_block,data/gov.im/registered-buildings/outputs/rb-166/rb-166.md,
167,Douglas Courthouse and 13 Athol Street,15/04/1997,https://www.gov.im/media/632291/0500167regbldformerdouglascourth.pdf,Douglas,,Registered,"[""John Robinson""]","[""Henry Robinson""]","[""The Aesthetic Quality of the building, in particular, the external stucco work to be found on the Athol Street and Church Street elevations"", ""The unique role which the building has played in the Sociological and Historical development of the Island, particularly by virtue of its use as the central Court House for the Island and its traditional connections with the Judicial system"", ""The building is among the most notable works of one of the Island's finest Architects, John Robinson 1798 - 1880""]",,,,,"31st January, 1997",,,fenced_block,data/gov.im/registered-buildings/outputs/rb-167/rb-167.md,no_dates
168,"Milntown House, Including the Old Mill, Mill Pond and Mill Race",21/05/1997,https://www.gov.im/media/632555/0500168regbldmilntownmansion.pdf,Lezayre,,Registered,[],[],"[""close historical association with the Christian family and Illiam Dhone Christian"", ""age, as one of the earliest sites settled by the Vikings"", ""architectural interest, including Jacobean and Gothic Revival features""]",,,,,"19th December, 1996",,"The document provides historical context and reasons for the registration of Milntown House, highlighting its architectural and historical significance. The registration prohibits alterations or demolition without consent.",fenced_block,data/gov.im/registered-buildings/outputs/rb-168/rb-168.md,no_names; no_dates
169,"Douglas Town Hall and Public Library, Ridgeway Street",22/05/1997,https://www.gov.im/media/632297/0500169regbldfreelibrary.pdf,Douglas,,Registered,"[""Mr Ardron F.R.I.B.A.""]","[""Messrs Gradwell and Co.""]","[""The aesthetic quality of the buildings"", ""The unique role which the building has played in the Sociological and Historical development of the Island's Capital""]",1897.0,1900.0,1897,1900,"22 day of May, 1997",,,fenced_block,data/gov.im/registered-buildings/outputs/rb-169/rb-169.md,
170,"St Stephens Church and former School Room, Sulby",22/4/1998,https://www.gov.im/media/1348568/rb-170-a4.pdf,Lezayre,,Registered,[],[],[],,,,,,,The OCR text provided is very limited and does not contain sufficient information to extract most of the required fields.,fenced_block,data/gov.im/registered-buildings/outputs/rb-170/rb-170.md,no_names; no_reasons; no_dates
171,"Sulby Old School, Sulby",22/4/1998,https://www.gov.im/media/1348569/rb-171-a4.pdf,Lezayre,,Registered,[],[],[],,,,,,,The OCR text provided is too limited to extract detailed information about the building.,fenced_block,data/gov.im/registered-buildings/outputs/rb-171/rb-171.md,no_names; no_reasons; no_dates
172,"Sulby Methodist Church, Sulby",22/4/1998,https://www.gov.im/media/1348570/rb-172v2.pdf,Lezayre,,Registered,[],[],"[""special architectural and historic interest""]",,,,,24th April 1998,,The document confirms the registration of Sulby Methodist Chapel due to its special architectural and historic interest. The registration prohibits alteration or demolition without consent. The document also includes procedural notes on registration and de-registration.,fenced_block,data/gov.im/registered-buildings/outputs/rb-172/rb-172.md,no_names; no_dates
173,Central Hotel,25/06/1998,https://www.gov.im/media/632303/0500173regbld-central-hotel-website.pdf,Douglas,,Registered,"[""W. J. Rennison"", ""A Pennington"", ""Edward Forrest""]","[""Louis Kelly""]","[""major contribution to the streetscape"", ""aesthetic quality"", ""high standard of decorative terracotta and lime stucco work"", ""example of High Victorian Architecture"", ""important element in historical and sociological development""]",1887.0,,"1st September, 1887",,"5th June, 1998",,"The Central Hotel is a significant example of Victorian architecture, noted for its aesthetic quality and historical importance in Douglas. It was registered due to its architectural and historic interest, with a focus on its contribution to the streetscape and its representation of High Victorian Architecture.",fenced_block,data/gov.im/registered-buildings/outputs/rb-173/rb-173.md,
174,1 Albert Terrace,25/06/1998,https://www.gov.im/media/632309/0500174regbld1albertterrace.pdf,Douglas,,Registered,"[""John Robinson""]",[],"[""The Architectural merit and aesthetic value of the building"", ""The building’s association with the renowned local Architect, John Robinson"", ""The building’s significance within the immediate locality as well as the contribution which it makes to the streetscape of Douglas as a whole"", ""The association of the building with Robert Boardman and the contribution which the building has made in marking the sociological and historical development of the town of Douglas""]",1847.0,1849.0,1847,1849,"5th June, 1998",,"The building was originally called Osborne Terrace and was built for Robert Boardman, agent for the Monarch Steamboat Company. It is associated with architect John Robinson and is significant for its architectural merit and historical associations.",fenced_block,data/gov.im/registered-buildings/outputs/rb-174/rb-174.md,
175,Majestic Hotel,,https://www.gov.im/media/632777/0500175regbld-majestic-hotel-add.pdf,Onchan,,De-registered,"[""Mackay Hugh Baillie Scott""]","[""Frederick Saunderson""]","[""First major work of M.H. Baillie Scott"", ""Important role in sociological and historical development"", ""Prominent coastal position as a landmark""]",1892.0,1893.0,1892,1893,"5th June, 1998","15th March, 1999","The Majestic Hotel, originally known as 'View Park' or 'The Mansion', was designed by Mackay Hugh Baillie Scott and constructed between 1892 and 1893. It was one of Scott's largest private commissions and is noted for its Elizabethan Revival style. The building was registered due to its architectural significance, historical role, and landmark status. However, it was later de-registered following an appeal, with the decision confirmed on 15th March, 1999.",fenced_block,data/gov.im/registered-buildings/outputs/rb-175/rb-175.md,
176,The Central Hotel,30/09/1998,https://www.gov.im/media/632939/0500176regbldcentralhotel.pdf,Ramsey,,Registered,[],"[""Thomas Mylrea""]","[""Age and rarity"", ""Historical association with persons of note"", ""Aesthetic quality"", ""Landmark quality""]",1797.0,,circa 1797,,"September, 1998",,"The Central Hotel, Ramsey, is a historically significant building with architectural merit, associated with notable figures like Frederick Tellet. It is a landmark on the Isle of Man T.T. Road Racing Course.",fenced_block,data/gov.im/registered-buildings/outputs/rb-176/rb-176.md,
177,"Erin Brae, Queen's Promenade",12/10/1998,https://www.gov.im/media/632315/0500177regblderinbrae.pdf,Douglas,,Registered,"[""Mr Peter Kelly""]",[],"[""Its historical association with the Duke of Athol."", ""Its aesthetic quality and architectural merit."", ""Age and rarity - being constructed in 1821-22, this building is one of the oldest surviving, detached buildings along the length of the Promenades.""]",1821.0,1822.0,1821,1822,"2nd day of October, 1998",,"The building is noted for its historical association with the Duke of Athol, its aesthetic quality, and its age and rarity as one of the oldest surviving buildings along the Promenades. It has alternated between use as a hotel and a private house.",fenced_block,data/gov.im/registered-buildings/outputs/rb-177/rb-177.md,
178,St Thomas Church,14/06/1999,https://www.gov.im/media/632321/0500178regbldstthomaschurch.pdf,Douglas,,Registered,"[""Ewan Christian""]","[""John Millar Nicholson""]","[""unique example of decorative art and craftsmanship"", ""designed by eminent Victorian Architect Ewan Christian"", ""important contribution to the streetscape of Douglas""]",1846.0,1872.0,"9th July, 1846","29th June, 1872","14th June, 1999",,,fenced_block,data/gov.im/registered-buildings/outputs/rb-178/rb-178.md,
179,"Harold Tower, Douglas Head Road",18/09/2000,https://www.gov.im/media/632327/0500179regbldharoldtowerfortanne.pdf,Douglas,,Registered,"[""John Welch""]",[],"[""striking example of mid-nineteenth century confidence"", ""well built in Manx slate"", ""plaster panels by a former resident artist"", ""significant and commanding site"", ""design attributed to John Welch"", ""previous occupants include John Martin""]",1833.0,,1833,,"2 day of September, 2000",,"The building is a castellated hexagonal tower, originally a folly, with subsequent alterations. It was originally part of the Nunnery estate and has associations with notable figures such as John Martin. The design is attributed to John Welch, and it features Manx Baronial Gothick style with materials like Welsh slate for the roof and Manx slate for the walls.",fenced_block,data/gov.im/registered-buildings/outputs/rb-179/rb-179.md,
181,"Old School/House, St Mark's",06/12/2000,https://www.gov.im/media/632585/0500181regbldoldschoolhouse.pdf,Malew,,Registered,"[""Armitage Rigby""]",[],"[""Aesthetic quality and the building’s association with the acclaimed architect Armitage Rigby."", ""The building’s high degree of external originality to external elevations."", ""Group importance with St Mark’s church and Church Cottages""]",1843.0,1845.0,1843,6 September 1845,17th November 2000,,"The building was registered due to its special architectural and historic interest, particularly its association with architect Armitage Rigby and its role in the development of the parish.",fenced_block,data/gov.im/registered-buildings/outputs/rb-181/rb-181.md,
182,"St Mark's Church, St Mark's",09/05/2001,https://www.gov.im/media/632591/0500182regbldstmarkschurch.pdf,Malew,,Registered,[],"[""H W Hewitt"", ""Peter Jones""]","[""Age. The property can be accurately dated as being constructed in 1772."", ""Architectural style and aesthetic quality."", ""Close historical association with Reverend John Thomas Clark, who was known as the ‘Patriarch’ of St Mark’s."", ""Landmark qualities. St Mark’s Church is situated in an elevated position and its bell-cote is visible for several miles in all directions."", ""Group interest - with the Schoolhouse and Church Cottages, St Mark’s Church forms a unique grouping of ecclesiastical properties.""]",1771.0,1772.0,1771,1772,30th March 2001,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-182/rb-182.md,
183,"Bayqueen Hotel, The Promenade",,https://www.gov.im/media/1382477/rb183-de-registration-notice-combined_compressed.pdf,Port St Mary,,De-registered,"[""Alexander J. Davidson""]","[""W. McArd & Son""]","[""outstanding example of local hotel design"", ""monumental approach to its design"", ""unique example of Art Deco Style""]",1935.0,1935.0,1935,1935,30th March 2001,29th February 2024,,fenced_block,data/gov.im/registered-buildings/outputs/rb-183/rb-183.md,
184,"Church Cottages, St Mark's",09/05/2001,https://www.gov.im/media/632597/0500184regbldchurchcottage.pdf,Malew,,Registered,[],[],"[""Architectural style and aesthetic quality"", ""Historical association in the development of the hamlet"", ""Close historical association with Reverend John Thomas Clark, who was known as the ‘Patriarch’ of St Mark’s"", ""Group interest with the Schoolhouse and St Mark’s Church, forming a unique grouping of ecclesiastical properties""]",1846.0,1899.0,1846,1899,30th March 2001,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-184/rb-184.md,no_names
185,"King William's College, Castletown",06/07/2001,https://www.gov.im/media/631991/0500185regbldkingwilliamscollege.pdf,Castletown,,Registered,[],[],"[""special architectural and historic interest""]",,,,,6th day of July 2001,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-185/rb-185.md,no_names; no_dates
186,"Douglas Hotel, North Quay",26/07/2001,https://www.gov.im/media/632333/0500186regblddouglashotel.pdf,Douglas,,Registered,[],"[""Robert Black"", ""William Scott""]","[""Age - the property above ground is known to date from 1759: the vaulted cellars are believed to date from the late 1660’s. These would be much the oldest surviving properties in Douglas."", ""Historic interest - the building has played an important part in the historical development of the town and port of Douglas. The building represents one of the most substantial legacies of the ‘Running Trade’ and is a genuine survival of this part of the Island’s history. The property also has historical links with persons of national importance including Peter John Heywood (1739 — 1790) and the Duke of Athol who each used the property as their dwelling house for some time."", ""Substantial retention of original fabric which is capable of conservation and repair."", ""Possible links with the Lord’s cellar that requires further investigation.""]",1759.0,,1759,,"6th day of July, 2001",,,fenced_block,data/gov.im/registered-buildings/outputs/rb-186/rb-186.md,
187,"1-12 Victoria Terrace, off Victoria Road",15/08/2001,https://www.gov.im/media/632339/0500187regbld8victoriaterrace.pdf,Douglas,,Registered,[],[],"[""special architectural and historic interest""]",,,,,27th July 2001,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-187/rb-187.md,no_names; no_dates
188,"All Saints Church, Alexander Drive",15/08/2001,https://www.gov.im/media/632345/0500188regbldallsaintschurchhall.pdf,Douglas,,Registered,"[""C. J. Kneen""]","[""Messrs. Parkinson Limited""]","[""outstanding example of modern ecclesiastical design"", ""first Anglican church built in the Island for over fifty years"", ""utilised many new and revolutionary construction techniques"", ""mural by the late Dorothy Nicholson""]",1898.0,1898.0,8th February 1898,14th July 1898,27th July 2001,,The church was known as the 'Tin Tabernacle' due to its iron construction. It was intended as a temporary measure but lasted much longer than expected. The original church was demolished in 1965 and replaced by a modern church consecrated in 1967.,fenced_block,data/gov.im/registered-buildings/outputs/rb-188/rb-188.md,
189,Close Lake House,15/05/2001,https://www.gov.im/media/631499/0500189regbldcloselake.pdf,Andreas,,Registered,[],[],"[""special architectural and historic interest"", ""mid-Victorian house style"", ""association with the Christian family"", ""original features"", ""unique and significant value""]",,,,,27th July 2001,,"The document provides historical and architectural context for Close Lake House, highlighting its connection to the Christian family and its mid-Victorian architectural style. The house is noted for its original features and its association with significant historical figures and agricultural improvements on the Isle of Man.",fenced_block,data/gov.im/registered-buildings/outputs/rb-189/rb-189.md,no_names; no_dates
190,"Woodlands, Alexander Drive",31/10/2001,https://www.gov.im/media/632351/0500190regbldwoodlands.pdf,Douglas,,Registered,[],[],"[""special architectural and historic interest""]",,,,,"28th September, 2001",,,fenced_block,data/gov.im/registered-buildings/outputs/rb-190/rb-190.md,no_names; no_dates
191,"Ravenscourt, Peel Road",31/10/2001,https://www.gov.im/media/632357/0500191regbldravenscourt.pdf,Douglas,,Registered,[],[],"[""special architectural and historic interest""]",,,,,"28th September, 2001",,,fenced_block,data/gov.im/registered-buildings/outputs/rb-191/rb-191.md,no_names; no_dates
192,"Crescent Cinema, Central Promenade",31/10/2001,https://www.gov.im/media/632363/0500192regbldthevenue.pdf,Douglas,,Registered,[],[],"[""special architectural and historic interest""]",1900.0,1900.0,1900,1900,"October, 2001",,,fenced_block,data/gov.im/registered-buildings/outputs/rb-192/rb-192.md,no_names
193,"Old Brewer's House, Castle Hill",31/10/2001,https://www.gov.im/media/632369/0500193regbldcastlehillhouse.pdf,Douglas,,Registered,[],[],"[""special architectural and historic interest""]",,,,,"October, 2001",,,fenced_block,data/gov.im/registered-buildings/outputs/rb-193/rb-193.md,no_names; no_dates
194,Primitive Methodist Chapel,31/10/2001,https://www.gov.im/media/632825/0500194regbldpeelmethodistchurch.pdf,Peel,,Registered,[],[],"[""Architectural Interest and Aesthetic Quality"", ""Historic Interest"", ""Landmark qualities""]",1874.0,1878.0,,1878,"15th day of October, 2001",,The building was first opened in 1878 and was known as the 'Primitive Chapel'. It was registered due to its special architectural and historic interest. The building has been used as a second-hand furniture store after its closure as a church.,fenced_block,data/gov.im/registered-buildings/outputs/rb-194/rb-194.md,no_names
195,"The National Westminster Bank, Prospect Hill",20/09/2002,https://www.gov.im/media/632375/0500195regbldnationalwestminsterb.pdf,Douglas,,Registered,"[""William & Segar Owen""]","[""Robert Cain"", ""Jas Faragher""]","[""High degree of external originality"", ""Forms of exterior detailing and decoration which are rare on the Island"", ""Quality of internal plasterwork and mouldings to ground floor areas"", ""Historical association of the building with an important event in the history of the Isle of Man and a prominent citizen of the Island""]",1861.0,1861.0,1861,1861,20th September 2002,,The building was originally constructed for Dumbell's Bank and has undergone several alterations and ownership changes. It retains significant historical and architectural value.,fenced_block,data/gov.im/registered-buildings/outputs/rb-195/rb-195.md,
196,"Jubilee Clock, Victoria Street",20/09/2002,https://www.gov.im/media/632381/0500196regbldjubileeclock.pdf,Douglas,,Registered,[],"[""W MacFarlane & Co""]","[""special architectural and historic interest"", ""landmark status"", ""memorial to Queen Victoria"", ""strong links with historic people and events""]",1887.0,1887.0,1887,1887,20th September 2002,,The Jubilee Clock was donated by George W Dumbell and is sometimes known as Dumbell’s clock. It was refurbished by Douglas Corporation in 1996. The clock is a fine example of high Victorian decorative ironwork and has landmark status in Douglas.,fenced_block,data/gov.im/registered-buildings/outputs/rb-196/rb-196.md,
197,"St Mary's of the Isle Catholic Church, Hill Street",20/09/2002,https://www.gov.im/media/632387/0500197regbldstmaryschurch.pdf,Douglas,,Registered,"[""Henry Clutton"", ""(Sir) Giles Gilbert Scott"", ""Peter Paul Pugin"", ""James Sinnott""]","[""Messrs. G P White"", ""Mr James Lambert"", ""Mr R F Douglas""]","[""Aesthetic quality"", ""Uniqueness of architectural/design"", ""Landmark qualities"", ""Exceptional interior work by an international acclaimed architect/designer (Sir) Giles Gilbert Scott""]",1857.0,1859.0,October 28th 1857,4th August 1859,31st January 2002,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-197/rb-197.md,
198,"The former Isle of Times Office, 9 Athol Street",20/09/2002,https://www.gov.im/media/632393/0500198regbld9atholstreet.pdf,Douglas,,Registered,[],"[""James Kissack""]","[""High degree of external originality"", ""Architectural style unique on the Isle of Man"", ""Historical association of the building with the political development of the Isle of Man, and the prominent Brown family""]",1879.0,1880.0,1879,1880,20th September 2002,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-198/rb-198.md,
199,29-31 Athol Street,20/09/2002,https://www.gov.im/media/632399/0500199regbld31atholstreet.pdf,Douglas,,Registered,[],[],"[""Aesthetic quality"", ""Uniqueness of design""]",1821.0,1830.0,between 1821 and 1830,between 1821 and 1830,31st January 2002,,"The document provides a detailed history of the ownership and architectural features of 29-31 Athol Street, Douglas. It highlights the building's Georgian characteristics and its contribution to the streetscape, leading to its registration as a protected building.",fenced_block,data/gov.im/registered-buildings/outputs/rb-199/rb-199.md,no_names
200,"The Gaiety Theatre, Harris Promenade",24/09/2002,https://www.gov.im/media/632405/0500200regbldgaitytheatre.pdf,Douglas,,Registered,"[""Frank Matcham"", ""Victor Glasstone""]","[""J.L. Killip and Collister""]","[""Architectural interest and Aesthetic quality"", ""Historic interest and the important part that the building has played in the development of live Theatre in the Island"", ""Association with the renowned Theatre designer of the time — Frank Matcham""]",1899.0,1900.0,1899,Monday 16th July 1900,31st January 2002,,"The Gaiety Theatre is a significant cultural and historical landmark on the Isle of Man, known for its architectural and historical importance. It was designed by Frank Matcham and is one of the best-preserved examples of his work. The theatre has undergone various restorations and has been a central part of the island's entertainment history.",fenced_block,data/gov.im/registered-buildings/outputs/rb-200/rb-200.md,
201,"The Queen's Hotel, Queen's Promenade",20/09/2002,https://www.gov.im/media/632411/0500201regbldqueenshotel.pdf,Douglas,,Registered,"[""E. Crellin"", ""J.E. Teare""]",[],"[""special architectural and historic interest"", ""individual building"", ""age and rarity"", ""links to historic family"", ""retains earliest known appearance""]",,,pre 1826,,20th September 2002,,"The Queen's Hotel is a historic building with architectural and historic interest, believed to have been built as cottages and stables for Castle Mona. It has served as a public house for over 150 years and retains much of its original appearance. The designer and builder are unknown, but it has undergone various alterations over the years.",fenced_block,data/gov.im/registered-buildings/outputs/rb-201/rb-201.md,
202,School House (former Parochial or Central School),20/09/2002,https://www.gov.im/media/632633/0500202regbldschoolhouse.pdf,Maughold,,Registered,[],[],"[""special architectural and historic interest""]",,,,,20th day of September 2002,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-202/rb-202.md,no_names; no_dates
203,"The Old Sail Loft, Shore Road",20/09/2002,https://www.gov.im/media/632855/0500203regbldtheoldsailloft.pdf,Port St Mary,,Registered,[],[],"[""special architectural and historic interest"", ""significant part in the development of the village of Port St Mary"", ""development of the fishing industry in the Isle of Man""]",1858.0,,1858,,20th September 2002,,The building was erected in 1858 to serve the fishing industry. It has historical significance due to its role in the local economy and its architectural features. The building has been preserved with minimal changes over time.,fenced_block,data/gov.im/registered-buildings/outputs/rb-203/rb-203.md,no_names
204,St. German's Cathedral,18/10/2002,https://www.gov.im/media/632831/0500204regbldstgermainschurch.pdf,Peel,,Registered,"[""Messrs Thomas Barry & Sons""]",[],"[""special architectural interest"", ""historic interest""]",1879.0,1883.0,21 August 1879,1883,18 October 2002,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-204/rb-204.md,
205,"Tower of Refuge, St. Mary's Rock (also known as Conister Rock)",18/10/2002,https://www.gov.im/media/632417/0500205regbldtowerofrefuge.pdf,Douglas,,Registered,"[""John Welch""]",[],"[""special architectural interest"", ""historic interest""]",1832.0,1832.0,1832,1832,18th day of October 2002,,The Tower of Refuge is a prominent landmark and considered a national monument. It was constructed in 1832 by John Welch of Hansom & Welch. The structure is triangular with three turrets and is made of local limestone with copper rods as dowel pins. It features mediaeval architectural detailing.,fenced_block,data/gov.im/registered-buildings/outputs/rb-205/rb-205.md,
206,"May Hill House (formerly Cronk Brae), May Hill",18/10/2002,https://www.gov.im/media/632945/rb-206-may-hill-house-formerly-cronk-brae-may-hill.pdf,Ramsey,,Registered,[],[],"[""Architectural Interest: This house of high quality architecture is part of a group of houses which represent an important time in the 19th century when the town was expanding."", ""Historical Interest: The house has an association with people who contributed greatly to the town; the Reverend William Kermode, John Corlett LaMothe and James Cruikshank."", ""Landmark Qualities: Positioned in a prominent area with outstanding views, the house is a known landmark on the TT Course.""]",1866.0,1869.0,December 1866,1869,18th day of October 2002,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-206/rb-206.md,no_names
207,"The Former Wesleyan Chapel, Earystane Village",18/10/2002,https://www.gov.im/media/631523/0500207regbldwesleyanchapel.pdf,Arbory,,Registered,[],[],"[""special architectural and historic interest""]",,,,,18th day of October 2002,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-207/rb-207.md,no_names; no_dates
208,The Golden Meadow Mill,18/10/2002,https://www.gov.im/media/631997/0500208regbldoldmill.pdf,Castletown,,Registered,[],"[""Thomas Moore""]","[""special architectural interest"", ""historic interest""]",1816.0,,February 29th 1816,,18th day of October 2002,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-208/rb-208.md,
209,Mullinaragher,11/12/2002,https://www.gov.im/media/633023/0500209regbldmullinaragher.pdf,Santon,,Registered,[],"[""J. R. Gelling""]","[""special architectural and historic interest""]",,,,,6th December 2002,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-209/rb-209.md,no_dates
210,4-11 Harris Terrace,13/12/2002,https://www.gov.im/media/632423/0500210regbld411harristerrace.pdf,Douglas,,Registered,[],[],"[""special architectural interest"", ""historic interest""]",1825.0,1837.0,1825,1837,6th December,,"The document provides a detailed history of Harris Terrace, its architectural description, and its significance in the context of early Victorian Douglas. It highlights the terrace's simple design compared to later Victorian houses and its association with Samuel Harris, a notable figure in Victorian Douglas.",fenced_block,data/gov.im/registered-buildings/outputs/rb-210/rb-210.md,no_names
211,"Beach Cottage, Ballure Road",27/01/2003,https://www.gov.im/media/632951/0500211regbldbeachcottage.pdf,Ramsey,,Registered,[],[],"[""special architectural and historic interest"", ""age and history as a merchant's home"", ""group value with adjacent properties""]",1700.0,,as early as 1700,,20th December 2002,,"The document provides a detailed historical and architectural analysis of Beach Cottage, highlighting its significance as one of the oldest surviving buildings in Ramsey, its use as a merchant's home, and its group value with other properties along Ballure Road. The registration prohibits any alteration or demolition without prior consent.",fenced_block,data/gov.im/registered-buildings/outputs/rb-211/rb-211.md,no_names
212,"Ballure Cottage, Ballure Road",27/01/2003,https://www.gov.im/media/632957/0500212regbldballurecottage.pdf,Ramsey,,Registered,[],[],"[""special architectural and historic interest"", ""old age"", ""historical associations with the Christian family"", ""association with the water corn mill"", ""connection to 'Old Pete' and Hall Caine's 'The Manxman'"", ""unique architectural features like pine panelling and crude staircase""]",1600.0,1799.0,seventeenth century,eighteenth century,20 December 2002,,"The document provides a detailed historical and architectural account of Ballure Cottage, highlighting its significance due to its age, preservation, and historical associations. The exact construction date is uncertain, with estimates ranging from the seventeenth to the eighteenth century. The cottage is noted for its unique architectural features and its historical connections to the Christian family and local history.",fenced_block,data/gov.im/registered-buildings/outputs/rb-212/rb-212.md,no_names
213,"Raven's Cliff, Fort Anne Road",27/01/2003,https://www.gov.im/media/632429/0500213regbldravenscliff.pdf,Douglas,,Registered,"[""John Robinson""]",[],"[""special architectural and historic interest"", ""important Victorian Mansion House"", ""well maintained with significant original features"", ""notable house in Manx History"", ""important landmark"", ""reputation of its architect"", ""links to prominent Islanders"", ""quality of its impressive structure and internal arrangements""]",1850.0,,1850,,20 December 2002,,"Raven's Cliff is a Victorian Mansion House designed by John Robinson, noted for its architectural and historic interest. It has been home to notable figures such as Rev. Fred Cubbon and John Morley. The building retains significant original features and is considered a landmark in Manx history.",fenced_block,data/gov.im/registered-buildings/outputs/rb-213/rb-213.md,
214,The Albert Tower,27/01/2003,https://www.gov.im/media/632963/0500214regbldalberttower.pdf,Ramsey,,Registered,"[""George Watson Buck""]",[],"[""special architectural interest"", ""historic interest""]",1848.0,1849.0,Easter Monday 1848,24th July 1849,20 December 2002,,The Albert Tower was erected to commemorate the visit of Prince Albert to Ramsey on 20th September 1847. It was designed by George Watson Buck and built from local materials. The tower is a significant landmark and has historical importance due to its association with the royal visit.,fenced_block,data/gov.im/registered-buildings/outputs/rb-214/rb-214.md,
215,"Dunluce, Ballure Road",27/01/2003,https://www.gov.im/media/632969/0500215regblddunluce.pdf,Ramsey,,Registered,[],"[""Mr. Crellin""]","[""special architectural and historic interest"", ""high architectural quality"", ""uniqueness in style"", ""striking position within the setting of the surrounding Ballure Glen"", ""historical associations with John E. Christian and the Christian family""]",1871.0,1871.0,1871,1871,20th December 2002,,"The document provides a detailed history and architectural description of Dunluce, highlighting its Victorian 'Gothick' style and historical significance related to the Christian family. The builder is mentioned as Mr. Crellin, known for his passion for building towers. The property is noted for its unique style and historical associations, making it worthy of registration.",fenced_block,data/gov.im/registered-buildings/outputs/rb-215/rb-215.md,
216,"Sea Cliffe, Ballure Road",27/01/2003,https://www.gov.im/media/632975/0500216regbldseacliff.pdf,Ramsey,,Registered,"[""Hewitt Crellin""]","[""Billy Blair""]","[""special architectural and historic interest"", ""group value with surrounding properties"", ""association with former merchant's houses"", ""age and origins as a merchant's home""]",1720.0,,1720,,20th December 2002,,"Sea Cliff is a historic building located on Ballure Road, Ramsey, with significant architectural and historical interest. It is part of a group of former merchant's houses dating back to the early 18th century. The property has retained its distinctive routes to the shore and is associated with other properties built on its land in 1847 and 1911. The building has undergone some updates, including a roof replacement in 1970.",fenced_block,data/gov.im/registered-buildings/outputs/rb-216/rb-216.md,
217,"Arch Tower House, South Quay",27/01/2003,https://www.gov.im/media/632435/0500217regbldarchtower.pdf,Douglas,,Registered,[],[],"[""special architectural and historic interest"", ""significant age"", ""part of the history of the South Quay"", ""unusual style"", ""many original features remain"", ""landmark feature""]",1853.0,1853.0,1853,1853,20 December 2002,,"The document provides a detailed description of Arch Tower House, its architectural features, historical significance, and the reasons for its registration as a protected building. It highlights the building's age, unique style, and its status as a landmark on the South Quay.",fenced_block,data/gov.im/registered-buildings/outputs/rb-217/rb-217.md,no_names
218,"Riverside Cottage, Bridge Lane",09/05/2003,https://www.gov.im/media/632981/0500218regbldriversidecottage.pdf,Ramsey,,Registered,[],[],"[""special architectural and historic interest""]",,,,,1st day of May 2003,,"The document provides a detailed description of Riverside Cottage, highlighting its architectural features and historical significance. It mentions the cottage's vernacular Manx stone construction, its historical layout, and various architectural details such as sash windows and fireplaces. The registration is due to its special architectural and historic interest.",fenced_block,data/gov.im/registered-buildings/outputs/rb-218/rb-218.md,no_names; no_dates
219,"15 Riverside Cottages, Bridge Lane",09/05/2003,https://www.gov.im/media/632987/0500219regbld15bridgelane.pdf,Ramsey,,Registered,[],"[""William Callow""]","[""special architectural interest"", ""historic interest""]",,,pre 1755,,11th April 2003,,"The document provides a detailed description of the architectural features and history of 15 and 17 Riverside Cottages, highlighting their historical significance and original condition. The cottages are noted for their special architectural and historic interest, leading to their registration as protected buildings. The history section suggests a construction date before 1755, possibly by William Callow, and traces ownership through various families over the years.",fenced_block,data/gov.im/registered-buildings/outputs/rb-219/rb-219.md,
220,"17 Riverside Cottages, Bridge Lane",09/05/2003,https://www.gov.im/media/632993/0500220regbld17bridgelane.pdf,Ramsey,,Registered,[],"[""William Callow""]","[""special architectural interest"", ""historic interest""]",,1755.0,,pre 1755,11th April 2003,,"The cottages are believed to have been built pre-1755, possibly by William Callow, and are among the oldest properties in the area. They are registered for their special architectural and historic interest.",fenced_block,data/gov.im/registered-buildings/outputs/rb-220/rb-220.md,
