Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Refused,22/00359/B,Erection of single storey detached dwelling with hardstanding carport and air source heatpump and PV roof panels,30-Sep-22,Principal Planner - South (JS),Rosemanly - Lower Garden New Castletown Road Douglas Isle Of Man IM2 1HP 
Permitted,22/00360/B,Removal of existing conservatory and erection of single storey rear extension,25-May-22,Principal Planner - South (JS),7 Norwood Drive Douglas Isle Of Man IM2 5HJ
Permitted,22/00366/B,Erection of cabin to side elevation,12-May-22,Head of Development Management,2 The Courtyard Tromode Road Douglas Isle Of Man IM2 5EJ 
Permitted,22/00367/B,"Modifications to the conversion and restoration of a residential property consisting of a farmhouse and stone barn including modification to external finishes and windows, erection of rear single storey extension and construction of detached double garage",06-Sep-22,Planning Committee,Ballacannell Earystane Colby Isle Of Man IM9 4HN 
Refused,22/00368/B,Erection of single story flat roof extension to front of clubhouse,13-May-22,Head of Development Management,Douglas High School Old Boys A F C Blackberry Lane Onchan Isle Of Man IM2 4PD 
Permitted,22/00369/B,Installation of replacement windows,19-May-22,Head of Development Management,Whiteleas Cottage Main Road Kirk Michael Isle Of Man IM6 2HG
Permitted,22/00370/B,"Alterations, erection of extension and installation of a flue",28-Apr-22,Principal Planner - South (JS),4 Ormly Grove Ramsey Isle Of Man IM8 3LG
Permitted,22/00371/B,Replacement of existing garage with store room extension to side of dwelling.,09-May-22,Principal Planner- North (CB),Barrule Windsor Road Ramsey Isle Of Man IM8 3EB
Permitted,22/00372/B,The erection of a detached dormer bungalow with creation of hardstanding at the front elevation for vehicle parking,16-Aug-22,Principal Planner- North (CB),Plot 1 35 Scarlett Road Castletown Isle Of Man IM9 1NS 
Permitted,22/00373/B,The erection of a detached dormer bungalow and hardstanding to the front elevation for vehicle parking,26-Aug-22,Principal Planner- North (CB),Plot 2 35 Scarlett Road Castletown Isle Of Man IM9 1NS 
Refused,22/00374/B,"Removal of attached garage and replaced with a 2 storey attached dwelling, the removal of exiting rear conservatory replaced with a single storey extension, the removal of the existing chimney stacks, replace windows and doors, new render to the walls and",12-Aug-22,Head of Development Management,5 Falcon Cliff Terrace Douglas Isle Of Man IM2 4AU
Permitted,22/00376/B,Erection of 2 storey dwelling,28-Apr-22,Principal Planner - South (JS),5 Hespera Terrace Lezayre Road Ramsey Isle Of Man IM8 2LX 
Permitted,22/00377/B,"Continuation of restoration works rebuilding of gravel bund, re-profiling of the lake edge, new ponds, erection of birdwatching hide.",27-May-22,Planning Committee,Manx Birdlife Point Of Ayre Reserve Cranstal Bride Isle Of Man IM7 4BS 
Certificate of Lawfulness AGREED,22/00378/LAW,Application for certificate of lawfulness for breach of PA 10/00614/B condition 4 relating to the demolition of the existing dwelling,26-Oct-22,Principal Planner - South (JS),Ballachurry Farmhouse Ballachurry Road Greeba Isle Of Man IM4 3LE 
Permitted,22/00379/B,Erection of timber cabin structure,19-May-22,Principal Planner- North (CB),Manor Park School Pulrose Road Douglas Isle Of Man IM2 1AT
Permitted,22/00380/B,Replacement roof on part of dwelling,01-Jul-22,Principal Planner- North (CB),Spooyt Vane Ballaleigh Road Kirk Michael Isle Of Man IM6 1HJ
Permitted,22/00381/B,"Alterations including the installation of decking, doors and conversion of garage to create additional living space and storage",30-May-22,Principal Planner - South (JS),7 The Links Peel Isle Of Man IM5 1LN 
Permitted,22/00383/D,Shop front to be re-painted and installation of illuminated sign and internal fascia,27-May-22,Principal Planner- North (CB),57 Strand Street Douglas Isle Of Man IM1 2EN
Permitted,22/00384/CON,Registered Building consent for the replacement of an existing roof light velux conservation roof light (in association with application 22/00487/GB) Registered Building Nos. 164,30-May-22,Principal Planner - South (JS),Ivy Bank Falcon Cliff Terrace Douglas Isle Of Man IM2 4AY
Permitted,22/00385/B,Demolish existing farmhouse and outbuildings and replace with detached 2 storey dwelling with garage,11-Oct-22,Planning Committee,South Of Field 131879 Narradale Sulby Isle Of Man IM7 2HA 
Permitted,22/00386/B,Demolition of Existing Conservatory and erection of replacement single storey room and installation of decking to the rear,21-Jun-22,Planning Committee,24 Alderley Close Douglas Isle Of Man IM2 1NT 
Permitted,22/00387/B,Erection of single storey rear extension,06-Jul-22,Principal Planner - South (JS),9 Orrys Close Douglas Isle Of Man IM2 7AG
Permitted,22/00389/C,Change of use of detached garage to be used as a dog grooming parlour,20-Jul-22,Head of Development Management,Slegaby Beg Quarterbridge Road Douglas Isle Of Man IM2 3RL
Permitted,22/00390/B,Erection of new dwelling to replace existing dwelling and barn including improvements to existing entrance,11-Oct-22,Planning Committee,Ballahig Foxdale Road The Hope St Johns Isle Of Man IM4 3AU 
Permitted,22/00391/MCH,"Minor change application to PA 20/01349/B requesting replacement of windows with a doorway, replace small window with extraction ducts and alteration to escape stairs",28-Jul-22,Principal Planner- North (CB),Mona Cottage Marathon Terrace Queens Promenade Douglas Isle Of Man IM2 4NH 
Permitted,22/00392/MCH,Minor change application to PA 19/00719/B requesting the alteration to approved flue,26-Apr-22,Principal Planner - South (JS),Mona Cottage Marathon Terrace Queens Promenade Douglas Isle Of Man IM2 4NH 
Permitted,22/00393/B,Single story extension to existing dwelling and new twin wall flue,30-May-22,Principal Planner- North (CB),Heathfield Phildraw Road Ballasalla Isle Of Man IM9 3EH 
Permitted,22/00395/B,Replacement of existing timber sliding sash windows uPVC sliding sash windows,09-May-22,Principal Planner- North (CB),33 Derby Square Douglas Isle Of Man IM1 3LW 
Permitted,22/00396/B,Conversion of unused space above shop into two one bedroom flats,18-Aug-22,Principal Planner - South (JS),Spar 39 Clagh Vane Ballasalla Isle Of Man IM9 2HR 
Permitted,22/00397/B,Installation of ground mounted solar array,07-Sep-22,Planning Committee,Ballaman Ballnahowe Port Erin Isle Of Man IM9 6JF 
Permitted,22/00398/B,Alterations to enlarge patio doors onto rear garden and installation of a flue,13-May-22,Head of Development Management,Headlands 25 Majestic Drive Onchan Isle Of Man IM3 2JL
Permitted,22/00400/B,Installation of replacement roof tiles to dwelling and replacement flat roof to garage,09-May-22,Principal Planner - South (JS),1 Kella Close Sulby Isle Of Man IM7 2HQ
Permitted,22/00401/B,Erection of a first floor extension above garage,30-May-22,Principal Planner - South (JS),2 Erin Lane Port Erin Isle Of Man IM9 6FE 
Refused,22/00402/B,Erection of a single storey extension to the rear elevation,26-Aug-22,Principal Planner- North (CB),43 Ashberry Avenue Douglas Isle Of Man IM2 1PY
Refused,22/00403/C,To part use industrial unit as a retail outlet (Retrospective),19-Aug-22,Principal Planner - South (JS),Unit KB2 Harcourt Drive Balthane Ballasalla Isle Of Man IM9 2AH 
Permitted,22/00404/B,Erection of raised terrace area to the rear with under storage and balustrade,24-Jun-22,Head of Development Management,Beach House Stanley Mount East Ramsey Isle Of Man IM8 1NP
Permitted,22/00405/B,Erection of a single storey garage extension and creation of a boundary retaining wall with fence above,02-Sep-22,Principal Planner - South (JS),94 Cronk Grianagh Estate Douglas Isle Of Man IM4 4RR 
Permitted,22/00406/B,Replacement of existing conservatory with new sun lounge to rear,29-Jul-22,Principal Planner- North (CB),Shilley Gniebe Ballachurry Road Greeba Isle Of Man IM4 3LE
Permitted,22/00407/B,Erection of a marquee over existing outside seating area,08-Jul-22,Planning Committee,Conrods Boathouse Cafe Mooragh Park Ramsey Isle Of Man IM8 3AP 
Permitted,22/00408/B,Erection of Renewable Energy Generation equipment comprising a 40kW ground mounted Photovoltaic solar panel array,09-Aug-22,Planning Committee,Narradale West Farmhouse Field 131931 Narradale Sulby Isle Of Man IM7 2HA 
Permitted,22/00409/B,Single storey side and rear extension to dwelling,13-Oct-22,Principal Planner- North (CB),86 Cronk Grianagh Estate Douglas Isle Of Man IM4 4RR 
Permitted,22/00411/B,Erection of replacement garage,14-Sep-22,Principal Planner- North (CB),85 Port E Chee Avenue Douglas Isle Of Man IM2 5EZ
Refused,22/00412/B,"Removal of front garden wall and formation of hardstanding for car parking facility, lowering of kerb for access. Erection of rear decking and replacement of doors and windows to detached outbuilding with associated works",26-May-22,Principal Planner - South (JS),20 Seaview Road Onchan Isle Of Man IM3 4AQ
Permitted,22/00414/B,Single storey extension to front elevation,20-Jun-22,Principal Planner - South (JS),Grianagh Surby Port Erin Isle Of Man IM9 6TA 
Permitted,22/00415/B,Alteration of existing window openings to form new door openings to front and rear elevations,31-May-22,Principal Planner- North (CB),96 Cronk Liauyr Douglas Isle Of Man IM2 5LR
Permitted,22/00417/B,Proposed relocation of existing vehicular access into domestic property.,24-Jun-22,Head of Development Management,North Star House West Baldwin Isle Of Man IM4 5EZ 
Permitted,22/00418/B,"Removal of attached garage and replace with two storey extension and the removal of conservatory and replace with single storey extension and replacement of and extension into roof and front and rear extensions with rear balcony  ",24-Nov-22,Principal Planner- North (CB),The Croft Glen Auldyn Ramsey Isle Of Man IM7 2AE 
Permitted,22/00419/B,Installation of 14 ground mounted solar PV panels,08-Jul-22,Planning Committee,Gollane House Clenagh Road Sandygate Ramsey Isle Of Man IM7 3AF
Permitted,22/00421/B,Alterations to roof-top mechanical and electrical plant,22-Jul-22,Principal Planner- North (CB),Eagle Court 25 - 27 Circular Road Douglas Isle Of Man IM1 1AD 
Permitted,22/00422/B,Creation of a wildlife pond,06-Jun-22,Principal Planner - South (JS),QEII High School Nature Area Douglas Road Peel Isle Of Man IM5 1RD 
Permitted,22/00423/B,Widening of existing driveway to accommodate additional vehicles.,19-Aug-22,Principal Planner- North (CB),2 Cooil Veg Andreas Isle Of Man IM7 4EU
Permitted,22/00425/B,"Variation of condition 4 of PA 21/01503/C to allow two weddings, 24th June 2023 and 8th July 2023, in addition to what has been approved",04-May-22,Principal Planner - Enf (AM),Kielthusthag Lodge Smeale Ramsey Isle Of Man IM7 3EB 
Permitted,22/00426/B,Removal of existing porch and reciting of replacement porch to front elevation,06-Jun-22,Principal Planner - Enf (AM),Lhoobs Cottage Lhoobs Road Eairy Isle Of Man IM4 3JA
Permitted,22/00427/B,Erection of first floor extension over existing detached swimming pool,06-Sep-22,Planning Committee,Sea Mount Scarlett Castletown Isle Of Man IM9 1TB 
Refused,22/00428/B,"Conversion of two apartments into one residential property including alteration to window openings on front elevation, alteration to door opening on rear elevation and new windows throughout. Installation of roof mounted solar panels on front elevation In",15-Jul-22,Head of Development Management,10 And 10A Castle Street Peel Isle Of Man IM5 1AN
Permitted,22/00429/B,Demolition of existing building and erection of dwelling with integral garage,28-Jul-22,Principal Planner- North (CB),Port E Chee  Plot 1 Lheaney Road Ramsey Isle Of Man IM8 2JF
Permitted,22/00430/B,Demolition of existing dwelling and erection of a dwelling with integral garage,28-Jul-22,Principal Planner- North (CB),Port E Chee Plot 2 Lheaney Road Ramsey Isle Of Man IM8 2JF
Permitted,22/00431/MCH,Minor change application to PA 21/01542/B to alter hipped end of extension to gable end to accommodate one additional roof window,28-Apr-22,Principal Planner - South (JS),9 Knock Rushen Scarlett Castletown Isle Of Man IM9 1TQ 
Permitted,22/00432/B,Erection of a single story garage and living accommodation extension to replace existing garage/workshop,20-Jul-22,Head of Development Management,Greenbanks Mount Auldyn Ramsey Isle Of Man IM8 3PJ
Permitted,22/00433/A,Approval in principal for the erection of a detached single storey dwelling.,20-Jul-22,Head of Development Management,Plot 18  West Of Watersmeet Riverbank Road Ramsey Isle Of Man IM8 3PR 
Permitted,22/00434/C,Change of use of side extension from residential to tourist accommodation,19-May-22,Head of Development Management,Elgin Stables Elgin Jacks Lane Port E Vullen Ramsey Isle Of Man IM7 1AW 
Refused,22/00435/B, Alterations and extensions to dwelling formed by earlier approval to reinstate (and extend) Tholtan,07-Oct-22,Principal Planner - South (JS),Field 425114 Nancy's Ballaglonney Farm Ronague Road Ronague Castletown Isle Of Man  
Permitted,22/00436/B,Removal of existing rear extensions and erection of replacement single storey extension,01-Jul-22,Principal Planner- North (CB),47 Sunningdale Drive Onchan Isle Of Man IM3 1EL
Permitted,22/00437/B,Removal of a conservatory,06-Jun-22,Head of Development Management,The Old Farmhouse Queens Road Port St. Mary Isle Of Man IM9 5EZ
Application Withdrawn,22/00438/C,Change of use of ground floor office space into fitness gym,30-Sep-22,Withdrawn,Ground Office  Samuel Harris House 5 - 11 St Georges Street Douglas Isle Of Man IM1 1AJ 
Permitted,22/00440/B,Replacement of fossil fuel oil boiler with installation of Air Source Heat Pump,13-Jun-22,Principal Planner- North (CB),41 Selborne Drive Douglas Isle Of Man IM2 3NJ 
Permitted,22/00441/B,Erection of single storey extension to rear elevation,30-Sep-22,Principal Planner - South (JS),9 Hollydene Avenue Onchan Isle Of Man IM3 3HB
Permitted,22/00442/B,Extensions and alterations to existing dwelling to include replacement windows and doors and associated works,02-Dec-22,Principal Planner - South (JS),Ballacreg Dreemskerry Hill Dreemskerry Ramsey Isle Of Man IM7 1BE
Permitted,22/00444/B,Erection of 2 detached dwellings with integral garages,05-Aug-22,Principal Planner - South (JS),Land Adjacent To St Olave's Jurby Road Ramsey Isle Of Man  
Refused,22/00445/B,Conversion of existing offices into 4 self contained 1 bedroom apartments and 1 studio apartment,04-Aug-22,Principal Planner - South (JS),Newcourt Chambers Offices 39 Bucks Road Douglas Isle Of Man IM1 3DE 
Permitted,22/00446/GB,"Removal of external staircase on west elevation, structural works to wash house gable and various repairs to external walls (in association with PA 22/00328/CON)",13-Jun-22,Head of Development Management,Bishopscourt Mansion House Bishopscourt Kirk Michael Isle Of Man IM6 2EZ 
Permitted,22/00448/B,Demolition of existing stables and store and erection of replacement equestrian single storey building,24-Aug-22,Principal Planner - South (JS),Kiondhooag East Foxdale Road Foxdale Isle Of Man IM4 3HQ
Permitted,22/00451/GB,"Alterations, erection of ground floor extension and installation of replacement windows (in association with 22/00452/CON)",26-May-22,Principal Planner - South (JS),5 Victoria Terrace Douglas Isle Of Man IM2 4EU
Permitted,22/00452/CON,"Registered building consent for internal alterations to first floor including moving bathroom and making access from landing, ground floor extensions to kitchen and side and replacement windows (in association with 22/00451/GB) Registered Building Nos. 18",26-May-22,Head of Development Management,5 Victoria Terrace Douglas Isle Of Man IM2 4EU
Permitted,22/00453/B,Proposed replacement of existing bay window and porch with new entrance extension,27-Jul-22,Principal Planner- North (CB),Millbrook Beach Road Port St Mary Isle Of Man IM9 5NE 
Certificate of Lawfulness AGREED,22/00454/LAW,Replacement windows to front elevation,31-May-22,Head of Development Management,Southlands 34 Albany Road Douglas Isle Of Man IM2 3ND 
Permitted,22/00455/B,Conversion from shop (Class 1.1) to food and drink (Class 1.3) involving the installation of a rear flue and reinstatement of rear double doors,08-Jul-22,Principal Planner- North (CB),10 St Pauls Square Ramsey Isle Of Man IM8 1LE 
Permitted,22/00456/B,Removal of existing balcony and raising of the canopy over the front porch and the erection of entrance gates and posts,19-May-22,Principal Planner- North (CB),8 Hillberry Green Douglas Isle Of Man IM2 6DE
Permitted,22/00457/C,Additional use of a Residential apartment to provide self-catering tourist accommodation,04-Aug-22,Principal Planner - South (JS),Apartment 2 First Floor  Formerly Known As Rosslare 7 Mount Morrison Peel Isle Of Man IM5 1PN 
Permitted,22/00459/B,"Alterations to side extension including change of roof pitch, installation of a flue, installation of door to front elevation, and increase in size of window on rear elevation (retrospective)",22-Jul-22,Principal Planner- North (CB),48 Groudle Road Onchan Isle Of Man IM3 2EE 
Permitted,22/00460/B,"Alterations, extension of extension, roofing works, window / door alterations and installation of a flue",27-Jul-22,Principal Planner - South (JS),Cronk Breck Grenaby Ballasalla Isle Of Man IM9 3BD 
Permitted,22/00461/B,Re-render the existing front rendered wall and render existing brick side elevation,24-Jun-22,Head of Development Management,Savoy 6 Castlemona Terrace Central Promenade Douglas Isle Of Man IM2 4LU 
Permitted,22/00462/B,Erection of extension to replace existing conservatory,26-May-22,Principal Planner - South (JS),Dreemskerry Dreemskerry Hill Dreemskerry Ramsey Isle Of Man IM7 1BE
Permitted,22/00463/B,Erection of a rear Sun Room,05-Aug-22,Principal Planner - South (JS),2 Church View Court Ballakilley Port Erin Isle Of Man IM9 6DZ 
Permitted,22/00464/B,Erection of a building to provide a Veterinary Practice,03-Oct-22,Planning Committee,Kennaa Farm Stables Kennaa Equestrian Centre  Kennaa Road St Johns Isle Of Man IM4 3LW
Refused,22/00466/B,Installation of replacement windows and doors to front and rear elevations,22-Jul-22,Principal Planner- North (CB),Many Tides 2 Minorca Cottages Minorca Hill Laxey Isle Of Man IM4 7DN
Permitted,22/00467/D,Installation of replacement illuminated signage,16-Jun-22,Principal Planner - South (JS),Shore Hotel Old Laxey Hill Laxey Isle Of Man IM4 7DA
Permitted,22/00468/B,Installation of replacement windows and entrance doors to existing building,15-Jun-22,Principal Planner - South (JS),Shore Hotel Old Laxey Hill Laxey Isle Of Man IM4 7DA
Permitted,22/00469/GB,Alterations to facilitate a change of use of property to a single residential dwelling (in association with PA 22/00472/CON),20-Jun-22,Principal Planner - South (JS),The Court House Main Road Kirk Michael Isle Of Man IM6 1AJ 
Permitted,22/00470/B,Erection of single storey triple garage with glazed link to dwelling.,29-Jul-22,Principal Planner - South (JS),Silverburn Farm Ballamodha Straight Ballasalla Isle Of Man IM9 3ES
Permitted,22/00471/B,"Alterations, erection of extension to replace rear conservatory, replacement roof tiles and installation of a flue",05-Aug-22,Director 2017+,2 King Orry Road Glen Vine Isle Of Man IM4 4EL
Permitted,22/00472/CON,Registered Building consent for internal and external alterations to facilitate a change of use of property to a single residential dwelling (in association with 22/00469/GB) Registered Building Nos. 136,15-Jun-22,Principal Planner - South (JS),The Court House Main Road Kirk Michael Isle Of Man IM6 1AJ 
Permitted,22/00473/B,"Reinstatement to dwelling, erection of two storey rear extension and rear pitch roof dormer, and alterations (including roof lights, re-rendering, re-roofing, chimney repair, and new window and door installations)",05-Dec-22,Planning Committee,Ballamaddrell Cottage Grenaby Road Ballabeg Castletown Isle Of Man IM9 4HD
Permitted,22/00474/B,"Conversion of existing roof space into additional living accommodation, including rear dormer and erection of front Porch.",20-Jul-22,Principal Planner - South (JS),Halcyon 5 Cooil Avenue Kirk Michael Isle Of Man IM6 1HD 
Permitted,22/00476/B,Additional use of part of field 430720 for the erection of three polytunnels,09-Aug-22,Planning Committee,Field 430720 Bayrauyr Road St Marks Ballasalla Isle Of Man  
Permitted,22/00477/C,Additional use for storage and distribution to existing light industrial unit,28-Jul-22,Principal Planner - South (JS),Unit 9 The Paddocks Jurby Industrial Estate Jurby Isle Of Man IM7 3BD 
Permitted,22/00478/B,A single storey rear extension to replace the existing conservatory,15-Jun-22,Principal Planner - South (JS),73 Silverburn Crescent Ballasalla Isle Of Man IM9 2DY
Permitted,22/00479/B,"Replace full height window from Master Bedroom to a pair of glazed doors and creation of terrace on the flat roof of a single storey extension, with associated frameless glass balustrade.",22-Jul-22,Head of Development Management,Westwood House Dalby Isle Of Man IM5 3BT 
Permitted,22/00480/B,Replacement roof (Retrospective),21-Jun-22,Principal Planner - South (JS),11 Shirragh Way Port Erin Isle Of Man IM9 6FB
Permitted,22/00481/B,Removal of chimney stack,01-Jul-22,Principal Planner- North (CB),Hi-Lo House Croit E Quill Road Laxey Isle Of Man IM4 7JD
Permitted,22/00484/B,Replacement windows,27-Jun-22,Principal Planner- North (CB),32 Derby Road Douglas Isle Of Man IM2 3ET
Permitted,22/00485/B,Temporary erection of a stage and associated structures for four weeks over the TT period,07-May-22,Principal Planner - Enf (AM),Villiers Square Fort Street Douglas Isle Of Man IM1 2AX 
Permitted,22/00486/B,Extension to residential curtilage and the installation of a new vehicular access and driveway and the blocking up of two existing accesses,06-Sep-22,Planning Committee,Heatherlea Ballakillowey Road Colby Isle Of Man IM9 4BW
Permitted,22/00487/GB,Replacement of existing roof light with velux conservation style roof light (in association with Registered Building application 22/00384/CON),30-May-22,Principal Planner - South (JS),Ivy Bank Falcon Cliff Terrace Douglas Isle Of Man IM2 4AY
Permitted,22/00488/B,Raise the level of existing roof over garage to create new first floor living accommodation,29-Jul-22,Principal Planner - South (JS),16 Manor Park Onchan Isle Of Man IM3 2EP 
Permitted,22/00489/MCH,Minor Change application to PA 16/00925/B involving the application of render to both front and rear elevations,23-May-22,Head of Development Management,45 Harcroft Meadow Douglas Isle Of Man IM2 1JT 
Permitted,22/00490/B,Erection of replacement detached workshop and storage of motor vehicles.,02-Aug-22,Principal Planner - South (JS),Ellan Shilley Barrule Road Foxdale Isle Of Man IM4 3ES
Refused,22/00492/B,Engineering works to existing bridge and provision of a new pedestrian footpath on the west side of the bridge,04-Oct-22,Principal Planner - South (JS),Santon Bridge Main Road Santon Isle Of Man IM4 1EN 
Permitted,22/00494/B,Erection of a sunroom extension to replace existing conservatory,19-May-22,Principal Planner- North (CB),18A Hilltop Rise Douglas Isle Of Man IM2 2LE 
Permitted,22/00495/B,"Alterations, erection of a 2nd floor extension, re-roofing works, installation of four dormer windows, replacement windows and an electric vehicle charge point and provision of split level apartment and kitchen to upper floors for employee use",29-Jul-22,Principal Planner- North (CB),Westmoreland House 32 Circular Road Douglas Isle Of Man IM1 1AE 
Permitted,22/00496/B,Installation of replacement windows to front elevation,19-May-22,Head of Development Management,32 Selborne Drive Douglas Isle Of Man IM2 3NH
Refused,22/00497/B,Single storey Flat Roof Extension to the rear elevation,05-Aug-22,Principal Planner - South (JS),8 Sandringham Drive Onchan Isle Of Man IM3 4HH
Permitted,22/00498/B,Replacement roof,01-Jul-22,Principal Planner- North (CB),2 Belmont Villas Jurby Road Ramsey Isle Of Man IM8 3PF 
Permitted,22/00500/B,Alterations and erection of rear extension,15-Jul-22,Head of Development Management,1 Belgravia Douglas Isle Of Man IM2 7DL
Permitted,22/00504/B,Erection of a quadruple garage and storage building,01-Jul-22,Head of Development Management,Lower Milntown Farm Lezayre Road Ramsey Isle Of Man IM8 2TH
Permitted,22/00505/B,"Conversion of dwelling into two flats. Removal of second floor dormers and installation of replacement single dormer and roof terrace. Removal of rear chimney stack, external staircase and walls. Installation of rear doors and window to ground floor with ",01-Nov-22,Principal Planner - South (JS),Devonshire House 4 Victoria Terrace Peel Isle Of Man IM5 1PG 
Permitted,22/00506/B,Erection of a Multi-Purposes Agricultural Shed,24-Nov-22,Principal Planner- North (CB),Close Yn Ellan St Judes Road Sulby Isle Of Man IM7 2ES
Permitted,22/00507/B,Replacement door at main entrance to property,22-Jul-22,Principal Planner- North (CB),10 Water Street Ramsey Isle Of Man IM8 1JP 
Permitted,22/00508/B,Demolition of utility room to the rear elevation. Erection of replacement utility room to the rear elevation,05-Aug-22,Director 2017+,Ballagawne Farm Ballagawne Road Ballabeg Castletown Isle Of Man IM9 4PD
Permitted,22/00509/B,Removal of a fossil fuel boiler and the installation of an Air Source Heat Pump.,22-Jun-22,Head of Development Management,22 Erin Way Port Erin Isle Of Man IM9 6EF 
Permitted,22/00510/B,Installation of replacement windows to front and rear elevations,31-May-22,Head of Development Management,46 Woodbourne Road Douglas Isle Of Man IM1 3AN
Permitted,22/00511/B,Erection of a replacement sun room and installation of a flue,13-Jul-22,Principal Planner - South (JS),Ballafletcher Cottage Peel Road Braddan Douglas Isle Of Man IM4 4LD
Permitted,22/00513/B,Two storey extension with roof terrace and creation of replacement porch entrance,07-Oct-22,Principal Planner - South (JS),Waterfall Barn Shore Road Glen Maye Isle Of Man IM5 3BG 
Permitted,22/00514/B,"Conversion of attached garage into bedroom, removal of garage door and installation of replacement window",15-Jul-22,Principal Planner - Enf (AM),31 Ballellis Ballawattleworth Estate Peel Isle Of Man IM5 1WZ 
Permitted,22/00515/B,Replacement of garage door with a window and doorway and formation of French doors to side elevation and bi folding door to rear elevation,13-Jul-22,Head of Development Management,4 Stowell Place Castletown Isle Of Man IM9 1HF
Permitted,22/00516/B,Erection of a detached summer house with storage,22-Jul-22,Principal Planner- North (CB),Chequers Garey Ramsey Isle Of Man IM7 2EQ 
Permitted,22/00517/B,2 storey extension to front elevation with internal alterations and minor landscaping works,09-Dec-22,Planning Committee,Braywood 51 Howe Road Onchan Isle Of Man IM3 2AZ
Refused,22/00518/B,Erection of a detached dwelling with integral garage,28-Jul-22,Principal Planner - South (JS),Land Adjacent To Peacehaven Minorca Hill Laxey Isle Of Man IM4 7DN
Permitted,22/00519/C,Change of use of first floor to a gaming lounge,05-Sep-22,Planning Committee,Unit 2 Concorde House Westbourne Road Ramsey Isle Of Man IM8 2ER 
Permitted,22/00520/B,Proposed erection of dwelling,03-Oct-22,Planning Committee,Land To The West Of 17 Royal Park Royal Park Ramsey Isle Of Man  
Permitted,22/00521/B,Erection of a rear conservatory,01-Jul-22,Principal Planner- North (CB),26 Claughbane Drive Ramsey Isle Of Man IM8 2AY
Permitted,22/00522/B,"Erection of rear and side extension, installation of replacement roof tiles and creation of additional off road parking",31-May-22,Head of Development Management,86 Birch Hill Crescent Onchan Isle Of Man IM3 3DA
Permitted,22/00523/B,Creation of driveway and vehicular access,29-Jul-22,Principal Planner- North (CB),3A Coburg Road Ramsey Isle Of Man IM8 3EH
Permitted,22/00525/B,Alteration and erection of extension to first floor over existing garage,12-Jul-22,Principal Planner- North (CB),2 River Vale Braddan Douglas Isle Of Man IM4 4TH
Permitted,22/00526/B,Single storey extension to rear and side elevations,05-Aug-22,Director 2017+,28 St Catherines Close Douglas Isle Of Man IM1 4JA 
Permitted,22/00527/B,Single storey extension to the rear of the house and re-roofing to main house and bay window,22-Jun-22,Principal Planner- North (CB),9 Bay View Road Onchan Isle Of Man IM3 1HX
Permitted,22/00529/B,Installation of a rooflight (retrospective),13-Oct-22,Principal Planner- North (CB),2 Marguerite Cottage Glen Road Laxey Isle Of Man IM4 7AN
Permitted,22/00530/B,Demolition of kitchen and conservatory and erection of replacement kitchen and sunroom with pitched roof also covering garage and workshop,22-Sep-22,Principal Planner- North (CB),Carraghyn Glenlough Circle Glen Vine Isle Of Man IM4 4AX
Refused,22/00531/B,Creation of a patio door to front elevation,31-May-22,Head of Development Management,Flat 1 5 The Esplanade Central Promenade Douglas Isle Of Man IM2 4LR 
Refused,22/00532/B,Erection of agricultural building,07-Oct-22,Principal Planner - South (JS),Field 624395 Ballavelt Farm  Cornaa Ramsey Isle Of Man  
Permitted,22/00533/CON,Registered Building consent for the replacement of ground floor windows and door (in association with PA 22/00534/GB) Registered Building Nos. 31,06-Jun-22,Head of Development Management,Lloyd's Pharmacy  1 Malew Street Castletown Isle Of Man IM9 1LG
Permitted,22/00534/GB,Replacement of existing ground floor windows and door (in association with PA 22/00533/CON),06-Jun-22,Head of Development Management,Lloyd's Pharmacy  1 Malew Street Castletown Isle Of Man IM9 1LG
Permitted,22/00536/B,Alteration and erection of a two storey extension to provide ancillary living accommodation,10-Aug-22,Planning Committee,Ballacoraige House Cronk Road Ballaugh Isle Of Man IM7 5AT
Permitted,22/00537/B,Siting of a cold storage container and change of use of unit from industrial to food distribution (retrospective),02-Sep-22,Principal Planner - South (JS),Unit 9 Kirby Farm Industrial Estate Vicarage Road Douglas Isle Of Man IM4 4LA 
Permitted,22/00538/B,Creation of 4 vehicle parking spaces,22-Jun-22,Head of Development Management,Tromode House Ballafletcher Road Cronkbourne Douglas Isle Of Man IM4 4QE
Permitted,22/00539/B,Installation of fixed glazed panel / doors to rear elevation,22-Jun-22,Principal Planner- North (CB),2 Banks Howe Onchan Isle Of Man IM3 2ET 
Permitted,22/00540/B,Installation of panelling and rendering,01-Jul-22,Principal Planner- North (CB),Former Shelter Shore Road Port Erin Isle Of Man IM9 6HL 
Refused,22/00541/B,Removal of existing artificial chimney stack and make roof good and single storey rear extension and attic conversion with front and rear dormers.,21-Jul-22,Principal Planner - South (JS),10 Imman Stronnag Reayrt Ny Cronk Peel Isle Of Man IM5 1GP 
Permitted,22/00542/B,Erection of replacement single storey detached double garage,22-Sep-22,Principal Planner- North (CB),Eairy Kennels Tosaby Road Eairy Isle Of Man IM4 3HP 
Permitted,22/00544/B,Rendering of property (Retrospective),23-Jun-22,Principal Planner- North (CB),Reaghbel 1 Birchleigh Close Onchan Isle Of Man IM3 4EX 
