"addr:city","addr:housename","addr:place","addr:postcode","amenity","contact:facebook","name","id","lon","lat","addr:country","addr:street","healthcare","website","addr:housenumber","fee","name:gv","operator","tourism","alt_name","wikidata","wikimedia_commons","place","source","source:addr:postcode","guest_house","source:addr","source:alt_name","old_name","currency:GBP","currency:XBT","description","email","name:en","payment:lightning","payment:lightning_contactless","payment:onchain","phone","survey:date","building","addr:locality","craft","shop","contact:phone","brand","brand:wikidata","trade","internet_access","internet_access:fee","addr:substreet","cuisine","female","takeaway","atm","brand:wikipedia","charity","opening_hours","operator:type","leisure","fixme","was:leisure","wheelchair","rooms","contact:website","office","contact:instagram","children","smoking","addr:unit","building:use","emergency","museum","entrance","healthcare:speciality","level","outdoor_seating","toilets:wheelchair","wheelchair:description","delivery","was:amenity","seasonal","note","contact:email","club","sport","historic","listed_status","material","memorial","ref:registered_building","url","url:registered_building","addr:plot","veterinary:for","operator:wikidata","addr:floor","addr:suite","animal","cafe","theme","contact:twitter","was:shop","postal_code","mapillary","source:addr:housenumber","source:addr:substreet","social_facility","social_facility:for","source:addr:housename","barrier","animal_boarding","ref:charity","dispensing","man_made","landuse","entrance:colour","name:entrance","provided_for:woman","aerospace:product","company","computer:data","lunar:product","massage","motorcycle:repair","strapline","abutters","highway","surface","aeroway","access","castle_type","name:fa","name:fr","name:ru","ref:GB:imher","url:imher","wikipedia","denomination","religion","golf:course","layer","zoo","golf:par","building:levels","building:material","roof:levels","start_date","building:colour","roof:material","studio","roof:orientation","roof:shape","source:outline","business","telecom","food","real_ale","operator:short","operator:wikipedia","seamark:name","seamark:rescue_station:category","seamark:type","name:es","name:nl","ruins","not:addr:postcode","public_transport","railway","heritage:website","note:registered_building","beer_garden","brewery","golf","architect","source:name","not:brand:wikidata","car_repair","short_name","wheelchair:url","disused:brand","disused:brand:wikidata","disused:brand:wikipedia","disused:operator","indoor","mill","source:geometry","source:address","historic:tourism","name:lt","name:uk","drive_through","building:part","addr:suburb","contact:mobile","addr:lot","award:AA","award:visit_isle_of_man","utility","architect:wikidata","architect:wikipedia","source:addr:street","internet_access:operator","internet_access:ssid","addr:flats","contact:fax","government","tickets","waiting_area","operator:website","not:addr:housenumber","male","scuba_diving:filling","scuba_diving:rental","scuba_diving:repair","boat:rental","boat:type","paddleboard_rental","standup_paddleboard_rental","image","was:healthcare","clothes:repair","height","opening_hours:covid19","opening_hours:url","name:registered_building","generator:method","generator:source","generator:type","power","diocese","ref:dove","was:tourism","was:railway","unisex","animal_shelter","demolished:building","park_ride","parking","supervised","area","was:barrier","second_hand","note:addr:postcode","building:start_date","payment:contactless","payment:debit_cards","phone:out_of_hours","disused:shop","phone:helpline","dog","check_date","drink:cocktail","drink:coffee","branch","isced:level","official_name","clothes","covered","capacity","start_date:charity","recycling_type","country","caravans","glamping_pods","pets_allowed","static_caravans","tents","source:addr:name","addr:block","source:postal_code","was:building","changing_table","changing_table:fee","toilets","toilets:access","residential","personal_trainer","sauna","swimming_pool","disused:amenity","disused:name","self_service","product","was:man_made","house","construction","community_centre","shooting","boat","was:addr:housenumber","addr:housename:en","addr:housename:gv"
"","Mullen Rhenass House","Cronk-y-Voddy","IM6 1BB","","","Rhenass Christian Retreat","475393967","-4.589538","54.234365","IM","","","https://www.rhenassretreat.org.uk/","","","Mullen Rhenass","","hotel","","","","","Isle of Man Government 1:25000 map (2007)","","","","","","yes","yes","Christian retreat, arts centre, and spa","hello@rhenassretreat.org.uk","Rhenass Christian Retreat","yes","no","yes","+441624878474","2022-10-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Andreas","","","IM7 3EJ","","","Ballakelly","475393980","-4.465","54.36812","IM","Kiondroghad Road","","","","","","","","","","","farm","Isle of Man Government 1:25000 map (2007)","","","Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Greeba","Rhenny Mooar Farm","","IM4 2DT","","","Rhenny Moar","475394136","-4.599817","54.18973","IM","Rhenny Mooar Lane","","","","","Rhenny Moar","","","Rhenny Mooar","","","farm","Isle of Man Government 1:25000 map (2007)","Isle of Man Government Planning Applications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Maughold","","","IM7 1EE","","","Ballaskeig Beg","475394161","-4.345771","54.279588","IM","Ballafayle Road","","","","","","","","","","","farm","Isle of Man Government 1:25000 map (2007)","","","Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kirk Michael","","","IM6 1HP","","","Kerrowglass","475394232","-4.607858","54.260682","IM","Stockfield Road","","","","","","","","","","","farm","Isle of Man Government 1:25000 map (2007)","","","Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Maughold","Thie Shielin","","IM7 1BJ","","","","475394266","-4.361249","54.294879","IM","Ballaberna Road","","","","","","","","","","","","Isle of Man Government 1:25000 map (2007)","","","Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kirk Michael","Corvalley Farm","","IM6 1HP","","","Corvalley","475394275","-4.624246","54.250971","IM","Stockfield Road","","","","","","","","","","","farm","Isle of Man Government 1:25000 map (2007)","Isle of Man Government Planning Applications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braddan","The Old Vicarage","","IM4 2AB","","","","475394396","-4.521902","54.158592","IM","Vicarage Road","","","","","","","","","","","","Isle of Man Government 1:25000 map (2007)","Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Foxdale","Ballamoar Farm","Doarlish Ard","IM4 3BH","","","Ballamoar","475394408","-4.645358","54.17167","IM","Ballagill Road","","","","","Ballamoar","","","","","","farm","Isle of Man Government 1:25000 map (2007)","Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kirk Michael","","","IM6 1HN","","","Ballacarnane","475394707","-4.608389","54.266083","IM","Peel Road","","","","","","","","","","","farm","Isle of Man Government 1:25000 map (2007)","","","Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","IM5 3BG","","","Ballakerkey","475394738","-4.709184","54.184045","IM","Shore Road","","","","","","","","","","","farm","Isle of Man Government 1:25000 map (2007)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Colby","Kirkle Farm","","IM9 4BW","","","Kirkle Farm","475394805","-4.728195","54.114199","IM","Ballakillowey Road","","","","","","","","","","","farm","Isle of Man Government 1:25000 map (2007)","","","Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hibernia","","","IM7 1EP","","","Ballagilley Farm","475394944","-4.37143","54.294823","IM","Rhowin Road","","","","","","","","","","","farm","Isle of Man Government 1:25000 map (2007)","","","Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"German","Ballanayre Farm","Knocksharry","IM5 2AQ","","","The Ballanayre","475394950","-4.640663","54.244418","IM","Coast Road","","","","","","","","","","","farm","Isle of Man Government 1:25000 map (2007)","","","Isle of Man Government Land Registry Land Transactions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
