Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,20/00336/B,Erection of 3 detached dwellings with associated landscaping and access,19-May-20,Planning Committee,Field 321270 Park Close Glen Vine Isle Of Man  
Permitted,20/00337/REM,"Reserved Matters application for the erection of an 80 bed care home addressing internal layout, design, external appearance, siting, means of access and landscaping (relating to PA 17/00684/A)",25-Aug-20,Planning Committee,Far End King Edward Road Onchan Isle Of Man  
Permitted,20/00338/B,Creation of additional parking spaces and installation of electric vehicle charging stations,07-Jul-20,Principal Planner - South (SC),Police Headquarters And Premises Dukes Avenue Douglas Isle Of Man IM2 4RG 
Permitted,20/00339/B,Alterations and erection of first floor extension,06-May-20,Principal Planner- North (CB),25 Cronk View Crescent Ballakilley Port Erin Isle Of Man IM9 6DU 
Permitted,20/00340/B,Creation of new vehicular access and alterations to existing access,19-May-20,Head of Development Management,Field No. 414511 Ballakillowey Road Colby Isle Of Man IM9 4BW 
Permitted,20/00341/B,Installation of replacement windows,26-May-20,Principal Planner - South (SC),17 Beach Street Peel Isle Of Man IM5 1NJ
Refused,20/00342/B,Erection of an agricultural storage building,20-Jul-20,Planning Committee,Field 420849 Glen Road Colby Isle Of Man IM9 4HW 
Permitted,20/00343/B,Erection of an outdoor classroom,14-Jul-20,Principal Planner - South (SC),Scoill Yn Jubilee Stoney Road Douglas Isle Of Man IM2 5EE
Deemed withdrawn,20/00344/A,Approval in principle for the erection of a sewage treatment plant,04-Aug-20,Withdrawn,"Fields 311785, 311787 & 311835 Between Glenfaba Road And Former Douglas To Peel Railway Line Peel Isle Of Man  "
Refused,20/00345/B,Erection of first floor extension over garage to form ancillary living accommodation,17-Jun-20,Principal Planner - South (SC),Primrose Cottage Minorca Vale Laxey Isle Of Man IM4 7DZ
Permitted,20/00346/B,Erection of side extension and erection of rear extension with loft study,03-Jun-20,Principal Planner - South (SC),Ballahick Farm Ballahick Lane Ballasalla Isle Of Man IM9 2AD 
Certificate of Lawfulness AGREED,20/00347/LAW,Application for certificate of Lawful Development for erection of decking and shed and replacement of wall,05-May-20,Principal Planner- North (CB),Sunny Bank Laurel Bank St Johns Isle Of Man IM4 3NL 
Permitted,20/00348/B,Installation of replacement windows to both front and rear elevations,05-Aug-20,Director 2017+,9 Clifton Terrace Douglas Isle Of Man IM2 3HX
Refused,20/00349/C,Change of use from manufacturing / retail to a car sales showroom (retrospective),14-May-20,Head of Development Management,Laurel Bank Depot Glen Helen Road Laurel Bank St Johns Isle Of Man IM4 3NN
Permitted,20/00350/B,Erection of an extension and installation of a flue,10-Jun-20,Principal Planner - South (SC),11 Beech Avenue Onchan Isle Of Man IM3 3HQ
Permitted,20/00351/B,Erection of two rear extensions and installation of replacement roof tiles,14-May-20,Principal Planner- North (CB),7 Birch Hill Crescent Onchan Isle Of Man IM3 3JA
Permitted,20/00352/C,Additional use of residence as tourist accommodation,19-May-20,Principal Planner - South (SC),40 Malew Street Castletown Isle Of Man IM9 1AF
Certificate of Lawfulness AGREED,20/00353/LAW,Certificate of lawful use for removal of agricultural tie,01-Oct-20,Head of Development Management,Cronkville Scollag Road Hillberry Onchan Isle Of Man IM4 5BT 
Permitted,20/00354/B,Installation of replacement door and windows to front elevation,03-Jun-20,Principal Planner - South (SC),4 Albert Street Douglas Isle Of Man IM1 2QA 
Permitted,20/00355/B,Alterations and erections of extension to rear elevation,13-May-20,Principal Planner - South (SC),12 The Fairway Onchan Isle Of Man IM3 2EL
Permitted,20/00356/D,Installation of illuminated signage,02-Jun-20,Planning Committee,Boathouse Cafe Mooragh Park Ramsey Isle Of Man IM8 3AP 
Certificate of Lawfulness AGREED,20/00357/LAW,"Application for certificate of Lawful Development for installation of replacement roofing material to kitchen roof, blocking up of a doorway and replacement of an existing window with  a doorway",05-Aug-20,Head of Development Management,2 Kensington Lane Douglas Isle Of Man IM1 3ES
Permitted,20/00358/B,Alterations and erection of first floor extension,14-May-20,Head of Development Management,14 Cleiy Rhennee Kirk Michael Isle Of Man IM6 1HT
Certificate of Lawfulness AGREED,20/00359/LAW,"Certificate of lawful use for replacement doors, rooflight and roof",02-Jun-20,Head of Development Management,103 Woodbourne Road Douglas Isle Of Man IM2 3AR
Permitted,20/00360/B,Conversion of detached garage to tourist accommodation,10-Jun-20,Principal Planner - South (SC),Nane Darragh Douglas Road Ballasalla Isle Of Man IM9 2ER 
Permitted,20/00361/B,Erection of barn and equestrian manege,20-Jul-20,Planning Committee,Land Adj To Seaview Oak Hill Port Soderick Isle Of Man  
Application Withdrawn,20/00362/B,Erection of a detached dwelling,07-Oct-20,Withdrawn,Plot Off Crescent Road Adjacent To 3 Lheaney Grove And North West Of Okara Ramsey Isle Of Man IM8 2JR 
Permitted,20/00363/B,"Alterations, removal of existing parapet wall to South West elevation, installation of replacement roof slates, front door and fibreglass covering to South East dormer",30-Jul-20,Head of Development Management,4 Merton Bank Douglas Isle Of Man IM1 3DG
Permitted,20/00364/B,Installation of a replacement front door,18-May-20,Head of Development Management,Thalloo Jiass 6 The Grove Peel Isle Of Man IM5 1LB
Permitted,20/00365/B,Installation of replacement windows to rear elevation,19-May-20,Principal Planner - South (SC),38 Arbory Street Castletown Isle Of Man IM9 1LN
Permitted,20/00366/B,Installation of two window dormers to front elevation,10-Jun-20,Principal Planner - South (SC),Roseville Main Road Colby Isle Of Man IM9 4NS
Permitted,20/00367/B,Installation of replacement windows and door and alteration to rear window,17-Sep-20,Principal Planner- North (CB),26 Hatfield Grove Douglas Isle Of Man IM1 3HD
Permitted,20/00369/B,"Alterations, erection of rear two storey extension, erection of replacement garden shed and relocation of oil tank",30-Jul-20,Head of Development Management,Barrule 42 Victoria Road Castletown Isle Of Man IM9 1ED
Permitted,20/00370/B,Erection of a replacement stable block with wood store,25-Jun-20,Principal Planner - South (SC),Chibbraghin Dalby Isle Of Man IM5 3BW 
Permitted,20/00371/B,Replacement of existing glazed conservatory roof with tile,18-May-20,Head of Development Management,Farrysthie Eleanora Drive Douglas Isle Of Man IM2 3NN
Permitted,20/00372/B,Replacement of existing glazed conservatory roof with tile,03-Jun-20,Principal Planner - South (SC),Reayrt Y Clieau Ballavagher Road St Johns Isle Of Man IM4 3JF 
Permitted,20/00373/B,Replacement of glazed conservatory roof with tile,18-May-20,Head of Development Management,1 Honeysuckle Lane Douglas Isle Of Man IM2 7DY
Permitted,20/00374/B,Replacement of existing glazed conservatory roof with tiles,18-May-20,Head of Development Management,Woodlands 24 Second Avenue Douglas Isle Of Man IM2 6AP
Permitted,20/00375/B,Replacement of existing glazed conservatory roof with tiles,18-May-20,Head of Development Management,21 Ballaughton Manor Hill Douglas Isle Of Man IM2 1NY
Permitted,20/00376/B,Replacement of existing glazed conservatory roof with tiles,29-May-20,Head of Development Management,38 Hollin Bank Braddan Douglas Isle Of Man IM4 4TT 
Permitted,20/00377/B,Erection of porch extension,12-Jun-20,Principal Planner - South (SC),10 Hilltop Rise Douglas Isle Of Man IM2 2LF
Permitted,20/00378/C,Additional use of residence as beauty therapy business,20-Jul-20,Planning Committee,54 Maple Avenue Onchan Isle Of Man IM3 3JT
Refused,20/00379/B,Conversion of dwelling into two apartments with associated vehicular access,16-Jun-20,Principal Planner - South (SC),Bali Hai May Hill Ramsey Isle Of Man IM8 2HG
Permitted,20/00380/B,Erection of a detached agricultural workers dwelling,10-Jun-20,Planning Committee,Borrane Lhagg Road Dalby Isle Of Man IM5 3BU 
Permitted,20/00381/B,Replace existing flat roof over annex with a pitched roof,10-Jun-20,Principal Planner - South (SC),Glion Arragh Main Road Glen Vine Isle Of Man IM4 4BA
Permitted,20/00382/B,Erection of a polytunnel,14-Jul-20,Planning Committee,Glenduff House Glen Duff Ramsey Isle Of Man IM7 2AT 
Permitted,20/00383/B,"Alterations, erection of extension, raised terrace / patio and installation of a flue",20-Jul-20,Principal Planner - South (SC),8 Ormly Grove Ramsey Isle Of Man IM8 3LG
Permitted,20/00384/B,"Erection of a dormer window, blocking up of external rear windows and widening of existing vehicular access",24-Jul-20,Principal Planner - South (SC),17 Governors Road Onchan Isle Of Man IM3 1AX
Application Withdrawn,20/00385/B,Creation of a campsite with associated access road and facilities to be used annually for the duration of the TT and Grand Prix / Festival of Motorcycling,30-Nov-20,Withdrawn,"Fields 324318, 320912 & 324316 And Part Garden To Close Jairg Beg Old Church Road Crosby Isle Of Man  "
Application Withdrawn,20/00386/B,Erection of a detached dwelling with alterations to associated residential curtilage,16-Nov-20,Withdrawn,Ballacroak  Mullinaragher Road St Marks Ballasalla Isle Of Man IM9 3AQ
Permitted,20/00387/B,Alterations and extension of existing roof,29-May-20,Head of Development Management,15 Groudle Road Onchan Isle Of Man IM3 2EH
Permitted,20/00388/B,Alterations and erection of 2 storey extension,08-Jul-20,Head of Development Management,42 Douglas Street Peel Isle Of Man IM5 1BD
Permitted,20/00389/B,Conversion of barn to provide tourist living accommodation,11-Aug-20,Planning Committee,Barn Adjacent Struan Thie Sulby Glen Sulby Isle Of Man IM7 2BD
Permitted,20/00390/B,"Alterations including a new shop front, installation of two ATM's and relocation of a doorway",15-Jul-20,Head of Development Management,Villiers Building / House Victoria Street Douglas Isle Of Man IM1 2LN
Permitted,20/00391/C,Additional use of residential dwelling as tourist accommodation,24-Jun-20,Head of Development Management,Wyllin Cottage Glen Wyllin Kirk Michael Isle Of Man IM6 1AW 
Permitted,20/00392/B,Erection of an attached garage and relocation of existing flue,30-Jul-20,Head of Development Management,Leafy Rise Main Road Glen Vine Isle Of Man IM4 4AZ
Permitted,20/00393/B,Erection of a two storey extension,08-Jul-20,Principal Planner - South (SC),East View Curragh Road St Johns Isle Of Man IM4 3LN
Permitted,20/00394/MCH,Minor changes application for PA 15/00167B involving the increasing the width of the highway immediately adjacent and serving plot 56 to 63 inclusive,01-Jul-20,Director 2017+,"Fields 134081, 134083, 134084 & Croftbank Land Off Clifton Drive Ramsey Isle Of Man  "
Permitted,20/00395/B,Erection of garage extension and alterations to existing parking,29-May-20,Head of Development Management,18 Corran Pirragh Reayrt Ny Cronk Peel Isle Of Man IM5 1GN 
Permitted,20/00396/B,Erection of detached building to provide triple and double garages with workshop to replace existing garage and storage buildings,11-Aug-20,Planning Committee,Carrick Sulby Glen Sulby Isle Of Man IM7 2AZ 
Permitted,20/00397/B,Erection of a double garage to replace existing and removal of a tree,29-May-20,Head of Development Management,Ellerby Grove Mount Ramsey Isle Of Man IM8 3HP
Permitted,20/00398/B,"Installation of patio door to rear elevation, installation of window to side elevation to replace approved patio door and installation of replacement windows approved under PA 19/01337/B",29-May-20,Head of Development Management,2 Selborne Drive Douglas Isle Of Man IM2 3LS
Permitted,20/00399/B,Erection of temporary marquee for storage of tramcars with extension of existing tram tracks into associated structure (retrospective),03-Jun-20,Head of Development Management,Part Of Summerland Site King Edward Road Douglas Isle Of Man  
Permitted,20/00400/B,Replacement of a garage door with a window,17-Jul-20,Head of Development Management,6 Fuchsia Road Reayrt Ny Keylley Peel Isle Of Man IM5 1GA 
Permitted,20/00401/B,"Conversion of first, second and third floors from office (class 2.1) and retail space (class 1.1) to provide twelve short term and tourist apartments (class 3.6)",02-Sep-20,Planning Committee,21 - 23 Castle Street Douglas Isle Of Man IM1 2EX
Permitted,20/00402/B,Construction of a footbridge.,18-Sep-20,Principal Planner- North (CB),Wildwood House Glen Auldyn Ramsey Isle Of Man IM7 2AH 
Permitted,20/00403/B,Conversion of existing barn for storage of motorhomes and storage units,03-Nov-20,Planning Committee,Barn Ballachrink Farm Glen Road Colby Isle Of Man IM9 4HW
Permitted,20/00404/CON,Registered Building consent for the demolition elements relating the application 20/00388/B,08-Jul-20,Head of Development Management,42 Douglas Street Peel Isle Of Man IM5 1BD
Permitted,20/00406/B,Creation of vehicular access and associated driveway,16-Jul-20,Head of Development Management,Falls Cottage Glen Maye Isle Of Man IM5 3BA 
Permitted,20/00407/B,Installation of replacement windows,25-Sep-20,Principal Planner - Enf (AM),Genesis House 8 Victoria Street Douglas Isle Of Man IM1 2LH 
Permitted,20/00408/B,Removal of render to front elevation,09-Jul-20,Head of Development Management,4 The Crofts Castletown Isle Of Man IM9 1LY
Permitted,20/00409/B,1Installation of access gate,23-Jun-20,Principal Planner - South (SC),Le Clos Aux Merles Abbeylands Isle Of Man IM4 5ED 
Permitted,20/00410/B,"Alterations, creation of external seating area, erection of ticket kiosk, and installation of flue (part retrospective)",14-Jul-20,Planning Committee,Boathouse Cafe Mooragh Park Ramsey Isle Of Man IM8 3AP 
Certificate of Lawfulness AGREED,20/00411/LAW,Certificate of lawful use for the installation of replacement windows,02-Jul-20,Principal Planner - South (SC),27 Lancaster Road Douglas Isle Of Man IM2 5BB
Permitted,20/00412/B,Installation of roof solar panels and additional use of warehouse / storage (class 2.4) to allow pet food development,07-Jul-20,Head of Development Management,Unit 6 Cooil Smithy Isle Of Man Business Park Douglas Isle Of Man IM2 2QA 
Permitted,20/00413/B,"Erection of rear extension, increase size of existing window and installation of a flue",05-Aug-20,Principal Planner - South (SC),20 Cronk Drean Douglas Isle Of Man IM2 6AX
Permitted,20/00414/B,Erection of a link extension between dwelling and detached garage,25-Jun-20,Principal Planner- North (CB),Malew House Malew Road Ballasalla Isle Of Man IM9 3DJ
Permitted,20/00415/C,Extension of opening hours Sunday to Thursday from 4pm to 12.30am to 4pm to 01.30am and Friday to Saturday from 4pm to 3am to 4pm to 4am,29-Jun-20,Head of Development Management,2 Marina Road Douglas Isle Of Man IM1 2HE
Certificate of Lawfulness AGREED,20/00416/LAW,Certificate of Lawful Use for the processing of Construction and Demolition Waste,16-Dec-20,Principal Planner - Enf (AM),Composting Site Poortown Road St Johns Isle Of Man IM4 3NQ 
Refused,20/00417/B,Alterations and erection of extension,24-Jun-20,Head of Development Management,Clifton Baldhoon Road Laxey Isle Of Man IM4 7NE
Permitted,20/00418/B,Demolition of existing building,26-Jun-20,Head of Development Management,7 Upper Church Street Douglas Isle Of Man IM1 1EA
Permitted,20/00419/B,Erection of a detached building to provide staff facilities,26-Jun-20,Head of Development Management,Garage Showroom And Offices Parliament Square Ramsey Isle Of Man IM8 2AB
Permitted,20/00420/B,Erection of sunroom extension to replace conservatory and erection of rear utility extension to dwelling,31-Jul-20,Principal Planner - South (SC),Fairfield Agneash Laxey Isle Of Man IM4 7NP 
Permitted,20/00421/B,Installation of replacement windows and door to front elevation,03-Jun-20,Head of Development Management,The House Of Sizers Tent Road Laxey Isle Of Man IM4 7DB 
Permitted,20/00422/B,Installation of four replacement windows to side elevation,10-Aug-20,Principal Planner - South (SC),17 Thorny Road Douglas Isle Of Man IM2 5EG
Permitted,20/00423/MCH,Minor changes application for PA 19/00793/B involving amendment to window and door arrangement,20-Jul-20,Director 2017+,Kilkenny Cottage Colooneys Lane Cooil Douglas Isle Of Man IM4 2AG 
Permitted,20/00424/B,Erection of a chicken coop with three associated pens and bee hives with associated hedging,14-Jul-20,Planning Committee,Field 224318 Glen Road Ballaugh Isle Of Man  
Permitted,20/00425/B,Erection of security fencing and gates,10-Aug-20,Principal Planner - South (SC),Battery Pier Depot Battery Pier Douglas Isle Of Man  
Permitted,20/00426/B,Creation of an additional rear window,10-Aug-20,Principal Planner- North (CB),29 Brecken Bank Cronkbourne Douglas Isle Of Man IM4 4TS 
Permitted,20/00427/B,"Conversion of office (class 2.1) / commercial building involving door / window alterations, installation of glazed entrance frontage, lift shaft and roof lights to create a health and wellbeing centre (class 4.3) for people over 50 years old",29-Jul-20,Planning Committee,17 - 21 Market Street Douglas Isle Of Man IM1 2PA
Permitted,20/00428/B,Creation of a window to both side and rear elevations,30-Jul-20,Director 2017+,1 Cushag Drive Ballawattleworth Estate Peel Isle Of Man IM5 1WX 
Permitted,20/00429/B,Erection of a detached substation,04-Jun-20,Head of Development Management,Land East Of School Hill Avenue Castletown Isle Of Man  
Permitted,20/00430/B,Variation of condition 3 of PA 19/01440/B to vary the internal layout of existing development,12-Jun-20,Principal Planner - South (SC),Garage/workshop Parsonage Road Ramsey Isle Of Man IM8 2EE 
Permitted,20/00431/B,Conversion of dwelling to 2 holiday cottages with associated parking,02-Jul-20,Principal Planner - South (SC),Margarita Cottage Baldhoon Road Laxey Isle Of Man IM4 7NA
Permitted,20/00432/MCH,Minor change application for PA 16/01150/B involving alterations to window and door arangement,20-Jul-20,Director 2017+,Ellenbrook Farm Old Castletown Road Douglas Isle Of Man IM4 1AJ 
Permitted,20/00434/B,Reconstruction of Wheelhouse And Waterwheel,02-Jul-20,Principal Planner - South (SC),Groudle Glen Water House And Wheel King Edward Road Onchan Isle Of Man  
Permitted,20/00435/B,"Alterations and extensions to property, including extension in place of existing garage, infill porch and detached garage.",10-Aug-20,Principal Planner - South (SC),Booilushag House Booilushag Ballajora Ramsey Isle Of Man IM7 1BD
Permitted,20/00436/D,Installation of illuminated signage,11-Aug-20,Principal Planner - South (SC),Villiers Building Victoria Street Douglas Isle Of Man IM1 2LN
Permitted,20/00437/B,Alterations to convert existing detached barn in to home office,02-Jul-20,Head of Development Management,1 Brookfield Little Mill Road Onchan Isle Of Man IM4 5BF
Permitted,20/00438/B,Rear extension to property,17-Aug-20,Principal Planner - South (SC),48 Groudle Road Onchan Isle Of Man IM3 2EE 
Permitted,20/00439/B,"Recladding of part of building, including Front Entrance/South West elevation",29-Jun-20,Principal Planner- North (CB),QEII High School Douglas Road Peel Isle Of Man IM5 1RD 
Permitted,20/00440/B,Conversion of barn into a residential dwelling with associated access,14-Jul-20,Planning Committee,Bottom Yard Stone Barn Stable Block Ballacallin Beg Foxdale Road Garth Crosby Isle Of Man  
Permitted,20/00441/B,Installation of a flue (retrospective),09-Jun-20,Principal Planner - South (SC),2 Reayrt Ny Glionney Drive Laxey Isle Of Man IM4 7LG 
Permitted,20/00442/B,Erection of a rear extension,11-Aug-20,Principal Planner - South (SC),22 Reayrt Ny Crink Crosby Isle Of Man IM4 2EA 
Permitted,20/00443/LAW,"  Application for certificate of Lawful Use of existing outbuildings as garage, machinery store, storage building and private joinery workshop",25-Jun-20,Head of Development Management,Cronk-Ny-Shee Cordeman Road St Marks Ballasalla Isle Of Man IM9 3AJ 
Permitted,20/00444/GB,Installation of replacement back doors (in association with 20/00445/CON),23-Sep-20,Principal Planner- North (CB),9 Harris Terrace Douglas Isle Of Man IM1 3LZ
Permitted,20/00445/CON,Registered Building consent for installation of replacement back doors (in association with PA 20/00444/GB) Registered Building Nos. 210,23-Sep-20,Head of Development Management,9 Harris Terrace Douglas Isle Of Man IM1 3LZ
Permitted,20/00446/C,Additional use of Performing Arts Studio (class 4.4) as a Community facility (class 4.3),19-Nov-20,Planning Committee,The Chapel Nursery Avenue / Main Road Onchan Isle Of Man IM3 4HG 
Permitted,20/00447/B,Alterations to existing garage to create additional living space,07-Jul-20,Head of Development Management,The Coach House Ballagawne Road Ballabeg Castletown Isle Of Man IM9 4LF
Permitted,20/00448/B,Demolish existing conservatory and construct single storey garden room extension,02-Jul-20,Principal Planner - South (SC),1 Manor Hill Douglas Isle Of Man IM2 2NZ
Permitted,20/00449/C,Change of use of existing tack room to dog grooming business,20-Jul-20,Planning Committee,Ellan Farm Jurby East Isle Of Man IM7 3HA 
Permitted,20/00450/B,Alterations and erection of sun lounge extension,23-Sep-20,Principal Planner- North (CB),Treljah Farm Treljah Lane Glen Maye Isle Of Man IM5 3AY
Permitted,20/00451/B,Alterations to windows and installation of door to rear elevation,17-Jul-20,Head of Development Management,46 Wybourn Drive Onchan Isle Of Man IM3 4AN
Permitted,20/00452/CON,"Registered Building consent for repair works to Spire, Tower and West Walls. Registered Building Nos. 119",06-Aug-20,Head of Development Management,St Peter's Church Church Road Onchan Isle Of Man  
Permitted,20/00453/B,Installation of a rear dormer window,16-Jul-20,Head of Development Management,54 Howe Road Onchan Isle Of Man IM3 2AZ
Permitted,20/00454/B,Creation of a cycle lane,18-Aug-20,Principal Planner- North (CB),Pulrose Golf Course / Playing Fields And Rear To Nos 53 Springvalley Road And Nos 60 - 90 Springfield Road Douglas Isle Of Man  
Refused,20/00455/B,Reconstruction and regeneration works to highway,23-Nov-20,Planning Committee,Michael Street & Athol Place Peel Isle Of Man  
Refused,20/00456/B,Installation of a heat pump,25-Sep-20,Principal Planner - South (SC),Seabourne Mount Morrison Peel Isle Of Man IM5 1PN
Permitted,20/00457/B,Installation of a heat pump,24-Jul-20,Principal Planner - South (SC),Hillcrest House Baldhoon Road Laxey Isle Of Man IM4 7NE
Permitted,20/00458/B,Widen existing vehicular access and driveway,08-Jul-20,Principal Planner - South (SC),10 Ballaterson Road Peel Isle Of Man IM5 1BJ
Permitted,20/00459/B,Installation of two containers for storage of shellfish,11-Aug-20,Planning Committee,Manesca Building The Quay Port St. Mary Isle Of Man IM9 5EA 
Permitted,20/00460/B,"Alterations, erection of two storey extensions and alteration to vehicular access",14-Jul-20,Planning Committee,Westwood House Dalby Isle Of Man IM5 3BT 
Permitted,20/00461/B,"Alterations, erection of replacement rear extension and installation of replacement windows and door",16-Jul-20,Principal Planner - South (SC),15 Mona Street Peel Isle Of Man IM5 1HJ
Permitted,20/00462/CON,Registered Building consent for the demolition elements relating the application 20/00461/B,20-Jul-20,Principal Planner - South (SC),15 Mona Street Peel Isle Of Man IM5 1HJ
Permitted,20/00463/B,Erection of a two storey annex to provide ancillary living accommodation,30-Jul-20,Head of Development Management,57 Governors Road Onchan Isle Of Man IM3 1AZ 
Permitted,20/00464/CON,Registered Building consent for the removal of a painting located on wood panelling with accompanying frame and base.  Registered Building Nos. 188,10-Aug-20,Principal Planner - South (SC),All Saints Church Alexander Drive Douglas Isle Of Man IM2 3QH
Permitted,20/00465/B,Erection of a rear extension and installation of roof lights,07-Jul-20,Head of Development Management,22 The Crofts Castletown Isle Of Man IM9 1LZ
Refused,20/00466/GB,Alterations and extension to roof to create observatory room (in association with PA 20/00467/CON),02-Oct-20,Principal Planner- North (CB),Harold Tower Fort Anne Road Douglas Isle Of Man IM1 5BN 
Refused,20/00467/CON,Registered Building consent for alterations and extension to roof to create observatory room (in association with PA 20/00466/GB) Registered Building Nos. 179,02-Oct-20,Principal Planner- North (CB),Harold Tower Fort Anne Road Douglas Isle Of Man IM1 5BN 
Permitted,20/00468/B,Erection of replacement porch extension,09-Jul-20,Principal Planner - South (SC),17 Kissack Road Castletown Isle Of Man IM9 1NP
Permitted,20/00469/B,Alterations and erection of side extension to replace existing detached garage,26-Jun-20,Principal Planner - South (SC),31 Eskdale Road Onchan Isle Of Man IM3 2AH
Permitted,20/00470/B,Erection of an agricultural building,10-Aug-20,Principal Planner - South (SC),Lhergydhoo Farm House Lhergydhoo Peel Isle Of Man IM5 2AE 
Permitted,20/00471/B,Alterations and erection of three storey extension to create additional living space,26-Aug-20,Principal Planner - South (SC),Fairholme Athol Park Port Erin Isle Of Man IM9 6EX
Permitted,20/00472/B,"Alterations and erections of extension to rear elevation, extension to front porch, and widening of vehicle access",16-Jul-20,Principal Planner - South (SC),Thie Grianagh Brookfield Avenue Castletown Isle Of Man IM9 1TL
Refused,20/00473/B,Variation of condition 4 of PA 09/00703/B to remove agricultural tie,13-Aug-20,Planning Committee,Swallows Rest Gibdale Farm Bayrauyr Road St Marks Ballasalla Isle Of Man IM9 3AT 
Permitted,20/00474/B,Erection of summer house for use as home office,16-Jul-20,Head of Development Management,30 St Runius Way Glen Vine Isle Of Man IM4 4FG
Refused,20/00475/MCH,Minor changes application for PA 19/00337/B involving alterations to construction and roof materials,16-Jul-20,Director 2017+,Villa Rhencullen Rhencullen Kirk Michael Isle Of Man IM6 2HA 
Refused,20/00476/B,"Alteration to window fascias and soffits, re rendering of boundary wall and installation of replacement gate",26-Aug-20,Principal Planner- North (CB),Westwood Eleanora Drive Douglas Isle Of Man IM2 3NN
Permitted,20/00477/B,Replacement of existing conservatory glazed roof with tile,09-Jul-20,Principal Planner - South (SC),Peacehaven Brookfield Avenue Castletown Isle Of Man IM9 1TL
Permitted,20/00478/B,Erection of an extension,14-Jul-20,Head of Development Management,14 Selborne Drive Douglas Isle Of Man IM2 3LS 
Permitted,20/00479/B,Erection of a rear extension,07-Jul-20,Head of Development Management,14 Groudle View Onchan Isle Of Man IM3 2EY 
Permitted,20/00480/B,Replacement of existing glazed conservatory roof with tile,14-Jul-20,Principal Planner - South (SC),16 Rowan Avenue Ballawattleworth Peel Isle Of Man IM5 1WG 
Permitted,20/00481/C,Change of use of hot food takeaway (class 1.4) to a bar area (class 1.3),29-Jun-20,Principal Planner - South (SC),6 Regent Street Douglas Isle Of Man IM1 2EA 
Permitted,20/00482/B,Erection of detached garden shed building to rear garden,16-Jul-20,Head of Development Management,15 Kissack Road Castletown Isle Of Man IM9 1NP
Permitted,20/00483/B,Installation of replacement windows to front elevation,07-Jul-20,Principal Planner - South (SC),9 Alexander Drive Douglas Isle Of Man IM2 3QD
Permitted,20/00484/B,"Installation of replacement windows, front door and gate",21-Jul-20,Head of Development Management,6 Cronkbourne Road Douglas Isle Of Man IM2 3LB
Permitted,20/00485/GB,Roof repairs and installation of replacement rooflight (in association with PA 20/00489/CON),09-Jul-20,Head of Development Management,23 Governors Road Onchan Isle Of Man IM3 1AY
Permitted,20/00486/B,Installation of replacement roof slates,07-Jul-20,Principal Planner - South (SC),9 Woodburn Square Douglas Isle Of Man IM1 4DB 
Permitted,20/00487/B,"Installation of replacement windows, doors and rooflights, and replacement of windows to rear elevation with patio doors",29-Jun-20,Principal Planner- North (CB),9 Lyndale Avenue Peel Isle Of Man IM5 1JY
Permitted,20/00488/B,Conversion of existing structure for residential and additional tourist use (part retrospective),20-Jul-20,Planning Committee,The Tower Knockaloe Beg Farm Knockaloe Beg Lane Raggatt Peel Isle Of Man IM5 3AQ 
Permitted,20/00489/CON,Registered Building consent for roof repairs and installation of replacement rooflight(in association with PA 20/00485/GB) Registered Building Nos. 127,09-Jul-20,Head of Development Management,23 Governors Road Onchan Isle Of Man IM3 1AY
Permitted,20/00490/B,Raising of existing roof and installation of roof cladding,09-Jul-20,Head of Development Management,Shoprite Bridson Street Port Erin Isle Of Man IM9 6AL
Permitted,20/00491/B,"Alterations, infilling of an existing opening and formation of a new opening within boundary wall and creation of an access ramp",25-Jun-20,Head of Development Management,Port St Mary Methodist Church Athol Street Port St. Mary Isle Of Man IM9 5EP 
Permitted,20/00492/B,Alterations and erection of extension,20-Jul-20,Head of Development Management,Durham House The Castleward Green Douglas Isle Of Man IM2 5PS
Permitted,20/00493/B,Erection of a rear extension,21-Jul-20,Head of Development Management,29 Royal Park Ramsey Isle Of Man IM8 3UF 
Permitted,20/00494/B,"Variation of condition 2 of PA 18/00024/A, approval in principle for the erection of a dwelling to the rear of existing shop, including means of access, to extend the period of approval for a further 2 years",14-Jul-20,Head of Development Management,Sulby Shop Gara Aalin Main Road Sulby Isle Of Man IM7 2HR
Permitted,20/00495/B,Erection of a rear extension,23-Jul-20,Director 2017+,Myrtle Hill Andreas Road Ramsey Isle Of Man IM8 3UA
Permitted,20/00496/B,"Creation of a 30 glamping pod / cabin site with provision for camping and camper vans, erection of a detached welcome centre and detached toilet / shower facilities and the creation of a vehicular access, car parking and landscaping",01-Sep-20,Planning Committee,Field 411412 Ballafesson Road Port Erin Isle Of Man  
Permitted,20/00497/B,Alterations and installation of replacement windows to front elevation,21-Jul-20,Head of Development Management,44 Athol Street Douglas Isle Of Man IM1 1JB
Refused,20/00498/B,Erection of a detached dwelling with integrated garage and creation of vehicular access and landscaping,25-Sep-20,Principal Planner - South (SC),Land West Of The Herring Houses Fort Island Road Derbyhaven Isle Of Man IM9 1TZ 
Permitted,20/00499/D,Installation of non illuminated signage,16-Jul-20,Head of Development Management,44 Athol Street Douglas Isle Of Man IM1 1JB
Refused,20/00500/D,Installation of digital signboard,30-Sep-20,Planning Committee,Falcon House 22 - 24 Ridgeway Street Douglas Isle Of Man IM1 1EL 
