Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Refused,21/00317/B,"Alterations, raising of gable end roof, installation of dormer window and widening of driveway and vehicular access",28-May-21,Principal Planner- North (CB),66 Bray Hill Douglas Isle Of Man IM2 5BG
Permitted,21/00318/B,Installation of replacement windows and front dormer to replace existing,28-May-21,Principal Planner- North (CB),2 Osborne Terrace Douglas Isle Of Man IM1 3LH
Permitted,21/00319/CON,Registered building consent for demolition elements in association with PA 21/00318/B,28-May-21,Principal Planner- North (CB),2 Osborne Terrace Douglas Isle Of Man IM1 3LH
Permitted,21/00320/B,Raising of rear roof and installation of replacement roof light,22-Apr-21,Head of Development Management,2 Mona Street Peel Isle Of Man IM5 1HJ
Permitted,21/00321/B,Installation of a heat pump,17-May-21,Principal Planner - South (SC) CLOSED,17 Rheast Mooar Close Ramsey Isle Of Man IM8 3LT
Permitted,21/00323/B,Installation of replacement windows,26-May-21,Planning Committee,145 Woodbourne Road Douglas Isle Of Man IM2 3AZ
Permitted,21/00324/B,Alterations and replacement of the existing conservatory with an extension,03-Jun-21,Principal Planner - South (JS),44 Ballaughton Manor Hill Douglas Isle Of Man IM2 1NU
Permitted,21/00327/B,Part conversion of barn to living accommodation (retrospective),28-May-21,Principal Planner - South (SC) CLOSED,Knock E Nean Smeale Road Andreas Isle Of Man IM7 4JA
Permitted,21/00328/B,Replacement of damaged curved Dutch Barn roof with new duo pitch roof and roof cladding,02-Jun-21,Head of Development Management,East Lhergydhoo Farm Lhergydhoo Peel Isle Of Man IM5 2AD 
Permitted,21/00329/B,Erection of a double garage with living accommodation above and associated link extension to dwelling,28-May-21,Principal Planner - South (SC) CLOSED,Sea Haven Ballaquane Avenue Peel Isle Of Man IM5 1PR
Permitted,21/00330/C,Change of use of upper floor of stables into residential with additional tourist accommodation,22-Jun-21,Planning Committee,Ballayonaigue Farm Lambhill Bride Isle Of Man IM7 4BL 
Permitted,21/00331/MCH,Minor Change application to PA 20/00606/B involving alterations to ridge height of approved garage and workshop,30-Apr-21,Principal Planner- North (CB),Ballavartyn Farm Ballavartyn Road Santon Isle Of Man IM4 1HT 
Permitted,21/00332/MCH,Minor Changes application to PA 20/00346/B involving changes to some of the approved windows,23-Apr-21,Head of Development Management,Ballahick Farm Ballahick Lane Ballasalla Isle Of Man IM9 2AD 
Permitted,21/00333/B,Conversion of upper floors to create 5 flats,26-Aug-21,Planning Committee,16 - 18 Castle Street Douglas Isle Of Man IM1 2EU
Permitted,21/00334/B,Erection of an agricultural building and slurry storage tank,16-Jun-21,Principal Planner - South (JS),Ballacubbon Farm St Marks Road Ballasalla Isle Of Man IM9 3AG
Permitted,21/00335/B,Alterations and erection of a two storey extension to side elevation,20-May-21,Head of Development Management,8 Harcroft Meadow Douglas Isle Of Man IM2 1JS 
Permitted,21/00336/B,"Alterations and erection of a two storey extension to existing public house to provide restaurant, hotel accommodation and staff manager accommodation with associated alterations to existing car park.",08-Sep-21,Head of Development Management,Shore Hotel Old Laxey Hill Laxey Isle Of Man IM4 7DA
Permitted,21/00337/B,Erection of metal storage container,16-Jun-21,Head of Development Management,Bowling Green Mooragh Park Ramsey Isle Of Man  
Permitted,21/00338/GB,"Proposed demolition of existing outbuildings, erection of replacement wall, parking arrangements, replacement bay window and erection of new timber shed (in association with 21/00343/CON)",20-May-21,Principal Planner- North (CB),Wall Cottage Milntown Estate Glen Auldyn Ramsey Isle Of Man IM7 2AB 
Permitted,21/00339/B,"Erection of a first floor extension, creation of roof dormers and window / door alterations",20-May-21,Head of Development Management,21 Kissack Road Castletown Isle Of Man IM9 1NW
Permitted,21/00340/B,Erection of a two storey rear extension and erection of replacement front porch,26-May-21,Planning Committee,Thallo Queen Cottage Glen Mona Loop Road Glen Mona Ramsey Isle Of Man IM7 1HJ
Permitted,21/00341/B,Erection of a two story extension to side of dwelling,03-Jun-21,Principal Planner - South (JS),31 All Saints Park Lonan Laxey Isle Of Man IM4 7LB 
Permitted,21/00342/B,Creation of an access and associated driveway,16-Jul-21,Principal Planner- North (CB),3 Ballakermeen Road Douglas Isle Of Man IM1 4BL
Permitted,21/00343/CON,"Registered Building consent for the proposed demolition of existing outbuildings, erection of replacement wall, parking arrangements, replacement bay window and erection of new timber shed (in association with 21/00338/GB) Registered Building Nos. 168",20-May-21,Principal Planner- North (CB),Wall Cottage Milntown Estate Glen Auldyn Ramsey Isle Of Man IM7 2AB 
Permitted,21/00344/B,"Alterations, erection of two storey extension and conversion of detached garage to provide ancillary living accommodation",29-Jun-21,Planning Committee,Marygate 3 Trollaby Lane Union Mills Isle Of Man IM4 4AW 
Permitted,21/00345/B,Alterations and the erection of an extension and a garage,30-Jun-21,Principal Planner- North (CB),7 The Abbey Woods Douglas Isle Of Man IM2 5PL
Permitted,21/00346/B,Replacement of existing lean-to at rear with new enlarged extension with flat roof,20-Jul-21,Principal Planner- North (CB),68 Westbourne Drive Douglas Isle Of Man IM1 4BD
Permitted,21/00347/B,Erection of a summerhouse (retrospective),20-May-21,Principal Planner- North (CB),Ballaquane Cottage Poortown Road Peel Isle Of Man IM5 2AR
Permitted,21/00348/B,Erection of extension to rear elevation,19-May-21,Principal Planner - South (SC) CLOSED,33 Ballagarey Road Glen Vine Isle Of Man IM4 4EB
Permitted,21/00349/B,Creation of a toilet and shower facility for disabled users,12-May-21,Planning Committee,Glenlough Campsite Ballahutchin Hill Union Mills Isle Of Man IM4 4AT 
Permitted,21/00350/B,"Alterations, erection of extension, installation of a dormer and raised patio area and amendment to an existing dormer",26-May-21,Planning Committee, Leithgate Highfield Drive Baldrine Isle Of Man IM4 6EE 
Permitted,21/00351/CON,Registered Building consent for demolition elements to PA 21/00336/B,08-Sep-21,Head of Development Management,Shore Hotel Old Laxey Hill Laxey Isle Of Man IM4 7DA
Permitted,21/00352/B,"Erection of marquee, decking and steps for a temporary period and use of part of beach for Class 1.3 - Selling and consumption of food or drink - All between 15th May and 15th October in any year and until and including 15th October 2023.",27-May-21,Planning Committee,The Cosy Nook Cafe And Part Of Beach  Shore Road Port Erin IM9 6HH
Permitted,21/00353/B,Alterations and erection of single storey extensions and widening of existing driveway,10-Aug-21,Head of Development Management,Felsted Alexander Drive Douglas Isle Of Man IM2 3QX
Permitted,21/00354/B,Erection of a replacement double garage,15-Jun-21,Planning Committee,Old Reservoir House Little Mill Road Onchan Isle Of Man IM4 5BD
Permitted,21/00355/C,Additional use of a room to run a beauty treatment business,19-Jul-21,Planning Committee,44 Buttermere Drive Onchan Isle Of Man IM3 2DZ
Permitted,21/00356/B,Alterations and erection of an extension,10-Jun-21,Principal Planner - Enf (AM),Quadrant House 3 The Quay Port St. Mary Isle Of Man IM9 5EA
Permitted,21/00357/B,"Proposed rear extension, installation of rear dormer and external fixing of insulation to gable.",10-Aug-21,Head of Development Management,5 Bay View Terrace Laxey Isle Of Man IM4 7DG
Permitted,21/00358/B,Alterations and installation of windows to front porch (retrospective),20-Aug-21,Principal Planner- North (CB),22 Hillberry Heights Douglas Isle Of Man IM2 7BP
Permitted,21/00359/B,Alterations and erection of an extension to rear elevation,29-Jun-21,Planning Committee,West Loghan Cottage West Loughan Jurby Isle Of Man IM7 3EZ 
Permitted,21/00360/B,"Alterations, installation of a dormer window, door / window alteration, boundary fencing and widening of existing driveway",09-Jul-21,Principal Planner- North (CB),43 Cronk Y Berry Douglas Isle Of Man IM2 6ET
Permitted,21/00361/B,Installation of a heat pump,16-Jul-21,Principal Planner- North (CB),Westroyd Ramsey Road Laxey Isle Of Man IM4 7PY
Permitted,21/00363/MCH,Minor Changes application to PA 20/01513/B involving alterations to roof finish,20-May-21,Principal Planner- North (CB),9 Glen View Road Onchan Isle Of Man IM3 4HL
Permitted,21/00364/B,Erection of an extension to rear elevation and first floor extension to side elevation,14-Jul-21,Principal Planner - South (JS),4 Fleshwick Close Ballakilley Port St Mary Isle Of Man IM9 5NS 
Permitted,21/00366/GB,"Alteration and refurbishment works including the replacement of existing roof to tower and hall sections, replacement of roof slates, reconstruction of chimney stacks and chimney pots; addition of one rainwater pipe and hopper, repointing of stonework and",02-Aug-21,Principal Planner - South (JS),Bishopscourt Mansion House Bishopscourt Kirk Michael Isle Of Man IM6 2EZ 
Permitted,21/00367/CON,"Registered Building consent for alteration and refurbishment works including the replacement of existing roof to tower and hall sections, replacement of roof slates, reconstruction of chimney stacks and chimney pots; addition of one rainwater pipe and hop",02-Aug-21,Principal Planner - South (JS),Bishopscourt Mansion House Bishopscourt Kirk Michael Isle Of Man IM6 2EZ 
Permitted,21/00368/B,Alterations and erection of an extension,06-May-21,Principal Planner- North (CB),Clenagh Cot Clenagh Road Sulby Isle Of Man IM7 3AB
Permitted,21/00369/B,Installation of a replacement garage door,07-May-21,Principal Planner - South (SC) CLOSED,Garage 2 Brewery Wharf Castletown Isle Of Man IM9 1ES
Permitted,21/00370/B,Installation of a flue,28-May-21,Principal Planner - South (SC) CLOSED,20 Watterson Road Reayrt Mie Ballasalla Isle Of Man IM9 2BD 
Permitted,21/00371/C,Additional use of residential property as tourist accommodation,01-Jun-21,Head of Development Management,48 Queen Street Castletown Isle Of Man IM9 1NZ
Refused,21/00372/B,Erection of fencing (retrospective),28-May-21,Principal Planner- North (CB),3 King Edward Park Onchan Isle Of Man IM3 2AD
Refused,21/00373/C,Additional of use of part of residence as a hairdressing salon,28-Jul-21,Planning Committee,Heatherlea Bay View Road Port Erin Isle Of Man IM9 6NA
Permitted,21/00374/B,Alterations and erection of linking extension between dwelling and detached garage,11-Jun-21,Head of Development Management,27 Greenlands Avenue Ramsey Isle Of Man IM8 2PN
Refused,21/00375/B,Erection of a two story extension to side elevation,07-Jul-21,Head of Development Management,South View Ballamodha Straight Ballasalla Isle Of Man IM9 3EN
Permitted,21/00376/CON,"Registered Building consent for structural repair to front elevation - remove render, replace lintels, reinstate render, reinstate internal plaster finish in association to PA 20/01180/GB",14-May-21,Principal Planner- North (CB),9 Harris Terrace Douglas Isle Of Man IM1 3LZ
Permitted,21/00377/B,Installation of replacement windows,28-May-21,Principal Planner- North (CB),45 Selborne Drive Douglas Isle Of Man IM2 3NJ
Permitted,21/00378/C,Additional use of residential property as tourist accommodation,20-May-21,Principal Planner - South (SC) CLOSED,12 Bridge Street Peel Isle Of Man IM5 1NF
Permitted,21/00379/B,Erection of wall with gate access (retrospective),03-Jun-21,Principal Planner - South (JS),Camelot Somerset Road Douglas Isle Of Man IM2 5AE
Permitted,21/00380/B,Erection of a replacement agricultural building and creation of a horse carriage driving arena,10-Aug-21,Head of Development Management,Cronk Vane  Stoney Mountain Road Eairy Isle Of Man IM4 3HJ
Permitted,21/00382/B,Alterations and erection of rear extensions to property,28-May-21,Head of Development Management,Cronk Froy Knock Froy Road Santon Isle Of Man IM4 1JD 
Permitted,21/00383/B,Installation of replacement windows to front elevation,18-Jun-21,Principal Planner - South (JS),60 Patrick Street Peel Isle Of Man IM5 1BS
Permitted,21/00384/B,Installation of replacement windows,18-Jun-21,Head of Development Management,Meersbrook Quarterbridge Road Douglas Isle Of Man IM2 3RG
Permitted,21/00385/B,Erection of a single storey extension to the rear elevation,23-Jun-21,Principal Planner - South (JS),Ballachrink Farm Dalby Isle Of Man IM5 3BN 
Refused,21/00387/B,"Erection of rear extension, installation of a pitched roof and creation of a first floor window to rear elevation",10-Aug-21,Principal Planner- North (CB),Cronk Breck Grenaby Ballasalla Isle Of Man IM9 3BD 
Permitted,21/00388/B,Erection of a conservatory to rear elevation,20-May-21,Head of Development Management,Ballaskeig Croit E Quill Road Laxey Isle Of Man IM4 7JJ
Permitted,21/00389/B,Installation of a flue,28-May-21,Principal Planner- North (CB),Thie Gamman Beg The Crescent Baldrine Isle Of Man IM4 6DY
Permitted,21/00390/MCH,Minor Change application to PA 20/00180/B involving the relocation of approved clubhouse,30-Apr-21,Head of Development Management,Fields 534017 & 534018 Blackberry Lane Onchan Isle Of Man  
Permitted,21/00391/B,Erection of an extension to rear elevation,30-Jun-21,Principal Planner - South (JS),9 Birch Drive Ballawattleworth Peel Isle Of Man IM5 1WR 
Permitted,21/00392/B,Erection of a summerhouse with integral garden storage,28-May-21,Principal Planner- North (CB),Green Acres Barroose Road Baldrine Isle Of Man IM4 6AP
Permitted,21/00393/B,Installation of replacement windows,30-Jun-21,Principal Planner - South (JS),Valhalla 1 Athol Street Port St. Mary Isle Of Man IM9 5DS 
Permitted,21/00394/B,Alterations and erection of extension including conversion of garage to living accommodation,15-Jun-21,Principal Planner - South (JS),Carina 7 Bowling Green Road Castletown Isle Of Man IM9 1EA
Permitted,21/00395/B,Replacement of existing conservatory with an extension,17-Jun-21,Principal Planner- North (CB),18 Main Road Onchan Isle Of Man IM3 1AS
Permitted,21/00396/B,Alterations and erection of extensions to side and rear elevations,08-Jul-21,Principal Planner- North (CB),Ballakerkey Cottage Shore Road Glen Maye Isle Of Man IM5 3BG 
Permitted,21/00397/B,Erection of a summerhouse,17-Jun-21,Head of Development Management,9 Ennerdale Avenue Onchan Isle Of Man IM3 2EU
Permitted,21/00398/B,Extension to first floor rear dormer,16-Jun-21,Head of Development Management,1 Ballafurt Close Port Erin Isle Of Man IM9 6HS
Permitted,21/00399/MCH,Minor Change application to PA 20/00707/B involving the addition of an overhang to approved building,05-May-21,Principal Planner - South (SC) CLOSED,Lower Gleneedle Gleneedle Lower Foxdale Isle Of Man IM4 3BF
Refused,21/00400/CON,Registered building consent for installation of replacement windows in association with PA 21/00406/GB,03-Jun-21,Principal Planner - South (JS),Mannanan House Market Square Castletown Isle Of Man  
Permitted,21/00401/B,Erection of rear extension and rear semi-subterranean garage with patio above,16-Jul-21,Principal Planner- North (CB),Wendover St Ninians Road Douglas Isle Of Man IM2 4BB
Permitted,21/00402/B,Erection of a two horse timber stable with feed/tack storage,17-Jun-21,Planning Committee,Rheast Cottage Smeale Ramsey Isle Of Man IM7 3EE 
Permitted,21/00403/C,Conversion of existing detached garage as hairdressers/salon,17-Jun-21,Planning Committee,10 Banks Howe Onchan Isle Of Man IM3 2ET
Permitted,21/00404/B,Erection of a dwelling,25-Aug-21,Planning Committee,Saoirse Station Road Port St. Mary Isle Of Man IM9 5LF 
Permitted,21/00405/B,Erection of a rear extension,16-Jun-21,Principal Planner - South (JS),Craymore 11 Groudle Road Onchan Isle Of Man IM3 2EJ
Refused,21/00406/GB,Installation of replacement windows to front and side elevations RB17,03-Jun-21,Principal Planner - South (JS),Mannanan House Market Square Castletown Isle Of Man  
Permitted,21/00409/B,Erection of an open sided car port,30-Jun-21,Principal Planner - South (JS),California Cottage Glen Road Colby Isle Of Man IM9 4NU 
Permitted,21/00410/B,Alterations and replacement of existing conservatory with sunroom,28-May-21,Principal Planner- North (CB),The Swallows 6 Manor Park Onchan Isle Of Man IM3 2EP
Permitted,21/00411/B,Alterations and erection of an extension to the existing garage,03-Jun-21,Principal Planner - South (JS),33 Majestic Drive Onchan Isle Of Man IM3 2JL
Permitted,21/00412/B,"Alterations including re-roofing, installation of replacement windows, and erection of front porch extension",23-Jun-21,Principal Planner - South (JS),Highfield Ballakilpheric Road Colby Isle Of Man IM9 4BU
Permitted,21/00413/B,Installation of an external flue,30-Jun-21,Principal Planner- North (CB),17 William Proctor Court Reayrt Y Sheear Douglas Isle Of Man IM2 6PR 
Permitted,21/00414/MCH,Minor Change application to PA 19/01102/B involving alterations to approved cladding and blockwork and forecourt area finish,14-May-21,Head of Development Management,New Factory Unit The Paddocks Jurby Industrial Estate Jurby Isle Of Man  
Permitted,21/00415/B,Replacement of existing sliding doors with bi-fold doors,16-Jun-21,Head of Development Management,11 The Church View Braddan Douglas Isle Of Man IM4 4TF 
Permitted,21/00416/B,"Erection of six industrial units / commercial / storage units with associated roads, footpaths and vehicle parking",07-Jun-21,Head of Development Management,Land Off Harcourt Drive Balthane Ballasalla Isle Of Man  
Permitted,21/00417/B,Erection of 12 temporary timber beach huts to be used between 28th March to 31st October annually,15-Jun-21,Planning Committee,Port Erin Beach Shore Road Port Erin Isle Of Man  
Permitted,21/00418/B,"Erection of seven industrial units / commercial / storage units with associated roads, footpaths and vehicle parking",28-May-21,Head of Development Management,Land Off Harcourt Drive Balthane Industrial Estate Ballasalla Isle Of Man  
Permitted,21/00419/B,Erection of a summerhouse,29-Jun-21,Principal Planner- North (CB),9 Beech Avenue Onchan Isle Of Man IM3 3HQ
Permitted,21/00420/B,Conversion of existing farm buildings into 2 tourist accommodation units,10-Aug-21,Principal Planner- North (CB),Corlea Farm Corlea Road Ballasalla Isle Of Man IM9 3BA 
Permitted,21/00421/B,Conversion existing nightclub/public house to create first & second floor residential area and ground floor mixed use cafe/barbers shop including outdoor seating area,08-Sep-21,Principal Planner- North (CB),Paramount City Queens Promenade Douglas Isle Of Man IM2 4NN
Permitted,21/00422/B,Erection of an extension to rear elevation,23-Jun-21,Head of Development Management,Greystones Quarterbridge Road Douglas Isle Of Man IM2 3RL
Permitted,21/00423/B,Alterations porch roofing and installation of replacement window to front elevation,17-Jun-21,Head of Development Management,10 Greenlands View Ramsey Isle Of Man IM8 2PB
Permitted,21/00424/B,Erection of a replacement detached dwelling with integral garage and extension of residential curtilage,27-Sep-21,Planning Committee,Shenvalley & Part Field 525044 Old Castletown Road Port Soderick Isle Of Man IM4 1BB
Permitted,21/00425/B,Installation of replacement doors,11-Jun-21,Head of Development Management,Angel Court - Apt 1 4 Derby Terrace Central Promenade Douglas Isle Of Man IM2 4LN 
Permitted,21/00426/B,Erection of stables,03-Aug-21,Head of Development Management,Ballacallin Beg Foxdale Road Garth Crosby Isle Of Man IM4 2HN
Permitted,21/00427/C,Additional use of residence as tourist accommodation,10-Jun-21,Principal Planner - Enf (AM),Kilravock Shore Road Bay Ny Carrickey Port St. Mary Isle Of Man IM9 5LY
Application Withdrawn,21/00428/B,Installation of replacement windows and doors (retrospective),06-May-21,Withdrawn,1 Browns Terrace Glen Mona Ramsey Isle Of Man IM7 1HB
Permitted,21/00429/B,Erection of a porch extension,20-May-21,Principal Planner- North (CB),7 Heywood Drive Onchan Isle Of Man IM3 3AD
Permitted,21/00430/B,Erection of a stable block,17-Jun-21,Principal Planner - South (JS),Part Of Field 234332 Cooildharry Road Kirk Michael Isle Of Man  
Permitted,21/00431/C,Change of use from office space to beauty therapy clinic,27-May-21,Principal Planner- North (CB),1st Floor Office   26 Duke Street Douglas Isle Of Man IM1 2AY
Permitted,21/00432/B,"Replacement of front porch and, creation of garden wall and widening of vehicular access.",20-May-21,Head of Development Management,Davenport Queens Road Port St. Mary Isle Of Man IM9 5EU
Refused,21/00433/B,Alterations and erection of replacement extension,13-Sep-21,Head of Development Management,Byculla Walpole Road Ramsey Isle Of Man IM8 1LT
Permitted,21/00434/B,Removal of a chimney stack (retrospective),20-May-21,Principal Planner- North (CB),15 Groudle Road Onchan Isle Of Man IM3 2EH
Permitted,21/00435/B,Creation of disabled access,11-Jun-21,Head of Development Management,Fairleigh 61 Devonshire Road Douglas Isle Of Man IM2 3RA
Permitted,21/00436/B,Erection of a garage to rear of property,29-Jul-21,Principal Planner- North (CB),2 Sydney Street Douglas Isle Of Man IM1 3JB
Permitted,21/00437/B,Alterations and erection of sunroom extension to rear elevation and front porch extension,05-Oct-21,Principal Planner - South (JS),11 Pinehurst Glen Douglas Isle Of Man IM2 1PP 
Permitted,21/00439/B,Erection of a BBQ hut,15-Jun-21,Principal Planner - South (JS),35 Cronk Y Berry Douglas Isle Of Man IM2 6ES
Refused,21/00440/B,Installation of replacement windows,11-Jun-21,Head of Development Management,Cronk Coar Quarterbridge Road Douglas Isle Of Man IM2 3RJ
Permitted,21/00441/GB,Installation of replacement roof tiles in association with PA 21/00442/CON (retrospective) RB187,20-May-21,Principal Planner- North (CB),9 Victoria Terrace Douglas Isle Of Man IM2 4EU
Permitted,21/00442/CON,Registered building consent for installation of replacement roof tiles in association with PA 21/00441/GB (retrospective) RB187,20-May-21,Principal Planner- North (CB),9 Victoria Terrace Douglas Isle Of Man IM2 4EU
Permitted,21/00443/B,Installation of a K6 Telephone Kiosk Garden Feature,20-May-21,Head of Development Management,Chibbyr Dybber Spaldrick Avenue Port Erin Isle Of Man IM9 6PE 
Permitted,21/00444/MCH,Minor change application to PA 19/01441/B involving alterations to windows positions and size,28-May-21,Head of Development Management,Ballacain Cottage Lhagg Road Dalby Isle Of Man IM5 3BU
Permitted,21/00445/D,Erection of non illuminated signage,11-Jun-21,Head of Development Management,Heritage Centre Bridson Street Port Erin Isle Of Man IM9 6AL 
Permitted,21/00446/B,Erection of an extension to rear elevation,21-Jul-21,Principal Planner - South (JS),14 Ballatessan Meadow Peel Isle Of Man IM5 1DU 
Permitted,21/00447/B,Erection of a replacement detached dwelling with integral garage and associated parking,15-Jun-21,Principal Planner - South (JS),The Bungalow Ballagawne Road Colby Isle Of Man IM9 4AX
Permitted,21/00449/B,Removal of a chimney stack (retrospective),20-Aug-21,Principal Planner- North (CB),Sunny Gables Somerset Road Douglas Isle Of Man IM2 5BA
Permitted,21/00450/B,Erection of a detached building to rear garden,30-Jun-21,Principal Planner - South (JS),6 Old School View Crosby Isle Of Man IM4 4DA 
Permitted,21/00451/CON,"Registered Building Consent for alterations to existing building to including roofing works, replacement of rooflights, guttering and rendering works (in association with PA21/00452/GB)",08-Jul-21,Head of Development Management,2 Athol Street Douglas Isle Of Man IM1 1JA
Permitted,21/00452/GB,"Alterations to existing building to including roofing works, replacement of rooflights, guttering and rendering works",08-Jul-21,Head of Development Management,2 Athol Street Douglas Isle Of Man IM1 1JA
Permitted,21/00453/B,Erection of extension to existing stable and creation of menage area,11-Aug-21,Principal Planner - South (JS),Marnoch Ballanicholas Garth Crosby Isle Of Man IM4 2HD
Permitted,21/00454/B,Erection of 9 detached dwellings (amendment to PA 19/00137/B),25-Jun-21,Principal Planner - South (JS),"5, 6, 9, 10, 11 Christian Close Reayrt Mie Ballasalla Isle Of Man IM9 2BG"
Permitted,21/00455/C,Change of use of site from light industrial to retail (class 1.1),14-Jul-21,Planning Committee,"St Helena, Millmount Garage Millmount Douglas Isle Of Man IM2 1HE "
Permitted,21/00457/B,Installation of replacement windows to front elevation,14-Jul-21,Principal Planner- North (CB),Slaidburn 1 Tennis Road Douglas Isle Of Man IM2 3LW
Permitted,21/00458/B,Creation of a first floor to dwelling,14-Dec-21,Planning Committee,High View Ballanard Road Douglas Isle Of Man IM2 5HA
Permitted,21/00459/B,"Alterations, erection of a rear extension and erection of a detached garage with living accommodation above",07-Sep-21,Planning Committee,2 Primrose Terrace Port St. Mary Isle Of Man IM9 5AP
Permitted,21/00460/B,Installation of a replacement front door,18-Jun-21,Head of Development Management,7 Tynwald Road Peel Isle Of Man IM5 1JZ
Permitted,21/00462/B,"Alterations, erection of ground floor and first floor extension and expansion of existing driveway",02-Aug-21,Principal Planner - South (JS),6 Park Close Glen Vine Isle Of Man IM4 4HB
Refused,21/00463/B,Removal of the front chimney stack.,01-Jul-21,Head of Development Management,Norwood May Hill Ramsey Isle Of Man IM8 2HJ
Permitted,21/00464/B,Erection of detached dwelling with associated access,24-Aug-21,Planning Committee,Siesta Oak Hill Port Soderick Isle Of Man IM4 1AY 
Permitted,21/00465/MCH,Minor Change application to PA 20/01439/B involving window alterations to approved extension,28-May-21,Principal Planner - South (SC) CLOSED,3 Abbots Way Abbotswood Ballasalla Isle Of Man IM9 3EQ 
Permitted,21/00466/B,Replacement gate pillars and creation of construction access from D45 Pooilvaish Road into Balladoole House,19-Jul-21,Planning Committee,Balladoole House Balladoole Castletown Isle Of Man IM9 4PE 
Permitted,21/00467/B,Erection of a single storey extension,21-Jul-21,Principal Planner - South (JS),Ballavartyn Farm Ballavartyn Road Santon Isle Of Man IM4 1HT 
Permitted,21/00468/B,Replacement of existing door at rear elevation with a window,16-Jun-21,Head of Development Management,41 Farmhill Meadows Douglas Isle Of Man IM2 2LL
Permitted,21/00469/B,External recladding of external walls with insulated render/insulated cladding,30-Jun-21,Principal Planner - South (JS),QEII High School Douglas Road Peel Isle Of Man IM5 1RD 
Permitted,21/00470/B,Erection of garage extension to rear elevation,16-Jul-21,Principal Planner- North (CB),12 Queens Avenue Douglas Isle Of Man IM1 4DA
Permitted,21/00472/B,Conversion of industrial site to cafe/restaurant including installation of flue and replacement doors,12-Aug-21,Planning Committee,Isle Of Man Water Authority Depot East Quay Peel Isle Of Man IM5 1AR 
Permitted,21/00473/B,Installation of replacement driveway gates,07-Jul-21,Head of Development Management,Seacliffe Old Castletown Road Port Soderick Isle Of Man IM4 1BB 
Permitted,21/00474/B,Installation of replacement windows and door,21-Jun-21,Principal Planner - South (JS),Fair Haven 118 Woodbourne Road Douglas Isle Of Man IM2 3BA
Permitted,21/00475/B,Alterations to detached garage roofing and replacement patio doors to front elevation of dwelling,20-Jul-21,Principal Planner- North (CB),Greeba Mount 20 Cronkbourne Road Douglas Isle Of Man IM2 3LB
Permitted,21/00476/B,Erection of two dwellings with associated off road parking and access,21-Sep-21,Planning Committee,Land East Of 22 Old Castletown Road Douglas Isle Of Man IM1 5AW 
Permitted,21/00477/GB,Installation of replacement windows (in association with 21/00478/CON),18-Jun-21,Head of Development Management,Old Market Hall Market Hill Douglas Isle Of Man IM1 2BQ 
Permitted,21/00478/CON,Registered Building consent for the installation of replacement windows (in association with 21/00477/GB) Registered Building Nos. 120,18-Jun-21,Head of Development Management,Old Market Hall Market Hill Douglas Isle Of Man IM1 2BQ 
Permitted,21/00479/B,Erection of an implement store and maintenance barn,13-Jul-21,Planning Committee,Field 424750 Balladoole House Castletown Isle Of Man IM9 4PE 
Permitted,21/00480/MCH,Minor Change application to PA 20/01116/B involving amendment to the roof covering of approved outbuilding,19-May-21,Head of Development Management,Fern Villa & Part Fields 410213 & 410216 Ballakillowey Road Colby Isle Of Man IM9 4BW
Permitted,21/00481/CON,Registered Building consent for demolition elements to PA 20/01385/B,01-Jun-21,Principal Planner- North (CB),Glen Road Laxey Isle Of Man Isle Of Man  
Permitted,21/00482/CON,Registered Building consent for demolition elements to PA 21/00298/B,01-Jun-21,Principal Planner- North (CB),River Section To Rear Of Glen Road Glen Road Laxey Isle Of Man Isle Of Man  
Permitted,21/00483/CON,Registered Building consent for demolition elements to PA 21/00300/B,01-Jun-21,Principal Planner- North (CB),River Weir Adj To Glen Road Glen Road Laxey Isle Of Man
Refused,21/00484/B,Erection of a replacement dwelling and extension to residential curtilage,13-Oct-21,Principal Planner - Enf (AM),Scravorley Curragh Road St Johns Isle Of Man IM4 3LN
Refused,21/00485/B,Alterations and erection of two storey extension to front elevation,23-Jul-21,Principal Planner - Enf (AM),Squeen Farm Ballacrye Road Ballaugh Isle Of Man IM7 5BP 
Permitted,21/00486/B,Removal of a chimney stack,14-Jul-21,Principal Planner- North (CB),Briarswood Ballanard Road Douglas Isle Of Man IM2 5PP
Permitted,21/00487/B,Removal of an existing bulk fuel storage tank and installation of a new bulk fuel storage tank on site of a previously decommissioned tank,08-Jul-21,Head of Development Management,Power Station Pulrose Road Douglas Isle Of Man IM2 1AD 
Permitted,21/00488/B,Alterations to external courtyard and basement layout,01-Oct-21,Principal Planner - South (JS),Royal Shore Apartments Promenade Port Erin Isle Of Man IM9 6PT 
Permitted,21/00489/B,Creation of new windows and glass balcony balustrade to top floor apartment,20-Jul-21,Principal Planner - South (JS),Royal Shore Apartments Promenade Port Erin Isle Of Man IM9 6PT 
Permitted,21/00490/B,"Alteration, erection of shed and detached garden rooms and creation of a pergola (partial retrospective works)",30-Jun-21,Principal Planner- North (CB),Durley 66 Ballanard Road Douglas Isle Of Man IM2 5HE 
Permitted,21/00491/B,Combination of two adjoining 4th floor apartments into a single unit,20-Jul-21,Principal Planner - South (JS),Royal Shore Apartments Promenade Port Erin Isle Of Man IM9 6PT 
