"PA Ref","Proposal","Property Address","Decision","PA Decision Issued","Determining Body","Appeal Lodged","Appeal Determined","Appeal Decision","Year","URL"
"14/00134/B","Erection of a sun lounge extension to rear elevation to replace existing conservatory","3 Scarlett Close Castletown Isle Of Man IM9 1NY","Refused","20-Mar-14","Director Delegation","08-Apr-14","03-Jul-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00134/B"
"14/00139/A","Approval in principle for erection of a multi-purpose shop","Field 320977 Ballawilleykilley Main Road Crosby Isle Of Man  ","Refused","15-Apr-14","Planning Committee","01-May-14","21-Oct-14","Refused at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00139/A"
"14/00150/B","Conversion of former residential home into four self-contained apartments","Beach View Douglas Street Castletown Isle Of Man IM9 1BD","Refused","06-Aug-14","Planning Committee","26-Aug-14","03-Dec-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00150/B"
"14/00177/B","Conversion of Railway Station to provide office accommodation","Port St Mary Railway Station Station Road Port St. Mary Isle Of Man IM9 5LF","Refused","19-Jun-14","Department Application","13-Feb-14","19-Jun-14","Department Application refused","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00177/B"
"14/00180/B","Conversion from office to a fish and chip shop","1 Dale Street Ramsey Isle Of Man IM8 1BJ","Permitted","24-Jul-14","Senior Planning Officer - South (SC)","30-Jul-14","26-Nov-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00180/B"
"14/00195/C","Change of use from a holiday flat to residential","Flat 2   34 Hutchinson Square Douglas Isle Of Man IM2 4HW","Refused","08-Apr-14","Director Delegation","25-Apr-14","02-Sep-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00195/C"
"14/00198/B","Erection of fencing (partial retrospective)","North Lodge Cronkbourne Douglas Isle Of Man IM4 4QH ","Refused","15-Apr-14","Planning Committee","02-May-14","29-May-14","Appeal Withdrawn","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00198/B"
"14/00204/B","Erection of a hazardous waste transfer facility with associated access","Land Adjacent To Energy From Waste Facility Richmond Hill Douglas IM4 1JH  ","Permitted","19-Jun-14","Department Application","19-Feb-14","19-Jun-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00204/B"
"14/00205/B","Extension of existing outside seating area","31 North Quay Douglas Isle Of Man IM1 4LD ","Permitted","17-Jul-14","Department Application","19-Feb-14","17-Jul-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00205/B"
"14/00248/B","Installation of an illuminated sculpture","Public Footpath Adj To 3 & 5 Market Hill Ramsey Isle Of Man  ","Permitted","16-Jun-14","Department Application","06-Mar-14","12-Jun-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00248/B"
"14/00255/B","Erection of a single storey garage extension, first floor lounge extension with walkway and change of facing material to front elevation","98 Ballagarey Road Glen Vine Isle Of Man IM4 4EU ","Permitted","02-Jun-14","Director Delegation","16-Jun-14","14-Oct-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00255/B"
"14/00256/B","Installation of replacement windows to front elevation","The Cushag 10 Shore Road Laxey Isle Of Man IM4 7DE","Refused","21-May-14","Head of Development Management","04-Jun-14","14-Aug-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00256/B"
"14/00257/B","Alterations and improvements to existing boundary wall and main entrance arrangement","Isle Of Man College  Homefield Road Douglas Isle Of Man IM2 6RB","Permitted","19-Jun-14","Department Application","14-Mar-14","19-Jun-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00257/B"
"14/00269/B","Erection of a single storey extension to provide a freezer room","Island Seafare Building The Quay Port St. Mary Isle Of Man IM9 5EA ","Permitted","16-Jun-14","Department Application","06-Mar-14","12-Jun-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00269/B"
"14/00275/B","Removal of shared chimney stack","42 And 44 Westmoreland Road Douglas Isle Of Man IM1 4AN ","Permitted","16-Jun-14","Department Application","07-Mar-14","12-Jun-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00275/B"
"14/00291/A","Approval in principle for the demolition of existing dwelling and outbuildings and redevelopment of plot to create a residential layout with associated services","Netherby Douglas Road Castletown Isle Of Man IM9 1TN","Refused","13-May-14","Planning Committee","02-Jun-14","14-Aug-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00291/A"
"14/00306/B","Extension of existing restaurant outside seating area to pavement in front of 15 North Quay","14/15 North Quay Douglas Isle Of Man  ","Permitted","18-Jun-14","Department Application","12-Mar-14","12-Jun-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00306/B"
"14/00331/B","Alterations and erection of first floor extension to existing detached garage to provide residential accommodation","Land Adjacent To Woodbrae The Crescent Ramsey Isle Of Man  ","Refused","04-Jun-14","Planning Committee","16-Jun-14","22-Oct-14","Refused at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00331/B"
"14/00332/A","Approval in principle for residential development including new highway access","Site Of Former Lancashire House, Furness Cottage And Land To Rear Of Lancashire House New Castletown Road Newtown Isle Of Man ","Refused","30-May-14","Planning Committee","18-Jun-14","26-Nov-14","Refused at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00332/A"
"14/00339/B","Conversion from retail to retail and coffee shop with creation of an outside seating area","14 Castle Street Douglas Isle Of Man IM1 2EU","Permitted","19-Jun-14","Department Application","19-Mar-14","19-Jun-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00339/B"
"14/00341/B","Erection of an agricultural building to provide storage for animal feed and agricultural machines and provide a covered feeding area for livestock","Field 434774 Ballamodha Straight Ballamodha Ballasalla Isle Of Man  ","Refused","03-Jun-14","Director Delegation","13-Jun-14","14-Oct-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00341/B"
"14/00343/B","Erection of a building to house a motor museum, workshop, ancillary offices, coffee kiosk, gift shop and customer and staff facilities with associated drainage system, parking provision, junction access and roadway","Land At Jurby Industrial Estate Jurby Isle Of Man  ","Permitted","22-Jul-14","Department Application","28-Mar-14","17-Jul-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00343/B"
"14/00352/B","Erection of two detached dwellings with integral garages to replace existing dwelling (comprising amendments to PA 12/00995/B)","Brambley Cottage 11 Cronk Road Union Mills Isle Of Man IM4 4NJ","Permitted","24-Jun-14","Head of Development Management","14-Jul-14","25-Nov-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00352/B"
"14/00357/A","Approval in principle for the erection of twenty three dwellings with associated road layout and public open space","Former Gas Works Port St Mary Isle Of Man IM9 5LF ","Permitted","13-Oct-14","Department Application","21-Mar-14","08-Oct-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00357/A"
"14/00369/B","Creation of an outside seating area","Pizza Hut 1, 3 & 5 Walpole Avenue Douglas Isle Of Man IM1 2LT ","Permitted","26-Jun-14","Department Application","26-Mar-14","26-Jun-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00369/B"
"14/00370/D","Installation of signage to outside seating area barriers","Pizza Hut 1, 3 & 5 Walpole Avenue Douglas Isle Of Man IM1 2LT ","Permitted","26-Jun-14","Department Application","26-Mar-14","26-Jun-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00370/D"
"14/00373/B","Highway improvements including re-alignment of vehicular access and parking bays, re-surfacing of pedestrian areas with natural stone, re-positioning of bus stop, installation of lighting columns and feature lighting to illuminate adjacent buildings and l","Market Square & The Parade Castletown Isle Of Man  ","Permitted","28-Oct-14","Department Application","25-Mar-14","23-Oct-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00373/B"
"14/00390/B","Demolition of existing commercial buildings and erection of two town houses (amendments to PA 09/01624/B)","2 - 4 Derby Square Douglas Isle Of Man IM1 3LS ","Permitted","13-Jun-14","Director Delegation","27-Jun-14","06-Nov-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00390/B"
"14/00421/B","Demolition of existing garage workshop and erection of a dwelling","20 Stanley Mount Peel Isle Of Man IM5 1NE ","Permitted","18-Jun-14","Head of Development Management","27-Jun-14","06-Nov-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00421/B"
"14/00452/B","Installation of replacement windows and front door","Sea Bank Shore Road Port Erin Isle Of Man IM9 6HW","Refused","02-Jun-14","Director Delegation","16-Jun-14","14-Oct-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00452/B"
"14/00465/B","Erection of a collapsible security pole","Corner Of Millennium Bridge And South Quay Douglas Isle Of Man  ","Permitted","26-Jul-14","Department Application","23-Apr-14","26-Jun-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00465/B"
"14/00477/B","Erection of extension to existing barn","Ashford Farm Tosaby Road Eairy Isle Of Man IM4 3HY","Refused","03-Jun-14","Director Delegation","24-Jun-14","19-Nov-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00477/B"
"14/00479/B","Erection of  timber stables block with tack/feed and hay shed","Pine View Sulby Glen Sulby Isle Of Man IM7 2AZ","Refused","10-Jun-14","Head of Development Management","20-Jun-14","22-Oct-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00479/B"
"14/00510/B","Replacement of existing glazed conservatory roof with light weight roof tiles","Radcliffe Villas Glencrutchery Road Douglas Isle Of Man IM2 6BG","Permitted","25-Jul-14","Department Application","29-Apr-14","17-Jul-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00510/B"
"14/00528/B","Creation of an outside seating area","Land In Front Of La Piazza Restaurant Peveril Buildings Loch Promenade Douglas Isle Of Man IM1 2BT ","Refused","05-Sep-14","Department Application","30-Apr-14","05-Sep-14","Department Application refused","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00528/B"
"14/00529/D","Erection of signage to outside seating area barriers","Land In Front Of La Piazza Restaurant Peveril Buildings Loch Promenade Douglas ","Refused","05-Sep-14","Department Application","30-Apr-14","14-Aug-14","Department Application refused","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00529/D"
"14/00544/B","Installation of replacement windows to all elevations","Aingeville 93 Woodbourne Road Douglas Isle Of Man IM2 3AW","Permitted","19-Aug-14","Department Application","02-May-14","14-Aug-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00544/B"
"14/00546/B","Removal of condition 3 of PA 09/00979/B for the raising / lowering and use of flood lighting","Bowling Green Breagle Glen Saint Marys Road Port Erin Isle Of Man IM9 6JJ ","Refused","24-Jun-14","Planning Committee","11-Jul-14","10-Nov-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00546/B"
"14/00552/B","Alterations to building including replacement roof tiles, removal of existing roof dormers and formation of new roof dormer and installation of two canopies over front entrance doors","Murray House 5 - 11 Mount Havelock Douglas Isle Of Man IM1 2QF","Permitted","19-Aug-14","Department Application","06-May-14","14-Aug-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00552/B"
"14/00560/B","Alterations to existing sun lounge and creation of a garden terrace","9 Ballagorry Heights Glen Mona Ramsey Isle Of Man IM7 1HS","Refused","17-Jun-14","Director Delegation","02-Jul-14","06-Nov-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00560/B"
"14/00581/B","Creation of a primary school with associated parking, access and drop off areas, playing areas and sports pitches, along with highway works to form bus lay-bys and pedestrian crossing points and part demolition of former post graduate medical centre","Former Nobles Hospital Site Westmoreland Road Douglas Isle Of Man  ","Permitted","14-Aug-14","Department Application","12-May-14","14-Aug-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00581/B"
"14/00605/A","Approval in principle for the erection of two semi-detached dwellings","Land Adjacent To Field 131049  Vollan Crescent Ramsey Isle Of Man  ","Refused","16-Jul-14","Senior Planning Officer - South (SC)","25-Jul-14","25-Nov-14","Refused at appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00605/A"
"14/00630/B","Erection of replacement boundary fence and gates","St Thomas' Church Of England Primary School Finch Road Douglas Isle Of Man IM1 2PL ","Permitted","19-Aug-14","Department Application","21-May-14","14-Aug-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00630/B"
"14/00648/GB","Erection of a bin store (in association with 14/00650/CON)","Quayside Next To Castle Arms Hotel The Quay Castletown Isle Of Man IM9 1LD","Permitted","21-Aug-14","Department Application","27-May-14","14-Aug-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00648/GB"
"14/00650/CON","Registered Building consent for the erection of a bin store (in association with 14/00648/GB) Registered Building Nos. 25","Quayside Next To  Castle Arms Hotel The Quay Castletown Isle Of Man IM9 1LD","Permitted","21-Aug-14","Department Application","27-May-14","14-Aug-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00650/CON"
"14/00665/B","Alterations, erection of an extension and dormer extension to dwelling","44 Cronk Y Berry Douglas Isle Of Man IM2 6ET","Refused","18-Jul-14","Senior Planning Officer - South (SC)","06-Aug-14","25-Nov-14","Refused at appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00665/B"
"14/00677/A","Approval in principle for residential development of six dwellings together with highway improvements to junction of Friary Park and Main Road","The Bungalow, 118A Friary Park, 134 Friary Park And The Former Pinfold  Main Road Ballabeg Castletown Isle Of Man IM9 4HA","Application Withdrawn","23-Jul-14","Withdrawn","02-Jun-14","23-Jul-14","Department Application withdrawn","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00677/A"
"14/00683/B","Removal of a chimney stack","18 Kensington Road Douglas Isle Of Man IM1 3EP","Refused","17-Jul-14","Senior Planning Officer - South (SC)","25-Jul-14","25-Nov-14","Refused at appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00683/B"
"14/00699/B","Alterations and additions to rear annex to include roof terrace and balconies","100 Bucks Road Douglas Isle Of Man IM1 3AQ","Refused","24-Jul-14","Senior Planning Officer - South (SC)","30-Jul-14","25-Nov-14","Refused at appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00699/B"
"14/00713/B"," Erection of shed / greenhouses on individual plots on allotment site","Sand Field (formally Field 1540) Mount Gawne Road Port St. Mary Isle Of Man  ","Refused","23-Jul-14","Planning Committee","11-Aug-14","02-Dec-14","Refused at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00713/B"
"14/00726/B","Erection of a two storey extension to side elevation and single storey extension to rear elevation","5 Windermere Drive Onchan Isle Of Man IM3 2DQ","Permitted","22-Jul-14","Planning Committee","12-Aug-14","02-Dec-14","Decision Split at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00726/B"
"14/00744/B","Removal of soil and boundary piers and railings over below ground plant room, protect the roof with damp proof membrane and re-instate with granular top soil, installation of new ground water drainage and replacement piers and railings","Garden Area  Villa Marina Complex Douglas Isle Of Man IM1 2HH","Permitted","29-Oct-14","Department Application","20-Jun-14","23-Oct-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00744/B"
"14/00745/B","Conversion of dwelling to provide three self-contained apartments","54 Parliament Street Ramsey Isle Of Man IM8 1AN","Refused","07-Aug-14","Senior Planning Officer - South (SC)","13-Aug-14","25-Nov-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00745/B"
"14/00761/B","Erection of a dwelling with driveway and parking","Alder Oaks Field 431505 St Marks Road St Marks Ballasalla Isle Of Man  ","Refused","04-Aug-14","Head of Development Management","07-Aug-14","26-Nov-14","Refused at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00761/B"
"14/00773/B","Erection of industrial unit and office accommodation with associated store and display area to exhibit timber sheds","Land At The Paddocks Jurby Industrial Estate Jurby Isle Of Man  ","Deemed withdrawn 4(3) Dev Pro Order 2005","31-Oct-14","Withdrawn","25-Jun-14","31-Oct-14","Department Application withdrawn","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00773/B"
"14/00800/B","Creation of a camp site and motor home park with shower/toilet block, landscaping, associated facilities and new vehicular access","Field 411363 & Part Field 411361 Truggan Road Port St. Mary Isle Of Man  ","Refused","19-Aug-14","Planning Committee","08-Sep-14","02-Dec-14","Approved at Appeal","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00800/B"
"14/00861/B","Repaving of public footpath, erection of highway signs and erection of a bus shelter at bus stop","New Road Including Corners Of Church Hill And Captains Hill Laxey Isle Of Man  ","Permitted","26-Nov-14","Department Application","17-Jul-14","20-Nov-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00861/B"
"14/00884/B","Replacement of section of collapsed sea wall","Section Of Sea Wall Mooragh Promenade Ramsey Isle Of Man  ","Permitted","29-Oct-14","Department Application","24-Jul-14","23-Oct-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00884/B"
"14/00920/A","Approval in principle for residential development of six dwellings together with highway improvements to the Main Road / Friary Park junction","The Bungalow, 118A Friary Park, 134 Friary Park, 1 Friary Park And The Former Pinfold  Main Road Ballabeg Castletown","Refused","09-Dec-14","Department Application","01-Aug-14","04-Dec-14","Department Application refused","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00920/A"
"14/00926/GB","Refurbishment of existing dressing rooms to include new window glazing and warm air heating and installation of louvre vents to existing roof lantern (in association with 14/00927/CON)","Gaiety Theatre Harris Promenade Douglas Isle Of Man IM1 2HH","Permitted","18-Dec-14","Department Application","31-Jul-14","18-Dec-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00926/GB"
"14/00927/CON","Registered Building Consent for refurbishment of existing dressing rooms to include new window glazing and warm air heating and installation of louvre vents to existing roof lantern (RB no 200 in association with 14/00926/GB)","Gaiety Theatre Harris Promenade Douglas Isle Of Man IM1 2HH","Permitted","18-Dec-14","Department Application","31-Jul-14","18-Dec-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00927/CON"
"14/00952/B","Replacement of vehicular bridge over river and highway access improvements","Laurel Bank Glen Helen Road Laurel Bank St Johns Isle Of Man  ","Permitted","25-Nov-14","Department Application","08-Aug-14","20-Nov-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/00952/B"
"14/01045/B","Installation of replacement rear entrance door with new glazed entrance canopy","Government House Onchan Isle Of Man IM3 1RR ","Permitted","25-Nov-14","Department Application","04-Sep-14","20-Nov-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/01045/B"
"14/01057/C","Change to use of land to create outside seating area","6 Marina Road Douglas Isle Of Man IM1 2HE","Permitted","18-Dec-14","Department Application","05-Sep-14","18-Dec-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/01057/C"
"14/01058/D","Erection of advertising signage on fabric barriers with posts around proposed outside seating area","6 Marina Road Douglas Isle Of Man IM1 2HE","Permitted","18-Dec-14","Department Application","05-Sep-14","18-Dec-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/01058/D"
"14/01103/B","Remedial works to wall","Retaining Wall Hope Street Castletown Isle Of Man  ","Permitted","24-Dec-14","Department Application","16-Sep-14","18-Dec-14","Department Application Approved","2014","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=14/01103/B"
"11/01232/B","Erection of a light industrial development comprising 4 individual buildings providing 24 separate units with parking and landscaping","Field 521919 Land Adjacent To Eden Park  Cooil Road Cooil Douglas Isle Of Man  ","Permitted","20-Sep-12","Planning Committee","01-Oct-12","10-Apr-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=11/01232/B"
"11/01290/A","Approval in principle for mixed used development to provide industrial / warehousing, office / retail accommodation and leisure facilities including service road and car parking (discharging siting and means of access)","Land Adjacent Industrial Estate Ballafletcher Road Cronkbourne Douglas Isle Of Man  ","Permitted","21-Aug-12","Planning Committee","07-Sep-12","08-Jan-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=11/01290/A"
"11/01430/A","Approval in principle for the re-location of farm dwelling and buildings","Field 114104 Ballakilley Farm  Lambhill Road Cranstal Bride Isle Of Man  ","Permitted","07-Aug-12","Planning Committee","28-Aug-12","10-Jan-13","Refused at appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=11/01430/A"
"11/01434/B","Residential Development of six dwellings and associated estate road layout","Site Including 118A Ballanorris Crescent And   The Bungalow Main Road Ballabeg Castletown Isle Of Man IM9 4HA","Refused","12-Feb-13","Planning Committee","01-Mar-13","04-Jul-13","Refused at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=11/01434/B"
"11/01764/B","Lighting scheme for the car parks associated with club house and sports pitches","Clubhouse And Sports Pitches Land South Of Railway Station Colby Isle Of Man  ","Refused","17-Dec-12","Planning Committee","21-Dec-12","29-May-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=11/01764/B"
"11/01781/B","Lighting Scheme for the access road to new clubhouse and sports pitches","Proposed Football Ground  Field 424828, 424827, 424826,424573, Access Road Via 424845,424824, Station Road Colby Isle Of Man ","Permitted","17-Dec-12","Planning Committee","03-Jan-13","29-May-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=11/01781/B"
"12/00233/B","Demolition of barns and erection of seven tourist units  (Retrospective)","Ard Na Mara House Quines Hill Port Soderick Isle Of Man IM4 1BA ","Refused","11-Jul-12","Planning Committee","27-Jul-12","01-Mar-13","Refused at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/00233/B"
"12/00573/B","Residential development of 95 dwellings with highway and drainage infrastructure, new school field and playground, public open space and landscaping","Part Field's 234267, 234456, 234555 & 230578, Parts Of Adjacent Gardens, School Grounds & Adjacent Highway, Main Road Playground, Part Public Car Park & Verge/hedge Of Slieau Curn Park, Kirk Micharl ","Refused","28-Jan-13","Department Application","20-Apr-12","24-Jan-13","Department Application refused","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/00573/B"
"12/00597/A","Approval in principle for erection of a dwelling","Garden Forming Part Of Mountain View Sound Road Glen Maye Isle Of Man IM5 3BJ","Refused","21-Aug-12","Planning Committee","05-Sep-12","24-May-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/00597/A"
"12/00771/A","Approval in principle for erection of a dwelling","Land Adjoining Clarecourt Marathon Road Douglas Isle Of Man IM2 4HL","Permitted","02-Oct-12","Planning Committee","22-Oct-12","05-Mar-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/00771/A"
"12/00776/A","Approval in principle for residential development of land","Field 224243 Station Road Ballaugh Isle Of Man  ","Refused","04-Dec-12","Senior Planning Officer - North (CB)","20-Dec-12","02-May-13","Refused at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/00776/A"
"12/00831/B","Erection of a development comprising new town centre library, offices, multi-storey car park and public toilets with associated external works","Site Bounded By Lord Street Fort Street, Cambrian Place And Muckles Gate  Douglas Isle Of Man  ","Permitted","01-Feb-13","Department Application","13-Jun-12","24-Jan-13","Department Application Approved","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/00831/B"
"12/00875/A","Approval in principle for erection of a replacement dwelling","Corvalley Howe Road Port St. Mary Isle Of Man IM9 5PR ","Permitted","02-Nov-12","Planning Committee","06-Nov-12","05-Mar-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/00875/A"
"12/00891/B","Installation of a gazebo and engineering works to create a childrens feature cave (retrospective)","Beehive Kindergarten Hillberry Road Onchan Isle Of Man IM3 3JP","Permitted","18-Sep-12","Planning Committee","05-Oct-12","30-May-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/00891/B"
