"Hash","SubUnit_Name","House_Number","House_Name","Street_Name","Locality","Town","Postcode","Parish","Market_Value","Consideration","Acquisition_Date","CompletionDate","Issue"
"528e64490600f8bb4c9a9a8938e0559b",""," 4/5","Auckland Chambers","Auckland Terrace","Parliament Street","Ramsey","IM8 1AF","Maughold","385,828.60","385,828.60","01/09/2021","11/10/2021","Parliament Street is an invalid locality name"
"273168d5548a86d33f98bb51ae2c0731","","","","Car Park","Albert Road","Ramsey","IM8 1JB","Maughold","200,000.00","0.25","09/05/2017","11/10/2017","Albert Road is an invalid locality name"
"df7173cf6f8d3992c58efcf5fc53260b",""," 2","","Shinhene","Queens Drive West","Ramsey","IM8 2HZ","Maughold","172,500.00","172,500.00","27/04/2018","22/05/2018","Queens Drive West is an invalid locality name"
"73cf123bb3ea91b03f0b4eb98a3c6dc5",""," 4","","Kneale Court","Claughbane Drive","Ramsey","IM8 2AP","Maughold","299,000.00","299,000.00","27/03/2018","06/06/2018","Claughbane Drive is an invalid locality name"
"e185fdd29d1cfd2a5fab0fdcd4353469","","","Land Abutting","Queens Pier Road","Parsonage Road And Tower Road","Ramsey","","Maughold","500,000.00","0.25","31/08/2018","12/12/2018","Parsonage Road And Tower Road is an invalid locality name"
"70cccccfa67bc1443731195b4635134b",""," 3","","Quayles Cottages","Tower Road","Ramsey","IM8 2EA","Maughold","95,000.00","95,000.00","26/06/2017","24/05/2019","Tower Road is an invalid locality name"
"58cc2aa4c34f8515cb46cd4e2855de23",""," 3","","Quayles Cottages","Tower Road","Ramsey","IM8 2EA","Maughold","220,000.00","220,000.00","20/08/2021","24/09/2021","Tower Road is an invalid locality name"
"c13ebd3da6e75a87d0a64157acae0c8f",""," 1","","Santon Terrace","Tower Road","Ramsey","IM8 2EB","Maughold","43,000.00","43,000.00","12/06/2019","06/08/2019","Tower Road is an invalid locality name"
"052a86227f243939338fa22836d7511b",""," 1","","Santon Terrace","Tower Road","Ramsey","IM8 2EB","Maughold","157,500.00","157,500.00","22/10/2020","03/11/2020","Tower Road is an invalid locality name"
"7274871058fb5ab8365d4eebaddfa2b6",""," 2","","Kneale Court","Claughbane Drive","Ramsey","IM8 2AP","Maughold","285,000.00","285,000.00","02/09/2019","10/06/2020","Claughbane Drive is an invalid locality name"
"19775c0559408edab94ec11bb16a587e",""," 3","","Kneale Court","Claughbane Drive","Ramsey","IM8 2AZ","Maughold","290,000.00","290,000.00","30/09/2019","10/06/2020","Claughbane Drive is an invalid locality name"
"6072afa45870205a4adeb8d8f31ee0a5","","","Jesmond","Port Lewaigue Close","Church Road","Maughold","IM7 1AH","Maughold","400,000.00","400,000.00","19/08/2019","22/09/2020","Church Road is an invalid locality name"
"0d8235989e2c1348475708778278ac51",""," 2","","Hillside House","Vernon Road","Ramsey","IM8 2EG","Maughold","350,000.00","350,000.00","20/12/2018","21/09/2020","Vernon Road is an invalid locality name"
"8a1c09cdc7e971904747983dec9be49b",""," 3","","Hillside House","Vernon Road","Ramsey","IM8 2EG","Maughold","266,000.00","266,000.00","14/03/2019","06/10/2020","Vernon Road is an invalid locality name"
"d2b1bc74743cdfc74f6a615f2c3898c3",""," 4","","Victoria Buildings","Parliament Street","Ramsey","IM8 1AY","Maughold","135,000.00","135,000.00","20/01/2021","20/05/2021","Parliament Street is an invalid locality name"
"b1a7271b15eb4b59e8604490b73f0c26",""," 4","","Victoria Buildings","Parliament Street","Ramsey","IM8 1AY","Maughold","175,000.00","175,000.00","04/10/2023","09/11/2023","Parliament Street is an invalid locality name"
"6cd99789862f55e1014820eac0b1ed5e","","","North Barrule","Port Lewaigue Close","Church Road","Maughold","IM7 1AH","Maughold","405,000.00","405,000.00","22/09/2020","20/09/2021","Church Road is an invalid locality name"
"da3167dec96bf1d029f5e5c9386e1575",""," 10","","The Sycamores","Walpole Road","Ramsey","IM8 1LU","Maughold","190,000.00","190,000.00","11/06/2021","29/10/2021","Walpole Road is an invalid locality name"
"c359f8f3a6fdae73f4c5dd6d581554dd",""," 1","","The Sycamores, Clifford Drive","Off Walpole Road","Ramsey","IM8 1LU","Maughold","215,000.00","1.00","05/01/2022","12/05/2022","Off Walpole Road is an invalid locality name"
"87be70df67213047ab720addeae555c8",""," 2","","The Sycamores","Walpole Drive","Ramsey","IM8 1LU","Maughold","269,950.00","269,950.00","18/02/2022","15/06/2022","Walpole Drive is an invalid locality name"
"a9ecb6fb291714b19c0cb32c7efe9f6b",""," 2","","The Sycamores","Walpole Drive","Ramsey","IM8 1LU","Maughold","265,000.00","265,000.00","15/12/2023","25/01/2024","Walpole Drive is an invalid locality name"
"cfd54a25e88cf07471b24487e322e774",""," 3","","Mafeking Terrace","Taubman Street","Ramsey","IM8 1DQ","Maughold","250,000.00","250,000.00","25/05/2022","04/08/2022","Taubman Street is an invalid locality name"
"b578022298e0f20b580bcff1b99cfef2","","","Stuart House","Union Lane","Mona Street","Ramsey","IM8 1BD","Maughold","0.00","0.00","24/02/2022","05/08/2022","Mona Street is an invalid locality name"
"04b7d5a4c119864601ddfe502c987625","","","Stuart House","Union Lane","Mona Street","Ramsey","IM8 1BD","Maughold","162,000.00","162,000.00","19/10/2022","06/01/2023","Mona Street is an invalid locality name"
"aad3c0b8ea5db456c11a3113b9031e51","","","","Land Abutting Kionlough Road","Ballavair","Bride","IM7 4AG","Bride","","20,000.00","12/02/2003","09/06/2003","Land Abutting Kionlough Road is an invalid street name"
"16353740b0db70f100feded648844bc2","","","","Land Part Of Shellag Bride","","Bride","IM7 4AR","Bride","","0.25","09/09/2003","06/02/2004","Land Part Of Shellag Bride is an invalid street name"
"1a5a1bfefcf0bd5eb02edf118f8d4599","","","Parcel Of Land","Part Of Kewins Lands","Ballakilley","Bride","","Bride","","2,000.00","06/08/2003","17/03/2004","Part Of Kewins Lands is an invalid street name"
"4bc78b0df348fba4a926616235d99035","","","","Fields Numbered 110849 And 110853","","Bride","","Bride","","10,500.00","09/03/2004","30/06/2004","Fields Numbered 110849 And 110853 is an invalid street name"
"f861713bf8155aa2527bc551106d1a89","","","","Land At Ballaghennie","","Bride","","Bride","","5,000.00","19/01/2004","30/06/2004","Land At Ballaghennie is an invalid street name"
"3079ede5890e09824560c9f8a5400be4","","","Field","Part Of Ballakilley","","Bride","","Bride","","4,000.00","29/03/2005","04/08/2005","Part Of Ballakilley is an invalid street name"
"bf99b8b01342ef70d7d92a5c499311a5","","","Field","Part Of Ballayonaigue","","Bride","","Bride","","16,000.00","29/03/2005","03/08/2005","Part Of Ballayonaigue is an invalid street name"
"3df919e48ddaa9819fc6c1e864b19a52","","","","Land Abutting Main Road","Crosby","Bride","","Bride","","30,000.00","30/11/2005","22/12/2005","Land Abutting Main Road is an invalid street name"
"452fefd1db03da71a93596d9339a4e80","","","Plot Of Land","Part Of Ballakilley","","Bride","","Bride","","9,000.00","20/06/2006","18/04/2007","Part Of Ballakilley is an invalid street name"
"f88c4f8a2c05ab527c1943b6c74874e2","","","Plot Of Land","Abutting Ramsey To Bride Highroad","Part Of The Estate Of Ballakilley","Bride","","Bride","","3,000.00","20/06/2006","19/12/2006","Abutting Ramsey To Bride Highroad is an invalid street name"
"9d03e445fa9197099a1b537ce35571cf","","","Parcel Of Land","Part Of Kionlough","","Bride","","Bride","10,000.00","10,000.00","06/02/2008","15/12/2009","Part Of Kionlough is an invalid street name"
"5c64a54af6c9a7a8be614c1504d78edf","","","Former Works Depot","Abutting Upon Ramsey To Bride Road","","Bride","","Bride","","0.00","08/05/1964","10/11/2010","Abutting Upon Ramsey To Bride Road is an invalid street name"
"79aac18f11cf9677ec38840a82b29b91","","","","Land Known As Dorans Croft","Ballacherrims Road","Bride","","Bride","1,000.00","0.25","11/02/2011","13/07/2011","Land Known As Dorans Croft is an invalid street name"
"ddd78b6b6bd41206c4e573673bac0843","","","","Land Part Of Windsor View","","Bride","","Bride","38,000.00","38,000.00","09/06/2011","04/10/2011","Land Part Of Windsor View is an invalid street name"
"67208df7e6ac71713948c2dabe139806","","","","Land Part Of Windsor View","","Bride","","Bride","28,000.00","28,000.00","09/06/2011","04/10/2011","Land Part Of Windsor View is an invalid street name"
"109f1aa5dc5eeddb18239cf8895078a3","","","Agricultural Land","Off The Thurot Cottage Road","","Bride","","Bride","94,000.00","94,000.00","26/07/2012","25/10/2012","Off The Thurot Cottage Road is an invalid street name"
"0b8c3fbad22d60c55a75d24051d50576","","","","Land Part Of Ballayonaigue","","Bride","IM7 4BL","Bride","75,000.00","75,000.00","05/06/2013","22/01/2014","Land Part Of Ballayonaigue is an invalid street name"
"fe793c7c594a0790f94d95f25db475f8","","","","Land At Ballawhannell","","Bride","","Bride","100,000.00","100,000.00","13/03/2014","16/02/2016","Land At Ballawhannell is an invalid street name"
"b5a77f3dabdf59a57690323bf3a87190","","","","Land Adjoining Lough Cottage","Cranstal","Bride","IM7 4BP","Bride","10,000.00","0.25","02/07/2015","23/05/2016","Land Adjoining Lough Cottage is an invalid street name"
"e0b284e19abcc4efcbe9ff8ad101d773","","","Field Number 114040","Land At Dogmills","Bride Road","Bride","IM7 4AE","Bride","55,000.00","55,000.00","05/01/2017","28/04/2017","Land At Dogmills is an invalid street name"
"d8f5c13a720fef7f3e855d061fb303d0","","","Field Number 114040","Land At Dogmills","Bride Road","Bride","IM7 4AE","Bride","49,950.00","49,950.00","10/01/2019","27/02/2019","Land At Dogmills is an invalid street name"
"913594ad3f8f7cea809ab217051047ac","","","","Land At Ballakesh","","Bride","","Bride","498,400.00","498,400.00","18/11/2016","20/06/2017","Land At Ballakesh is an invalid street name"
"2ab66400b6131524624c941015983b95","","","","Land At Ballacregga Farm","","Bride","","Bride","300,000.00","300,000.00","21/02/2017","19/09/2017","Land At Ballacregga Farm is an invalid street name"
"3ef93ef4d48e748b8897025a380fe34c","","","","Land At Ballamin","","Bride","IM7 4BQ","Bride","255,000.00","255,000.00","24/04/2017","20/04/2018","Land At Ballamin is an invalid street name"
"ff90e41f7c7a991070687a6caf8d5a1d","","","","Land At Ballakesh","","Bride","IM7 4BF","Bride","116,520.00","116,520.00","14/07/2017","21/02/2018","Land At Ballakesh is an invalid street name"
"62491d7328fa37052cb13debc9d1ad8c","","","","Land At Ballakesh","","Bride","IM7 4BF","Bride","130,000.00","130,000.00","07/01/2019","25/01/2019","Land At Ballakesh is an invalid street name"
"67a14b64856d1993b760b268eece81f1","","","","Land At Ballagarrett","","Bride","IM7 3EA","Bride","15,000.00","15,000.00","27/08/2019","21/09/2020","Land At Ballagarrett is an invalid street name"
"3fd35d2fdf85b23a0af96822093b821b","","","","Land At Ballagarrett","","Bride","","Bride","80,000.00","80,000.00","13/02/2019","28/10/2020","Land At Ballagarrett is an invalid street name"
"22a614974b7e5a90c5f7ac8610e37e78","","","Field No. 111393","Part Of The Estate Of Ballavarteen","","Bride","","Bride","20,000.00","20,000.00","14/05/2021","16/08/2021","Part Of The Estate Of Ballavarteen is an invalid street name"
"be8bcbaf6ca6f44756887220b1cdb81d","","","","Land Off Grenaby Road","","Bride","","Bride","175,000.00","175,000.00","06/05/2022","12/07/2022","Land Off Grenaby Road is an invalid street name"
"69e5f49e30ea81d882ed5afb324f72fe","Field part of the Estate of Ballamin","","","Off The Lhen Road","","Bride","","Bride","68,000.00","68,000.00","09/11/2022","23/11/2022","Off The Lhen Road is an invalid street name"
"d6af5406ef30f3b8dc756a2df75756c3","","","","Land Part Of The Quarterland Of Ballacondra And Ballaragh","","Bride","","Bride","45,000.00","45,000.00","12/01/2023","19/04/2023","Land Part Of The Quarterland Of Ballacondra And Ballaragh is an invalid street name"
"42f66b7e27843db69f4386f90e7a1bdc","","","","Land At Ballacottier","","Andreas","","Andreas","95,000.00","95,000.00","27/11/2009","04/05/2010","Land At Ballacottier is an invalid street name"
"cccca886a07a843c5593f94ebb9d8a77","","","","Land At Ballaghaue","","Andreas","","Andreas","334,350.00","334,350.00","15/02/2010","22/06/2010","Land At Ballaghaue is an invalid street name"
"f7eb7c74391dc69135d43978ea54d038","","","","Land At Ballaghaue","","Andreas","","Andreas","3,850,000.00","0.25","21/02/2013","19/03/2014","Land At Ballaghaue is an invalid street name"
"9156e295af7f7653bed12bcbf60e0387","","","A Parcel Of Land","Adjoining Ballacorey Road","","Andreas","","Andreas","40,000.00","40,000.00","09/07/2010","15/12/2010","Adjoining Ballacorey Road is an invalid street name"
"dd00b45bfb61e7e423445c8d83f712cc","","","","Land At Ballacross","","Andreas","","Andreas","10,000.00","1.00","10/07/2010","07/02/2011","Land At Ballacross is an invalid street name"
"47b6f45a2eca4e3701bc32bfe4906b4d","","","","Land Adjoining Close Lake","","Andreas","","Andreas","9,000.00","9,000.00","18/02/2011","13/07/2011","Land Adjoining Close Lake is an invalid street name"
"0a736153cbd6ae53b74aa5a38b54ce86","","","","Land At Close-E-Kee","St Judes","Andreas","","Andreas","32,000.00","32,000.00","14/12/2011","04/05/2012","Land At Close-E-Kee is an invalid street name"
"485cfd1ce0a8006d1b7e9e45f9a760c8","","","","Land At Close-E-Kee","St Judes","Andreas","","Andreas","32,000.00","32,000.00","05/09/2016","13/10/2016","Land At Close-E-Kee is an invalid street name"
"c6c4996b67fce5455be088ab3ad137a5","","","","Land At Close-E-Kee","St Judes","Andreas","","Andreas","35,000.00","35,000.00","17/12/2021","19/02/2022","Land At Close-E-Kee is an invalid street name"
"024559b44cddc2916fb0048c664517df","","","Field No. 121931","Part Of Kerrowgarrow","","Andreas","","Andreas","25,550.00","25,550.00","05/10/2012","08/01/2013","Part Of Kerrowgarrow is an invalid street name"
"928608a9c8def327685fdb055453b23c","","","","Lands And Premises","West Braust","Andreas","","Andreas","24,000.00","12,000.00","12/12/2012","05/03/2013","Lands And Premises is an invalid street name"
"b8db13fe7ef3935c4cd167c6226ac22f","","","","Lands And Premises","West Braust","Andreas","","Andreas","25,000.00","25,000.00","14/08/2017","23/10/2017","Lands And Premises is an invalid street name"
"857b85fa35d19d65923b06a18ee32b84","","","","Land Adjoining  Ballawhane Farm","","Andreas","IM7 3EG","Andreas","50,000.00","50,000.00","29/08/2014","02/02/2015","Land Adjoining  Ballawhane Farm is an invalid street name"
"df4c202a4279d558a749bb914d3b7dc3","","","","Land At Burmah Road","","Andreas","","Andreas","70,000.00","70,000.00","20/05/2016","18/08/2016","Land At Burmah Road is an invalid street name"
"aa81784e32120ee8517d798aeedad6fe","","","Field Numbers 124404 120855 120858 And 120904","Abutting Ballacamaish Road","","Andreas","IM7 3EJ","Andreas","180,000.00","180,000.00","25/10/2016","08/02/2017","Abutting Ballacamaish Road is an invalid street name"
"6b517b17fdc26aae871a21faa9963d3e","","","","Plot Of Land Situate At Ballacrebbin","","Andreas","","Andreas","500.00","0.00","19/12/2016","18/04/2017","Plot Of Land Situate At Ballacrebbin is an invalid street name"
"87fb4171856a8e4c7499b12038ca4227","","","","Land Off Burmah Road","","Andreas","IM7 4JA","Andreas","45,000.00","45,000.00","20/03/2017","11/05/2017","Land Off Burmah Road is an invalid street name"
"6081511be67c585efe1365c56b490308","","","Parcel Of Land","Abutting Thie Cheerey","Main Road","Andreas","IM7 4HH","Andreas","5,000.00","5,000.00","19/06/2017","31/08/2017","Abutting Thie Cheerey is an invalid street name"
"89c9ad760e4074335ad8e75ca95c2dbc","","","Parcel Of Land","Abutting Thie Cheerey","Main Road","Andreas","IM7 4HH","Andreas","23,000.00","23,000.00","23/11/2021","26/01/2022","Abutting Thie Cheerey is an invalid street name"
"6932228dc63034bd616074189bb765c3","","","","Land Part Of The Estate Of Ballavarry","","Andreas","","Andreas","150,000.00","150,000.00","06/10/2017","12/01/2018","Land Part Of The Estate Of Ballavarry is an invalid street name"
"666b9aa3a457cb7a2cbaf17ebdbe654f","","","","Land Part Of Ballawhane","Blue Point","Andreas","","Andreas","850,000.00","660,000.00","02/10/2018","03/10/2018","Land Part Of Ballawhane is an invalid street name"
"51fc112d0c74b363b7da23ef29c7e0da","","","","10 Ballasteen Road","","Andreas","IM7 4HG","Andreas","240,000.00","240,000.00","20/06/2018","05/10/2018","10 Ballasteen Road is an invalid street name"
"daae61f0544372cdb39afee28e302a5b","","","","Land Part Of Callows Field","","Andreas","","Andreas","11,789.45","11,789.45","17/08/2018","09/02/2019","Land Part Of Callows Field is an invalid street name"
"d09556c8005864dde0771d5a145d3bca","","","","Land Part Of Callows Field","","Andreas","","Andreas","23,210.55","23,210.55","27/06/2018","19/02/2019","Land Part Of Callows Field is an invalid street name"
"2c2b2f4a3c921531f4bfdeec445ee2c2","","","","Land Part Of Callows Field","","Andreas","","Andreas","5,000.00","5,000.00","23/11/2021","26/01/2022","Land Part Of Callows Field is an invalid street name"
"05dbe17db122d98065efae73298bd109","","","","Land At Pond Road And Jurby Road","Ballachurry","St Judes","IM7 2EN","Andreas","37,500.00","37,500.00","10/09/2018","28/01/2019","Land At Pond Road And Jurby Road is an invalid street name"
"93cfec0c1d9e3a14bcb4b4b74db03329","","","","Land To The Rear Of 2 Georges Close","","Andreas","","Andreas","4,989.68","4,989.68","13/11/2017","30/07/2019","Land To The Rear Of 2 Georges Close is an invalid street name"
"ee5008701f238de9f4cce8169df2b80b","","","","Part Of Field 122653","St Judes Road","Andreas","","Andreas","45,000.00","45,000.00","26/03/2019","26/10/2019","Part Of Field 122653 is an invalid street name"
"c265986f4c823dd2743fe044c333a2e5","","","","Land Adjoining Kerrowmoar Farm","","Andreas","IM7 3HE","Andreas","170,000.00","170,000.00","05/08/2019","30/10/2019","Land Adjoining Kerrowmoar Farm is an invalid street name"
"a189d40281349a3448ba181f3ed6b15b","","","Farrants Fort","","St Judes","Andreas","IM7 2EN","Andreas","1,000,000.00","1,000,000.00","14/10/2020","11/12/2020"," is an invalid street name"
"4f07e21c1c95dbd6db76c7a76b4ee2ad","","","","Land At Rear Of Thie Cheerey","","Andreas Village","","Andreas","14,000.00","14,000.00","15/10/2020","13/01/2021","Land At Rear Of Thie Cheerey is an invalid street name"
"559a0ecf4c4403d852d330d85378482d","","","","Land Part Of The Craig","St Judes","Andreas","","Andreas","2,500.00","2,500.00","17/12/2020","12/02/2021","Land Part Of The Craig is an invalid street name"
"78330c8d5462203ef6cf1f3a771c29dd","","","Parcel Of Land Part Of Regaby Veg Estate","Abutting Regaby West Road","","Andreas","","Andreas","5,000.00","5,000.00","18/06/2021","26/08/2021","Abutting Regaby West Road is an invalid street name"
"23e38de3924eb125fa987b9d5efa5899","","","","Land To Rear Of 4 Georges Close","","Andreas","","Andreas","9,500.00","9,500.00","18/03/2022","25/07/2022","Land To Rear Of 4 Georges Close is an invalid street name"
"a21745cfaf325858224576662fdbc10c","","","","Land Abutting Oatlands Road","","Andreas","","Andreas","61,000.00","61,000.00","27/04/2022","20/07/2022","Land Abutting Oatlands Road is an invalid street name"
"ab5e40dec6b8f8ec5d93aef363019a7f","","","","Plot Of Land At The Guilcaugh","","Andreas","","Andreas","165,000.00","165,000.00","07/06/2022","06/09/2022","Plot Of Land At The Guilcaugh is an invalid street name"
"194c05ba6210dcc80366aec51822ab9e","","","","Land At Ballaghaue","","Andreas","IM7 4EW","Andreas","2,500.00","2,500.00","06/10/2022","18/01/2023","Land At Ballaghaue is an invalid street name"
"30f8532f2c1c3f8b7bb7c3bef3b288b2","","","","Land At Burma Road","","Andreas","","Andreas","65,000.00","65,000.00","21/10/2022","07/02/2023","Land At Burma Road is an invalid street name"
"8d8c1b7b33eeba97672054036ca04b08","","","Approximately 4.5 Acres","Off A17 Bride Road","","Andreas","","Andreas","70,000.00","70,000.00","30/10/2023","11/12/2023","Off A17 Bride Road is an invalid street name"
"ff4de5c4ac5d40a364528266704db3bc","","","Block Eary Dam","Off Sulby Glen","","Sulby","","Lezayre","","50.00","23/12/1946","12/09/2002","Off Sulby Glen is an invalid street name"
"b1c2bed4e37e3e1822e43fb2e886afc5","","","Plot Of Land","Abutting Clenagh Road","","Sulby","","Lezayre","","20,000.00","03/12/2003","27/04/2004","Abutting Clenagh Road is an invalid street name"
"fc1c90e7143c7457ba8399b13f85d008","","","Plot Of Land With Two Garages","Off Hope Street","","Ramsey","","Lezayre","","16,500.00","18/02/2005","26/04/2005","Off Hope Street is an invalid street name"
"e61c779e44e1915a848e99c2a7d16c56","","","Plot Of Land With Two Garages","Off Hope Street","","Ramsey","","Lezayre","49,000.00","49,000.00","30/05/2022","22/06/2022","Off Hope Street is an invalid street name"
"f9872b89370a750289013d831393de71","","","Garage 1","Off Premier Road","","Ramsey","","Lezayre","","11,500.00","15/04/2005","26/07/2005","Off Premier Road is an invalid street name"
"c7bd2969fd0c59b2b9030e55b0d453c4","","","Garage 1","Off Premier Road","","Ramsey","","Lezayre","15,000.00","15,000.00","07/09/2007","19/03/2008","Off Premier Road is an invalid street name"
"7158d3b4d608c5c5429671ac58d5e580","Parcel of Land","","Part Of Milntown Estate","Abutting Lezayre Road","","Ramsey","","Lezayre","","85,000.00","31/03/2005","04/08/2005","Abutting Lezayre Road is an invalid street name"
"fcd46fd8c64ecd613c3da91633e5cac3","Parcel of Land","","Part Of Milntown Estate","Abutting Lezayre Road","","Ramsey","","Lezayre","","85,000.00","27/01/2006","15/02/2006","Abutting Lezayre Road is an invalid street name"
"990c96d54eb9d542c405b9512009a6db","","","Parcel Of Land","Abutting Garey Road","","Lezayre","","Lezayre","","1,200.00","02/06/2005","17/01/2006","Abutting Garey Road is an invalid street name"
"3e27dd58dcf842284cca5d95cef77ed6","","","Plot Of Land","Abutting The Mountain Road","","Lezayre","","Lezayre","","0.25","11/11/2005","13/01/2006","Abutting The Mountain Road is an invalid street name"
"d5c69411662f17a875c2568ba1fea172","","","Estate Road","Part Of The Development Of Cronk Ruagh","Jurby Road","Lezayre","","Lezayre","","1,000.00","25/01/2006","05/05/2006","Part Of The Development Of Cronk Ruagh is an invalid street name"
"3b8f3ca181ac0fcda16f3f26318ec98a","","","Estate Road","Part Of The Development Of Cronk Ruagh","Jurby Road","Lezayre","","Lezayre","1,000.00","0.25","15/06/2007","22/11/2007","Part Of The Development Of Cronk Ruagh is an invalid street name"
"3cd90a4eafaeb1eba49ae4343cf3bf68","","","","Land At Lower Milntown","","Ramsey","","Lezayre","","160,000.00","02/12/2005","13/04/2006","Land At Lower Milntown is an invalid street name"
"9257220a8e7b804c59223a3ca82baa9a","","","Plot 5","Land At Glen Auldyn","","Lezayre","","Lezayre","","170,000.00","01/02/2006","15/09/2006","Land At Glen Auldyn is an invalid street name"
"4fd09b9a808bca5727b0ee447c352024","","","Plot 4","Land At Glen Auldyn","","Lezayre","","Lezayre","","140,000.00","25/05/2006","18/09/2006","Land At Glen Auldyn is an invalid street name"
"11e85a9dd5814b8f643749d6ec50e671","","","Plot 4","Land At Glen Auldyn","","Lezayre","","Lezayre","","170,000.00","30/11/2006","25/01/2007","Land At Glen Auldyn is an invalid street name"
"01222e057a6dca413ae1b9eac53b116a","","","The Retreat","Off Windsor Road","","Ramsey","IM8 3EG","Lezayre","","157,000.00","21/09/2006","07/02/2007","Off Windsor Road is an invalid street name"
"8a1901e6b251a65df13f6488ea0fa697","","","The Vollan","Off Bride Road","","Ramsey","","Lezayre","1,147,225.00","1,147,225.00","12/12/2006","06/09/2007","Off Bride Road is an invalid street name"
"57a4bfe615662771d50c5866cb20c884","","","","Plot Of Land At Lezayre Road","","Ramsey","","Lezayre","","9,750.00","19/01/2007","13/04/2007","Plot Of Land At Lezayre Road is an invalid street name"
"5569d66f5181ffeac2b5f904140275b9","","","","Plot Of Land At Lezayre Road","","Ramsey","","Lezayre","9,750.00","9,750.00","09/08/2011","25/11/2011","Plot Of Land At Lezayre Road is an invalid street name"
"745d06ecbb43bcad5710aaf62faaf502","","","","Plot Of Land At Lezayre Road","","Ramsey","","Lezayre","9,750.00","9,750.00","09/11/2011","25/11/2011","Plot Of Land At Lezayre Road is an invalid street name"
"a034227a3556cd096cc6cabd6abeddbe","","","","Plot Of Land At Lezayre Road","","Ramsey","","Lezayre","1,000.00","1,000.00","14/11/2011","05/12/2011","Plot Of Land At Lezayre Road is an invalid street name"
"a462f8ffd37ab84af73927bb3e33f19a","","","","Strip Of Land At Lezayre Road","","Ramsey","","Lezayre","","1,000.00","19/01/2007","13/04/2007","Strip Of Land At Lezayre Road is an invalid street name"
"d07401f060b688fc79c315b9c5423642","","","","Strip Of Land At Lezayre Road","","Ramsey","","Lezayre","1,000.00","0.25","09/11/2007","11/06/2008","Strip Of Land At Lezayre Road is an invalid street name"
"03a20da8ee848efe84ac6ec026ecaabf","","","Land ","At Clenagh Road","","Lezayre","","Lezayre","16,000.00","16,000.00","12/07/2007","28/11/2007","At Clenagh Road is an invalid street name"
"0aec0c4b65c359f38e0a139086376d32","","","Naylies Meadow","Off Clenagh Road","","Sulby","","Lezayre","35,000.00","35,000.00","21/09/2007","18/04/2008","Off Clenagh Road is an invalid street name"
"3c651bf7e42e9d4aed8f7ec2858b45c2","","","A Garage","Upon A Lane At Rear Of Mooragh Promenade","","Ramsey","IM8 3BA","Lezayre","49,995.00","49,995.00","16/05/2008","30/09/2008","Upon A Lane At Rear Of Mooragh Promenade is an invalid street name"
"1f51d720425e6e441de41b8c1dea8ab0","","","A Plot Of Land","Part Of The Estate Of Ballakillinghan","","Lezayre","","Lezayre","20,000.00","20,000.00","05/09/2008","01/11/2008","Part Of The Estate Of Ballakillinghan is an invalid street name"
"9f730c36fed2fcb7178e9ff7313871c5","","","A Plot Of Land","At Glen Auldyn","","Lezayre","","Lezayre","3,000.00","3,000.00","01/10/2008","13/11/2008","At Glen Auldyn is an invalid street name"
"238a45bfe4f64b4827e2deaea314de3f","","","","Lane Adjoining 13 Royal Park","","Ramsey","IM8 3UF","Lezayre","","0.25","07/11/2008","02/11/2010","Lane Adjoining 13 Royal Park is an invalid street name"
"e4692823b4787dd98c9be387b6db218a","","","","Lane Adjoining 13 Royal Park","","Ramsey","IM8 3UF","Lezayre","","0.25","19/09/2008","02/11/2010","Lane Adjoining 13 Royal Park is an invalid street name"
"99d00469c60ce42ee8d8aa691bdd957c","","","","Lane Adjoining 13 Royal Park","","Ramsey","IM8 3UF","Lezayre","","0.25","21/11/2008","02/11/2010","Lane Adjoining 13 Royal Park is an invalid street name"
"ba375f4d3f5790f88618d98dc1d4b94c","","","","Lane Adjoining 13 Royal Park","","Ramsey","IM8 3UF","Lezayre","","0.00","16/08/2019","05/09/2019","Lane Adjoining 13 Royal Park is an invalid street name"
"95975cc6ee0bd2a4050e1dd1630cb041","","","","Lane Adjoining 13 Royal Park","","Ramsey","IM8 3UF","Lezayre","0.00","0.00","01/09/2021","23/02/2022","Lane Adjoining 13 Royal Park is an invalid street name"
"70792f20f37e214f26df1b118742416e","","","Beaconsfield Croft","Off Jurby Road","","Ramsey","IM8 3PF","Lezayre","145,000.00","145,000.00","18/09/2008","10/03/2009","Off Jurby Road is an invalid street name"
"11f01a679959192b08223b946a8bd441","","","Beaconsfield Croft","Off Jurby Road","","Ramsey","IM8 3PF","Lezayre","145,000.00","145,000.00","18/11/2008","19/03/2009","Off Jurby Road is an invalid street name"
"20ad1705f54ae043db656790f2c24356","","","Land Abutting Snaefell Mountain Road","At The Bungalow","","Lezayre","","Lezayre","1,000.00","0.25","28/01/2009","28/04/2009","At The Bungalow is an invalid street name"
"099735bdca76177d215ec185f0bed02b","","","A Plot Of Land","Adjoining Alma Cottage","St Judes Road","Sulby","IM7 2ES","Lezayre","2,000.00","2,000.00","31/12/2008","15/04/2009","Adjoining Alma Cottage is an invalid street name"
"c87b3696587a03c5a11ed4f29e259f2b","","","A Plot Of Land","Adjoining Alma Cottage","St Judes Road","Sulby","IM7 2ES","Lezayre","2,000.00","2,000.00","01/06/2009","16/12/2009","Adjoining Alma Cottage is an invalid street name"
