Planning  Applications Determined between 1/1/17 - 31/12/17,,,,,
Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,17/00657/B,"Replacement of windows with PVC casement units, and replacement of door with upvc composite stable style door",04-Aug-17,Head of Development Management,Clove Cottage Main Road Kirk Michael Isle Of Man IM6 2HG
Permitted,17/00694/B,Alteration to windows and door on rear elevation,04-Aug-17,Head of Development Management,Bay View 23 Manor Park Onchan Isle Of Man IM3 2EW 
Refused,17/00701/B,Removal of agricultural workers conditions on dwelling,22-Sep-17,Senior Planning Officer - South (SC),Ballachree Lhen Road Bride Isle Of Man IM7 4BF
Permitted,17/00336/CON,Registered Building Consent for refurbishment and repair of first three bays of pier including widening of first bay and installation of toilet facilities within entrance building - RB 154 (in connection with planning application 17/00335/GB),04-Jul-17,Planning Committee,Queens Pier Stanley Mount East Ramsey Isle Of Man IM99 1PS
Permitted,17/00425/B,Replacement of existing conservatory polycarbonate roof with tiled roof,02-Jun-17,Senior Planning Officer - South (SC),21 Hilltop Rise Douglas Isle Of Man IM2 2LE
Permitted,17/00447/B,Replacement of existing glazed conservatory roof with tiles,30-Jun-17,Senior Planning Officer - South (SC),103 Malew Street Castletown Isle Of Man IM9 1LX
Permitted,17/00529/B,Erection of a single storey extension,18-Jul-17,Senior Planning Officer - South (SC),9 Reayrt Ny Crink Crosby Isle Of Man IM4 2EA 
Permitted,17/00614/B,Replacement of existing timber sliding sash windows with white UPVC sliding sash windows,18-Jul-17,Senior Planning Officer - South (SC),17 Queens Terrace Douglas Isle Of Man IM1 4BZ
Permitted,17/00658/B,Erection of a rear replacement conservatory,28-Jul-17,Senior Planning Officer - South (SC),Pier House Stanley Mount East Ramsey Isle Of Man IM8 1NP
Permitted,17/00714/B,Alterations to existing kitchen/breakfast room to provide ground floor wc,17-Aug-17,Senior Planning Officer - North (CB),9 Peveril Terrace Peel Isle Of Man IM5 1PH
Permitted,17/00795/B,"Alterations to property including removal of a chimney stack, installation of rooflights and installation of two new window openings",14-Dec-17,Planning Committee,8 Fort William Head Road Douglas Isle Of Man IM1 5BQ 
Refused,17/00843/B,"Demolition of existing garage and outbuilding, and erection of two dwellings with on site parking",25-Sep-17,Head of Development Management,Land And Garage Adj To Maycroft Park Road Port St. Mary Isle Of Man  
Permitted,17/00814/B,Conversion of former Guest House to provide four residential apartments with associated parking,14-Sep-17,Head of Development Management,9 Christian Road Douglas Isle Of Man IM1 2QH
Permitted,17/00876/B,Replacement of existing roof tiles with spanish slate,22-Sep-17,Senior Planning Officer - South (SC),21 Christian Street Peel Isle Of Man IM5 1NW
Permitted,17/01028/B,"Alterations and refurbishment to create 10 bedroom hostel, including construction of a bike storage room, alterations to the existing side entrance, creation of 7 motorbike spaces in existing parking space, and installation of air source heat pumps",14-Nov-17,Planning Committee,38 Murrays Road Douglas Isle Of Man IM2 3HW 
Permitted,17/01070/CON,"Registered Building consent for alterations including rendering to front and gable elevations, repair works to gutter and chimney stack and installation of two replacement roof lights (in association with 17/01069/GB) Registered Building Nos. 37",17-Nov-17,Senior Planning Officer - South (SC),7 The Parade Castletown Isle Of Man IM9 1LG
Permitted,17/01072/B,Erection of workshop to side and sun room extension to rear elevation,22-Dec-17,Senior Planning Officer - South (SC),7 Lakeside View Douglas Isle Of Man IM2 7BS
Permitted,17/01118/B,"Alterations including raised deck, external staircase and window and door alterations",15-Dec-17,Senior Planning Officer - South (SC),Thornton Cottage Croit E Quill Road Laxey Isle Of Man IM4 7JQ
Permitted,17/01120/B,Ground floor window / door alterations to approved front elevation,15-Dec-17,Senior Planning Officer - South (SC),8 Arbory Street Castletown Isle Of Man IM9 1LJ
Permitted,17/00863/B,Creation of French doors,22-Sep-17,Senior Planning Officer - South (SC),1 Horseshoe Avenue Douglas Isle Of Man IM2 1QT
Permitted,17/00922/B,Installation of replacement windows,15-Nov-17,Head of Development Management,Flat Above Post Office Douglas Street Peel Isle Of Man IM5 1BB 
Permitted,17/00923/B,Alterations and erection of extension to both dwelling house and detached garage,06-Oct-17,Senior Planning Officer - South (SC),Reayrt Aalin Gardeners Lane Ramsey Isle Of Man IM8 3PN 
Permitted,17/00940/B,Alterations to existing access,23-Oct-17,Head of Development Management,Entrance To Dalby House Dalby Isle Of Man IM5 3BW  
Permitted,17/00944/B,Replacement front door with white frame and green finish PVC composite door,23-Oct-17,Senior Planning Officer - North (CB),59 Douglas Street Peel Isle Of Man IM5 1BD
Permitted,17/00984/B,"Variation of condition 3 of PA 04/01028/B, to permit the use of the building as an independent residential dwelling",02-Nov-17,Director 2017+,Crag Lea Lodge Belle Vue Peel Isle Of Man IM5 1UH 
Permitted,17/01001/B,Extension of existing menage,27-Oct-17,Head of Development Management,Field 522740 Quines Hill Port Soderick Isle Of Man  
Permitted,17/01033/B,Replacement pvc windows to rear of property (retrospective),23-Nov-17,Head of Development Management,8 Thorny Road Douglas Isle Of Man IM2 5ED
Permitted,17/01078/B,Alterations to the facades and extension to the rear of the existing building to create additional office space,29-Nov-17,Planning Committee,Celtic House Victoria Street Douglas Isle Of Man IM1 2LR
Permitted,17/00930/B,"Conversion of existing building to a distillery, to include lifting and replacement of existing roof and alterations to the front elevation and installation of double doors",17-Oct-17,Planning Committee,10 West Quay Ramsey Isle Of Man IM8 1DW 
Permitted,17/00982/B,Replacement of existing annex roof with tiled roof,20-Oct-17,Head of Development Management,169 Fairways Approach Mount Murray Douglas Isle Of Man IM4 2JH 
Permitted,17/01129/B,Replacement of three existing timber doors with new painted timber doors,22-Dec-17,Senior Planning Officer - South (SC),Old Market House 2 - 6 Market Street Peel Isle Of Man IM5 1AD 
Permitted,17/01139/B,Alterations and extension including installation of dormer window,18-Dec-17,Senior Planning Officer - South (SC),Westfield Regaby West Road Andreas Isle Of Man IM7 3HL
Permitted,16/01043/B,Creation of detached garden sunroom/shed.,06-Jan-17,Senior Planning Officer - South (SC),Rough Lea Glen Road Laxey Isle Of Man IM4 7AN
Permitted,16/01210/B,"Conversion of property to provide residential accommodation including creation of first floor, new vehicular access and external alterations to provide parking.",29-Mar-17,Senior Planning Officer - South (SC),Methodist Sunday School Glen Road Laxey Isle Of Man IM4 7AH 
Permitted,16/01367/C,Change of use of field to campsite,25-Apr-17,Planning Committee,Ballakaighen Farm Whitebridge Road Onchan Isle Of Man IM4 6AD 
Permitted,16/01372/B,"Alterations and additions to form restaurant, commercial units and four apartments and erection of flue",05-Apr-17,Planning Committee,Isle Of Man Bank 26 Main Road Onchan Isle Of Man IM3 1AP
Permitted,17/00002/B,Construction of a replacement dwelling including extension of residential curtilage and new access,07-Feb-17,Planning Committee,Wheatcroft Ballaragh Laxey Isle Of Man IM4 7PW 
Permitted,17/00011/B,Erection of replacement conservatory,01-Mar-17,Senior Planning Officer - South (SC),Paper Mill East Baldwin Isle Of Man IM4 5EP 
Permitted,17/00136/B,Installation of play equipment,17-Mar-17,Senior Planning Officer - North (CB),Ellison's Green Cannan Avenue Kirk Michael Isle Of Man  
Permitted,16/01071/B,Erection of a two storey extension (Amended to PA 15/01245/B),06-Jan-17,Senior Planning Officer - North (CB),Braddan Bridge House Peel Road Braddan Douglas Isle Of Man IM4 4TN 
Permitted,16/01219/B,Proposed new glazing to shop front,09-Feb-17,Senior Planning Officer - South (SC),Ground Floor 8 Victoria Street Douglas Isle Of Man IM1 2LH 
Permitted,16/01321/B,Alterations and single storey extension to rear of property.,13-Feb-17,Senior Planning Officer - North (CB),12 First Avenue Douglas Isle Of Man IM2 6BA
Permitted,17/00222/B,Erection of stables and tractor/lawn mower store (amendments to PA 16/01188/B),08-May-17,Senior Planning Officer - North (CB),Field 524014 Old Castletown Road Port Soderick Isle Of Man  
Refused,17/00180/B,Relocation of boundary fencing to side of property,11-May-17,Senior Planning Officer - South (SC),41 Cherry Walk Douglas Isle Of Man IM2 5NW
Permitted,17/00260/B,Renovation and extension of Tholtan to create ancillary living accommodation,12-Jul-17,Planning Committee,Land Adjacent To Allandale Farm Ballamanagh Road Sulby Isle Of Man  
Permitted,17/00202/B,Erection of 8 light industrial units,07-Dec-17,Head of Development Management,Units A - H Former Manx Metals Site Balthane Industrial Estate Ballasalla Isle Of Man  
Permitted,17/00282/B,Replacement of existing garage and sun room with new rear extension,30-May-17,Senior Planning Officer - South (SC),7 Howstrake Drive Onchan Isle Of Man IM3 1BP
Permitted,17/00285/B,Erection of a detached store building and widening of existing vehicular access,19-Apr-17,Senior Planning Officer - North (CB),1 Creggans Avenue Peel Isle Of Man IM5 1DD
Permitted,17/00333/B,Replacement of existing polycarbonate conservatory roof with tiled roof,08-Jun-17,Senior Planning Officer - North (CB),105 Cronk Liauyr Douglas Isle Of Man IM2 5LS
Permitted,17/00353/B,"Construction of first floor extension over existing garage with associated internal alterations, and erection of 1.2m high timber boundary fence to side of dwelling",29-Jun-17,Senior Planning Officer - South (SC),1 The Church View Braddan Douglas Isle Of Man IM4 4TF
Permitted,17/00361/B,Enlargement of south elevation window and addition of light tube to west elevation roof,03-May-17,Senior Planning Officer - South (SC),13 Highfield Crescent Onchan Isle Of Man IM3 3BL
Refused,17/00404/B,Erection of a single storey conservatory on the south east facing balcony,21-Jun-17,Senior Planning Officer - South (SC),Bridge Cottage Bridge Street Castletown Isle Of Man IM9 1AX 
Refused,17/00417/A,Approval in principle for the erection of a new motorbike showroom including means of access,15-Aug-17,Senior Planning Officer - South (SC),Showroom Garage Derby Road Ramsey Isle Of Man IM8 1DA
Permitted,17/00695/C,Change of use of premises from hairdressing salon to a dog grooming salon and other pet services,29-Nov-17,Planning Committee,26A Summerhill Road Onchan Isle Of Man IM3 1LY
Permitted,17/00707/B,Creation of a doorway to serve new oil store within garage of Apartment One,17-Aug-17,Senior Planning Officer - North (CB),Apartment 1 & 2  Perwick Bay Apartments Perwick Road Port St. Mary Isle Of Man IM9 5PD
Permitted,17/00745/B,Erection of a detached garage within existing rear yard,17-Oct-17,Planning Committee,Kenilworth House The Promenade Port St. Mary Isle Of Man IM9 5DB
Permitted,17/00747/B,Installation of replacement roof tiles,18-Sep-17,Senior Planning Officer - South (SC),Woodland ( Formerly Lealand) Grove Mount West Ramsey Isle Of Man IM8 3HR
Permitted,17/00772/B,Relocation of fencing from within garden to boundary of garden,15-Sep-17,Senior Planning Officer - South (SC),41 Cherry Walk Douglas Isle Of Man IM2 5NW
Refused,17/00831/A,Approval in principle for the erection of a detached residential dwelling addressing siting and means of access,05-Oct-17,Planning Committee,Field 314381 Adjacent To Ta Thie Ain Laurel Bank St Johns Isle Of Man  
Permitted,17/00848/B,Installation of an air conditioning system and protective steel railings to rear elevation,15-Sep-17,Senior Planning Officer - South (SC),Pulrose Top Shop Alder Road Douglas Isle Of Man IM2 1EH 
Permitted,17/00424/B,Replacement of existing conservatory roof with tiles,26-May-17,Senior Planning Officer - North (CB),Ballavagher House Main Road Union Mills Isle Of Man IM4 4AR 
Permitted,17/00427/B,Alterations and raising of roof to rear extension,07-Jul-17,Head of Development Management,51 Sunningdale Drive Onchan Isle Of Man IM3 1EL
Permitted,17/00429/B,Installation of replacement windows to front elevation,26-May-17,Senior Planning Officer - South (SC),8 Hildesley Road Douglas Isle Of Man IM2 5AZ
Permitted,17/00441/B,Erection of an extension,26-May-17,Senior Planning Officer - North (CB),10 Knock Rushen Scarlett Castletown Isle Of Man IM9 1TQ 
Permitted,17/00467/D,Installation of both illuminated and non-illuminated signage,05-Jun-17,Senior Planning Officer - South (SC),Flannels The Strand Shopping Centre Strand Street Douglas Isle Of Man IM1 2ER
Permitted,17/00478/B,Blocking up of existing garage doorway,08-Aug-17,Senior Planning Officer - South (SC),Carnane 9 Marathon Avenue Douglas Isle Of Man IM2 4JA
Permitted,17/00532/GB,Additional use of residential property as self-catering tourist accommodation,20-Jun-17,Senior Planning Officer - North (CB),Douglas Lighthouse Cottage Douglas Head Douglas Isle Of Man IM1 5BP 
Permitted,17/00651/B,Installation of replacement windows,27-Jul-17,Head of Development Management,84 Malew Street Castletown Isle Of Man IM9 1LS
Permitted,17/00653/B,Replacement of existing first floor window with two window openings,27-Jul-17,Head of Development Management,89 Cronk Grianagh Estate Douglas Isle Of Man IM4 4RR 
Permitted,17/00660/B,Erection of a summerhouse,05-Oct-17,Head of Development Management,10 Harbour View Onchan Isle Of Man IM3 2AN
Permitted,16/01235/B,Proposed extension to farmhouse to provide additional living accommodation.,10-Jan-17,Senior Planning Officer - North (CB),Orrisdale Farm Orrisdale Road Ballasalla Isle Of Man IM9 3AE
Permitted,17/00661/B,"Creation of raised, decked areas to the rear of plots 2 and 3 and creation of terraced, decked areas to the rear of plot 1 with associated landscaping (PA 15/00739/B)",06-Oct-17,Head of Development Management,Former Motorlands Site Shore Road Bay Ny Carrickey Port St. Mary Isle Of Man  
Permitted,16/00839/B,Creation of a five storey building to provide retail space and six residential apartments,08-Aug-17,Planning Committee,Showroom East Quay Peel Isle Of Man IM5 1AR
Permitted,17/00754/B,Alterations and erection of rear extension,30-Aug-17,Director 2017+,9 Main Road Onchan Isle Of Man IM3 1BE
Permitted,17/00832/A,Approval in principle for the erection of three detached dwellings,15-Sep-17,Head of Development Management,"Fields 432533, 432534 & 432535 Phildraw Road Ballasalla Isle Of Man  "
Permitted,17/00833/B,Creation of a vehicular access to serve three dwellings,15-Sep-17,Head of Development Management,"Fields 432533, 432534 & 432535 Phildraw Road Ballasalla Isle Of Man"
Permitted,17/00845/B,External refurbishment of existing dwellings,15-Sep-17,Senior Planning Officer - South (SC),61-77 Groves Road  And 2-6 Springfield Avenue Douglas Isle Of Man IM2 1DU
Permitted,17/00850/B,Removal of existing chimney,14-Sep-17,Head of Development Management,18 Thornhill Close Port Erin Isle Of Man IM9 6NG
Permitted,17/00342/C,Change of use of residential apartment to permit additional use as self catering tourist accommodation,25-May-17,Senior Planning Officer - South (SC),125 Spectrum Apartments Central Promenade Douglas Isle Of Man IM2 4JL 
Permitted,17/00460/B,Installation of a flue from new wood burning stove,05-Jun-17,Senior Planning Officer - South (SC),Ballarich 1 Salisbury Street Douglas Isle Of Man IM2 3HS
Permitted,17/00577/B,Alterations and extensions replacing existing conservatory and porch,30-Jun-17,Head of Development Management,11 River Walk Braddan Douglas Isle Of Man IM4 4TJ
Permitted,17/01019/B,Surfacing works in connection with use of land as car park (retrospective),06-Nov-17,Head of Development Management,Car Park Mount Havelock Douglas Isle Of Man
Permitted,17/01128/B,"Installation of new concrete hardstanding and new 2,500 litre bunded diesel fuel store",15-Dec-17,Senior Planning Officer - South (SC),Northern Civic Amenity Site Bride Road Ramsey Isle Of Man  
Permitted,17/01155/B,"Alterations including replacement of windows with UPVC sliding sash to front and casement windows to rear, creation of door in existing window opening, installation of bunded oil tank and removal of central column of driveway entrance.",15-Dec-17,Senior Planning Officer - South (SC),Rose Lodge Mount Bradda Douglas Isle Of Man IM1 4AR
Permitted,17/00331/B,Closing up of existing and creation of a new vehicular access and relocation of driveway,30-Jun-17,Head of Development Management,31 Eskdale Road Onchan Isle Of Man IM3 2AH
Permitted,17/00526/D,Installation of non-illuminated signage in connection with the Salvation Army's proposed temporary use of the premises,20-Jun-17,Senior Planning Officer - South (SC),Fairfield School Fairfield Terrace Douglas Isle Of Man IM1 1BE
Permitted,17/00618/B,Installation of tiled pitched roof to existing sun room on rear elevation,14-Jul-17,Head of Development Management,36 Cronk Avenue Onchan Isle Of Man IM3 3DE
Permitted,17/01081/GB,"Door and window alterations, installation of flue and ventilation grills and external lighting (in association with 17/01082/CON)",01-Dec-17,Planning Committee,Market Hall Market Hill Douglas Isle Of Man IM1 2BH
Permitted,17/01082/CON,"Registered Building consent for door and window alterations, installation of flue and ventilation grills, lighting, basement and ground floor refurbishment works and  installation of a mezzanine level  (in association with 17/01081/GB) Registered Building",01-Dec-17,Planning Committee,Market Hall Market Hill Douglas Isle Of Man IM1 2BH
Permitted,16/00960/B,Proposed new dwelling adjacent to Ellan Vannin,13-Jun-17,Planning Committee,Land At Ellan Vannin Laxey Road Baldrine Isle Of Man  
Refused,16/01031/B,Creation of 5 new car park spaces.,06-Jan-17,Senior Planning Officer - North (CB),Eyreton Park Crosby Isle Of Man  
Permitted,16/01076/B,Erection of two detached dwellings,23-Feb-17,Planning Committee,Site Adjacent To Drumain Farm Ballaragh Road Lonan Isle Of Man  
Permitted,16/01237/B,Alterations and extensions to dwelling.,25-Jan-17,Senior Planning Officer - North (CB),11 Howe Road Onchan Isle Of Man IM3 2BB
Permitted,16/01251/C,Additional use of residential dwelling as tourist living accommodation,04-Jan-17,Senior Planning Officer - South (SC),Palm Villa 10 Harbour View Onchan Isle Of Man IM3 2AN
Permitted,16/01253/B,Replacement of existing glazed conservatory roof with tiles,20-Jan-17,Senior Planning Officer - South (SC),3 Parsonage Glebe St Johns Isle Of Man IM4 3LT 
Permitted,16/01304/B,"Alterations, erection of rear extension and installation of dormer windows",03-Jan-17,Senior Planning Officer - South (SC),11 Park Road Ramsey Isle Of Man IM8 3AR
Permitted,16/01305/B,Erection of one bay extension to existing agricultural storage building,06-Jan-17,Senior Planning Officer - South (SC),Agricultural Building Ballagarraghyn Farm Coast Road Jurby Isle Of Man  
Permitted,16/01306/B,Erection of an extension to front elevation,10-Jan-17,Senior Planning Officer - North (CB),Hillside 22 Ballafurt Close Port Erin Isle Of Man IM9 6HS
Permitted,16/01307/LAW,Application to make lawful the use as a house of multiple occupation,23-Jan-17,Director 2017+,Waverley House Approach Road Ramsey Isle Of Man IM8 1EB
Permitted,16/01316/A,"Approval in principle to construct 7 detached dwellings with garages (including details of internal site layout, means of access and landscaping).",06-Apr-17,Planning Committee,Ballabeg Main Road Glen Vine Isle Of Man IM4 4BA 
Permitted,16/01325/C,Change of use of part of practice ground as campsite for 2017 TT and Festival of Motoring periods.,09-Mar-17,Planning Committee,Field 314539 Rheast Lane Peel Isle Of Man  
Permitted,16/01332/B,Alteration to shopfront glazing to Duke Street and King Street elevations,10-Jan-17,Senior Planning Officer - North (CB),Ground Floor Shop Units  19 Duke Street Douglas Isle Of Man IM1 2BB
Permitted,16/01335/B,Installation of pvc framed glazed enclosures to two balconies.,06-Jan-17,Senior Planning Officer - South (SC),404/405 Kings Court Ramsey Isle Of Man IM8 1LN 
Permitted,16/01339/C,Change of use of registered building (RB 122) from offices to tourism and residential use.,08-Feb-17,Senior Planning Officer - South (SC),Welch House Church Road Onchan Isle Of Man IM3 1BF
Permitted,16/01377/B,"Alterations to approved garage block including dormer position and materials for roof covering, doors, windows and fascia boards (retrospective)",16-Mar-17,Senior Planning Officer - North (CB),Staward Farm Garage Block Sulby Claddagh Sulby Isle Of Man IM7 2BA 
Application Withdrawn,16/01393/B,Installation of 14 steel planters to replace existing wooden planters,04-Jan-17,Withdrawn,A26 St. Marks Village Malew Isle Of Man  
Permitted,16/01394/B,Erection of extension to beauty therapy rooms and creation of private and sheltered garden area,01-Feb-17,Senior Planning Officer - South (SC),King Edward Bay Golf Club Groudle Road Onchan Isle Of Man IM3 2JR 
Permitted,16/01418/B,"Replacement of windows with white upvc, replacement of dining room roof lights with polycarbonate roof and re-roofing of conservatory with polycarbonate roof",30-Jan-17,Senior Planning Officer - North (CB),Ellan Vannin Home Kingswood Grove Douglas Isle Of Man IM1 3LX
Permitted,17/00004/B,Replacement of existing porch roof with tiled roof to match existing property,14-Feb-17,Senior Planning Officer - North (CB),Woodlee 11 Hillberry Green Douglas Isle Of Man IM2 6DE
Permitted,17/00032/B,Installation of gable window,20-Feb-17,Senior Planning Officer - South (SC),Kittiwake Cottage Minorca Hill Laxey Isle Of Man IM4 7EA
Permitted,17/00206/B,Replacement roof to side annex,30-Mar-17,Senior Planning Officer - South (SC),2 Glen Maye Park Glen Maye Isle Of Man IM5 3AX
Permitted,17/00203/B,Erection of 1 light industrial unit,07-Dec-17,Head of Development Management,Unit I Former Manx Metals Site Balthane Industrial Estate Ballasalla Isle Of Man  
Permitted,17/00208/B,"Installation of replacement windows, doors and cladding",19-Apr-17,Senior Planning Officer - North (CB),Brewery Wharf Apartments Brewery Wharf Castletown Isle Of Man IM9 1ES 
Permitted,17/00209/B,Replacement of existing glazed conservatory roof with tiles,31-Mar-17,Senior Planning Officer - South (SC),12 Hollydene Avenue Onchan Isle Of Man IM3 3HB
Permitted,16/01271/A,Approval in principle for erection of new dwelling including remodelling of existing vehicular access,25-Apr-17,Planning Committee,Land Adjacent To Herondale Main Road Glen Maye Isle Of Man  
Permitted,17/00112/B,Removal of chimney (retrospective),30-Mar-17,Senior Planning Officer - South (SC),Thie Corneil Stanley Mount West Ramsey Isle Of Man IM8 1LR
Permitted,17/00168/B,Erection of a potting shed,21-Mar-17,Senior Planning Officer - North (CB),Hospice Care Hospice Isle Of Man Strang Douglas Isle Of Man IM4 4RP 
Permitted,17/00720/B,Alterations to provide four bedroom house and parking area including adjustments to access,27-Sep-17,Head of Development Management,1 Riversdale Cottages Jurby Road Lezayre Ramsey Isle Of Man IM7 2EA
Permitted,17/00737/B,Alteration to window between main house and garage,30-Aug-17,Senior Planning Officer - Enf (AM),Greenacres 1 Ballaglonney Close Crosby Isle Of Man IM4 2DH
Permitted,17/00753/B,"Conversion of ground floor of office building to create coffee shop, with retention of office use above",05-Oct-17,Planning Committee,Park House Isle Of Man Business Park Douglas Isle Of Man IM2 2SA
Permitted,17/00785/B,Installation of replacement roof tiles,20-Sep-17,Senior Planning Officer - South (SC),46 Selborne Drive Douglas Isle Of Man IM2 3NH
Permitted,17/00811/B,Erection of a rear garage,03-Oct-17,Planning Committee,33 Westbourne Drive Douglas Isle Of Man IM1 4AY
Permitted,17/00812/C,Additional use of balcony as seating area in association with multi function centre,29-Nov-17,Planning Committee,Ballacregga Corn Mill Salmon Lake Centre Mines Road Wheel Hill Laxey Isle Of Man IM4 7NL 
Permitted,17/00207/B,Replacement roof to rear conservatory,30-Mar-17,Senior Planning Officer - South (SC),13 Close Cronk Peel Isle Of Man IM5 1DW 
Permitted,17/00211/B,Alterations and erection of a front porch and rear extension to dwelling,30-May-17,Director 2017+,11 Close Cam Port Erin Isle Of Man IM9 6NB
Refused,17/00271/B,Erection of workshop/garage/camper van store,13-Jul-17,Head of Development Management,Riverside Cottage Gardeners Lane Ramsey Isle Of Man IM8 3PN
Permitted,16/01326/B,Erection of a rear extension to dwelling,15-Feb-17,Senior Planning Officer - South (SC),9 Pinehurst Avenue Douglas Isle Of Man IM2 1PQ
Permitted,16/01328/B,Replacement of existing glazed conservatory roof with tiles,20-Jan-17,Senior Planning Officer - South (SC),7 Ballacubbon Close Ballabeg Castletown Isle Of Man IM9 4HR 
Permitted,16/01333/B,Alterations and erection of an extension to provide a swimming pool and associated accommodation,27-Apr-17,Planning Committee,Upper Cronk Farm Bride Road Andreas Isle Of Man IM7 4EY 
Permitted,17/00192/D,Erection of illuminated signage,04-Apr-17,Senior Planning Officer - North (CB),Peterson House Middle River Industrial Estate Douglas Isle Of Man IM2 1AL 
Permitted,17/00298/B,Replacement of existing conservatory and utility room with new extension,15-May-17,Senior Planning Officer - South (SC),20 Sunningdale Drive Onchan Isle Of Man IM3 1EQ
Permitted,16/00138/B,Erection of a two storey extension to dwelling,08-Mar-17,Planning Committee,The Willows Hibernia Road Maughold Isle Of Man IM7 1EN 
Permitted,17/00329/B,Installation of close boarded timber inward opening gates to existing opening,08-Jun-17,Senior Planning Officer - North (CB),27 Claughbane Drive Ramsey Isle Of Man IM8 2BH
Permitted,17/00393/B,Reduction in depth of front porch,26-May-17,Senior Planning Officer - North (CB),1 Glen Vine Cottages Main Road Glen Vine Isle Of Man IM4 4BG
Permitted,17/00464/B,Erection of detached stables,05-Jun-17,Senior Planning Officer - South (SC),1 Slegaby Cottages Little Mill Road Onchan Isle Of Man IM4 5BH
Permitted,17/00430/B,"Replacement of existing windows with black UPVC sliding sash to front, three white UPVC casement windows to rear and coloured composite door to front",21-Jun-17,Senior Planning Officer - South (SC),20 Shore Road Peel Isle Of Man IM5 1NH
Permitted,17/00516/B,"Variation of condition one of PA 12/01606/B for the erection of a replacement dwelling, to extend the period of approval for a further 2 years",15-Jun-17,Senior Planning Officer - South (SC),Gareyford Garey Road Garey Ramsey Isle Of Man IM7 2EQ 
Permitted,17/00572/CON,"Registered Building consent for alterations, creation of two hotel bedrooms, relocation of existing kitchen, doorway / access alterations and installation of sun tubes and new windows within resized existing openings (in association with 17/00571/GB) Regi",11-Aug-17,Head of Development Management,The George Hotel The Parade Castletown Isle Of Man IM9 1LG
Permitted,17/00576/B,Installation of a chimney,02-Aug-17,Senior Planning Officer - South (SC),19 Groudle Road Onchan Isle Of Man IM3 2EH 
Application Withdrawn,17/00928/B,Erection of agricultural building for use as animal shelter and storage,26-Oct-17,Withdrawn,Store Lheakerrow Farm Lhoobs Road Foxdale Isle Of Man  
Permitted,17/01106/B,Erection of a summerhouse (retrospective),15-Dec-17,Senior Planning Officer - South (SC),Spring Lodge Vicarage Road Douglas Isle Of Man IM2 2QF
Permitted,17/01107/B,Erection of a rear extension,23-Nov-17,Senior Planning Officer - North (CB),8 Maple Avenue Ballawattleworth Estate Peel Isle Of Man IM5 1WP 
Permitted,17/01108/B,Widening of an existing access,15-Dec-17,Senior Planning Officer - South (SC),Engineering Works Battery Pier Yard Battery Pier Douglas Isle Of Man IM4 2HA
Refused,17/00301/B,Installation of replacement windows and doors,18-May-17,Senior Planning Officer - South (SC),14 Selborne Drive Douglas Isle Of Man IM2 3LS 
Refused,17/00815/B,Erection of partial replacement fencing and landscaping (retrospective),31-Oct-17,Planning Committee,Rhianfa Ballafayle Ramsey Isle Of Man IM7 1ED 
Application Withdrawn,17/00816/B,Widening of an existing field access,19-Sep-17,Withdrawn,Field 624380 Jacks Lane Port E Vullen Ramsey Isle Of Man  
Permitted,17/01013/B,Replacement of existing front elevation patio doors and first floor windows with new UPVC units,31-Oct-17,Head of Development Management,7 Eastfield Douglas Isle Of Man IM1 4AU
Permitted,17/01069/GB,"Alterations including rendering to front and gable elevations, repair works to gutter and chimney stack and installation of two replacement roof lights (in association with 17/01070/CON)",17-Nov-17,Senior Planning Officer - South (SC),7 The Parade Castletown Isle Of Man IM9 1LG
Permitted,17/00504/B,Alterations and extensions to existing dwelling,15-Jun-17,Senior Planning Officer - North (CB),Langdale Gansey Port St. Mary Isle Of Man IM9 5LA 
Permitted,17/00909/B,Single storey extension to rear of property,27-Sep-17,Head of Development Management,14 Carnane Lane Rushen Isle Of Man IM9 5NQ 
Refused,17/00924/B,Erection of a garage,15-Nov-17,Head of Development Management,Adjacent To  Oban House Ballure Road Ramsey Isle Of Man IM8 1ND
Permitted,17/00927/B,Erection of decking to rear elevation (retrospective),27-Nov-17,Senior Planning Officer - South (SC),Briardene Main Road Baldrine Isle Of Man IM4 6DU
Permitted,17/00351/B,Demolition of existing garage and other external alterations to rear (retrospective),23-Jun-17,Senior Planning Officer - South (SC),27 Upper Dukes Road Douglas Isle Of Man IM2 4AZ
Permitted,17/00356/B,Erection of smoking shelter,11-Aug-17,Head of Development Management,Swagelok Limited Ballafletcher Road Cronkbourne Douglas Isle Of Man IM4 4RA
Permitted,17/00368/B,Replacement of existing annex polycarbonate roof with tiled roof,03-May-17,Senior Planning Officer - South (SC),4 Ennerdale Avenue Onchan Isle Of Man IM3 2DL
Permitted,17/00440/B,Erection of recreational building,02-Jun-17,Senior Planning Officer - South (SC),Recreational Buildings Grove Mount South Ramsey Isle Of Man  
Permitted,17/00479/B,Replacement of existing windows with white upvc windows to front elevation,05-Jun-17,Senior Planning Officer - South (SC),Mountford Eleanora Drive Douglas Isle Of Man IM2 3NN
Permitted,17/00494/B,"Erection of porches to both semi-detached properties, and replacement of conservatory polycarbonate roof at number 22 with roof tiles",14-Jul-17,Head of Development Management,21 & 22 Broogh Wyllin Kirk Michael Isle Of Man IM6 1HU 
