Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Refused,11/00539/B,Erection of a detached garage(retrospective) (Amendment to PA 04/01353/B),24-Jun-11,Planning Committee,Sarah's Cottage Cornaa Ramsey Isle Of Man IM7 1EQ 
Application Withdrawn,11/00540/B,Refurbishment works including the erection of a replacement structure,11-Aug-11,Withdrawn,MEA Substation Tholt Y Will Sulby Isle Of Man  
Permitted,11/00541/B,Erection of an agricultural building for the storage of machinery and creation of an access road,18-Jul-11,Planning Committee,Field 414206 Castletown Road Port St. Mary Isle Of Man  
Permitted,11/00542/B,Erection of a replacement dwelling (retrospective) (Amendments to PA 09/01978/B & PA 04/01353/B),24-Jun-11,Planning Committee,Sarah's Cottage Cornaa Ramsey Isle Of Man IM7 1EQ 
Permitted,11/00543/B,Installation of replacement windows to front elevation (Retrospective),31-May-11,Head of Development Management,4 Hawarden Avenue Douglas Isle Of Man IM1 4BY
Permitted,11/00544/B,Rendering works to dwelling,31-May-11,Head of Development Management,Highfield 16 Selborne Drive Douglas Isle Of Man IM2 3LP 
Permitted,11/00545/B,Extend existing driveway,31-May-11,Head of Development Management,29 Berry Woods Avenue Douglas Isle Of Man IM2 7DA
Permitted,11/00546/B,Alterations and erection of extension to dwelling,31-May-11,Head of Development Management,31 Highfield Crescent Onchan Isle Of Man IM3 3BS
Permitted,11/00547/B,Installation of replacement windows and creation of french doors,31-May-11,Head of Development Management,Shan Vallah The Colony Port Lewaigue Ramsey Isle Of Man IM7 1AL
Permitted,11/00548/B,Installation of replacement windows and solar panel,31-May-11,Head of Development Management,1 Larivane Cottage Kiondroghad Road Andreas Isle Of Man IM7 3EL
Permitted,11/00549/B,Erection of three camping pods,20-May-11,Head of Development Management,Camp Site Ballahutchin Hill Union Mills Isle Of Man IM4 4AT 
Permitted,11/00550/B,"Alterations, erection of an extension and creation of additional parking / turning area",01-Jun-11,Head of Development Management,9 Cronk Road Union Mills Isle Of Man IM4 4NJ
Permitted,11/00551/A,Approval in principle for a residential development to replace existing industrial/commercial units,17-Oct-11,Planning Committee,Bridge Works South Quay Douglas Isle Of Man IM1 5AJ
Permitted,11/00552/B,Relocation of boundary fence to create a larger residential curtilage,31-May-11,Head of Development Management,Plot 16 And Adjoining Land Auldyn Walk Ramsey Isle Of Man IM8 2TN 
Permitted,11/00553/B,Alterations and erection of extensions to dwelling house (Amendment to PA 10/01024/B),12-Aug-11,Head of Development Management,Avondale 114 Woodbourne Road Douglas Isle Of Man IM2 3BA
Permitted,11/00554/B,Alterations and erection of an extension to dwelling,25-May-11,Head of Development Management,Fildraw Phildraw Road Ballasalla Isle Of Man IM9 3EH
Application Withdrawn,11/00555/B,"Removal of chimney stack, roof repair works and installation of replacement garage door",24-Aug-11,Withdrawn,Glen Mill  Glen Road Laxey Isle Of Man IM4 7AQ
Application Withdrawn,11/00556/A,Approval in principle for erection of a dwelling,28-Jul-11,Withdrawn,Former Tennis Court Adjacent To Close-Ny-Howin Main Road Union Mills Isle Of Man IM4 4AN 
Permitted,11/00557/B,Erection of a replacement three storey outrigger and conversion of existing building to form two dwellings,01-Jun-11,Head of Development Management,16 Dalton Street Douglas Isle Of Man IM1 3JP
Permitted,11/00558/B,Installation of a satellite antenna,01-Jun-11,Head of Development Management,Villa Marina  Harris Promenade Douglas Isle Of Man IM1 2HH
Permitted,11/00559/C,Change of use from retail to restaurant,14-Jun-11,Director Delegation,Quality Furnishing Fort Street Douglas Isle Of Man IM1 2LJ 
Permitted,11/00560/D,Installation of lighting over existing signage,01-Jun-11,Head of Development Management,Albert Hotel Chapel Row Douglas Isle Of Man IM1 2BJ
Permitted,11/00561/B,Installation of flood lighting to front elevation,24-May-11,Head of Development Management,Albert Hotel Chapel Row Douglas Isle Of Man IM1 2BJ
Permitted,11/00562/B,Installation of replacement windows,24-May-11,Head of Development Management,Albert Hotel Chapel Row Douglas Isle Of Man IM1 2BJ
Permitted,11/00563/B,Construction of retaining structure and reinstatement of slope to side and rear of dwelling (part retrospective),01-Jun-11,Head of Development Management,Carmodil Glen Road Ballaugh Isle Of Man IM7 5JE 
Permitted,11/00564/B,Extension over existing apartment to provide additional living accommodation,08-Jul-11,Planning Committee,20 Church Road Port Erin Isle Of Man IM9 6AQ
Permitted,11/00565/B,Formation of off street parking in front garden,14-Jun-11,Head of Development Management,Cambria Droghadfayle Road Port Erin Isle Of Man IM9 6EL 
Permitted,11/00566/B,Erection of a replacement dwelling,22-Jun-11,Planning Committee,Rose Cottage Ballafreer Lane Union Mills Isle Of Man IM4 4AS
Permitted,11/00567/B,Erection of fencing and gates (Retrospective),13-Jun-11,Director Delegation,Ballig Farm Jurby East Isle Of Man IM7 3HD 
Permitted,11/00568/REM,Reserved Matters Application for erection of replacement dwelling with detached garage,08-Jul-11,Planning Committee,Greenhill Jurby Road Andreas Isle Of Man IM7 2EJ
Permitted,11/00569/D,Erection of advertising signage,14-Jun-11,Director Delegation,Former Waterloo Hotel 75 - 77 Strand Street Douglas Isle Of Man IM1 2EN
Permitted,11/00570/B,Conversion of building into a dwelling,02-Aug-11,Head of Development Management,Barn Cottage   Bollyn Road Ballaugh Isle Of Man  
Permitted,11/00571/B,"Installation of replacement windows, doors and glazed passageway",08-Jun-11,Head of Development Management,Cronk Moar Farm Shore Road Strandhall Castletown Isle Of Man IM9 4PL
Permitted,11/00572/B,"Conversion of former guest house to five apartments including the installation of dormers, replacement windows and rear roof balcony",05-Sep-11,Head of Development Management,106 Bucks Road Douglas Isle Of Man IM1 3AQ
Permitted,11/00573/C,Operation of a hot food delivery service,04-Jul-11,Head of Development Management,Take-away Groves Road Douglas Isle Of Man IM2 1DR 
Permitted,11/00574/B,"Demolition of existing farmhouse, erection of a replacement dwelling, increase in residential curtilage and refurbishment of existing stone barns",30-Aug-11,Planning Committee,Ballarhenny Farm Orrisdale Kirk Michael Isle Of Man IM6 2HJ 
Permitted,11/00575/B,"Door to window alteration, installation of replacement windows and roof light to rear elevation",16-Jun-11,Director Delegation,21 Hatfield Grove Douglas Isle Of Man IM1 3HE
Permitted,11/00576/A,Approval in principle for erection of a dwelling,13-Jun-11,Head of Development Management,Land Adjacent To 11 Cronk Road Union Mills Isle Of Man IM4 4NJ
Permitted,11/00577/B,Installation of replacement windows,13-Jun-11,Head of Development Management,Lakeside Main Road Baldrine Isle Of Man IM4 6DU
Refused,11/00578/B,Installation of replacement windows to front elevation,16-Jun-11,Director Delegation,4 Wesley Terrace Douglas Isle Of Man IM1 3HF
Permitted,11/00579/B,Installation of replacement windows and door to front and side elevations,13-Jun-11,Head of Development Management,Fern Villa Rencell Laxey Isle Of Man IM4 7BN 
Permitted,11/00580/B,Erection of a conservatory to rear elevation,13-Jun-11,Head of Development Management,Ashmawr Mount Rule Road Strang Douglas Isle Of Man IM4 4QZ
Permitted,11/00581/B,Alterations and extension to dwelling,24-Jun-11,Director Delegation,Geay Varrey Beachfield Farm Lane Kirk Michael Isle Of Man IM6 1HB 
Permitted,11/00582/B,Extension to dwelling,28-Jun-11,Head of Development Management,15 Ballamaddrell Port Erin Isle Of Man IM9 6AS
Permitted,11/00583/B,Installation of replacement windows and doors to front and rear elevations,13-Jun-11,Head of Development Management,Helmshore House Bay View Road Port St. Mary Isle Of Man IM9 5AG
Permitted,11/00584/B,"Erection of a replacement garage, an increase in the residential curtilage to include driveway amendments.",02-Aug-11,Head of Development Management,Ainchea Corony Bridge Corony Ramsey Isle Of Man IM7 1EY
Permitted,11/00585/B,Installation of solar panel,24-Jun-11,Director Delegation,2 Glen Close Glen Maye Isle Of Man IM5 3BF 
Permitted,11/00586/B,Erection of an extension to dwelling,13-Jun-11,Head of Development Management,Driftwood Dalby Isle Of Man IM5 3BR 
Refused,11/00587/B,Extension to dwelling,16-Jun-11,Director Delegation,The Grange Montreux Court Douglas Isle Of Man IM2 6AF
Permitted,11/00588/C,Partial change of use of building to provide office and storage facilities,08-Jul-11,Planning Committee,Training Centre Hills Meadow Industrial Estate Douglas Isle Of Man IM1 5EB 
Permitted,11/00589/B,Alterations and provision of disabled access,16-Jun-11,Head of Development Management,Town Hall The Promenade Port St. Mary Isle Of Man IM9 5DA
Permitted,11/00590/B,Alterations and extension to dwelling and creation of garden decking,04-Jul-11,Head of Development Management,67 Ballaquark Douglas Isle Of Man IM2 2ER
Permitted,11/00591/B,Installation of replacement windows to front elevation,13-Jun-11,Head of Development Management,45 Arbory Street Castletown Isle Of Man IM9 1LL
Refused,11/00592/GB,Installation of dormer to replace existing roof light (In association with 11/00593CON),26-Jul-11,Director Delegation,Apartment 7 Chapel Court Christian Street Peel Isle Of Man IM5 1NR 
Refused,11/00593/CON,Registered Building Consent for installation of dormer to replace existing roof light (R B no 194 in association with 11/00592GB),26-Jul-11,Director Delegation,Apartment 7 Chapel Court Christian Street Peel Isle Of Man IM5 1NR 
Permitted,11/00594/GB,Alteration to existing fourth floor balcony to create additional floor space (In association with 11/00595/CON),26-Jul-11,Director Delegation,Apartment 7 Chapel Court Christian Street Peel Isle Of Man IM5 1NR 
Permitted,11/00595/CON,Registered Building consent to alter existing fourth floor balcony to create additional floor space (In association with 11/00594/GB) Registered Building Nos. 194,26-Jul-11,Director Delegation,Apartment 7 Chapel Court Christian Street Peel Isle Of Man IM5 1NR 
Permitted,11/00596/B,"Erection of garage extension, installation of dormer and roof light",28-Jun-11,Head of Development Management,22 Close Cubbon Peel Isle Of Man IM5 1NS
Permitted,11/00597/B,Alterations and erection of entrance porch,16-Jun-11,Director Delegation,Cedar Lodge Glen Mona Loop Road Glen Mona Ramsey Isle Of Man IM7 1HG
Permitted,11/00598/B,Roofing works and installation of roof lights (Retrospective),04-Jul-11,Head of Development Management,15 Westminster Terrace Douglas Isle Of Man IM1 4EE
Deemed Consent - telecommunication appli,11/00599/TEL,Erection of 15m high monopole with 3 antennas and 2 equipment cabins,18-May-11,Head of Development Management,Manx Telecom Base Station Ballafletcher Farm Road Cronkbourne Douglas Isle Of Man  
Refused,11/00600/B,Erection of a shed (Retrospective),16-Jun-11,Director Delegation,Site Off Station Road Ballaugh Isle Of Man  
Permitted,11/00601/B,Erection of a replacement porch,16-Jun-11,Head of Development Management,Oirr-Ushtey The Promenade Laxey Isle Of Man IM4 7DD
Application Withdrawn,11/00602/B,Extension to existing car park,06-Jul-11,Withdrawn,St Anthonys Church Strathallan Road Onchan Isle Of Man IM3 1NN
Permitted,11/00603/B,Creation of a dormer and additional living accommodation,16-Jun-11,Head of Development Management,Baytna 8 Pairk Beg Port Erin Isle Of Man IM9 6NH
Permitted,11/00604/B,Alterations to dwelling including formation of new window openings and installation of roof lights and patio doors,16-Jun-11,Head of Development Management,Westbury House 33 Arbory Street Castletown Isle Of Man IM9 1LL
Permitted,11/00605/B,Erection of a replacement sunroom to front elevation of dwelling,28-Jun-11,Director Delegation,Creg Cottage Howe Road Port St. Mary Isle Of Man IM9 5PR
Permitted,11/00606/B,Erection of an extension to dwelling,16-Jun-11,Head of Development Management,Eary Veg Farmhouse Eary Veg Farm West Baldwin Isle Of Man IM4 5EZ 
Permitted,11/00607/B,Alterations to existing conservatory,16-Jun-11,Head of Development Management,72 Malew Street Castletown Isle Of Man IM9 1LS
Permitted,11/00608/B,Installation of replacement windows and erection of a replacement conservatory to rear elevation (Retrospective),16-Jun-11,Director Delegation,10 Stanley Road Peel Isle Of Man IM5 1NX
Permitted,11/00609/B,Erection of fencing,25-Aug-11,Head of Development Management,GrenabyCottage Bayr Ny Grenaby  Bride IM7 4AN
Permitted,11/00610/B,"Alterations, extension and garage block to dwelling",16-Jun-11,Head of Development Management,Stroanville House Fairy Cottage Laxey Isle Of Man IM4 7BR 
Permitted,11/00611/B,Retention of building and conversion to a garage (Retrospective),28-Jun-11,Head of Development Management,Outbuilding Cummal Crawyn Killane Ballaugh Isle Of Man  
Permitted,11/00612/C,Additional use of premises as a tea room,16-Jun-11,Director Delegation,Waldick Hotel 9 Marine Parade Peel Isle Of Man IM5 1PB
Permitted,11/00613/C,Additional use of dwelling as tourist accommodation,16-Jun-11,Director Delegation,21 Shore Road Peel Isle Of Man IM5 1NH 
Permitted,11/00614/B,Installation of a dormer and creation of a window to dwelling,11-Jul-11,Head of Development Management,54 Meadow Crescent Douglas Isle Of Man IM2 1NL
Permitted,11/00615/B,Erection of a barn to replace existing barns,25-Aug-11,Head of Development Management,Cooley Lodge Farm Rhencullen Kirk Michael Isle Of Man IM6 2HA 
Permitted,11/00616/B,Alterations and extension to dwelling and widen existing vehicular access,16-Jun-11,Head of Development Management,108 Royal Avenue Onchan Isle Of Man IM3 1LF
Permitted,11/00617/B,Alterations and extension to dwelling and alterations to driveway and access,16-Jun-11,Head of Development Management,Anglers Walk Strang Road Union Mills Isle Of Man IM4 4NP
Permitted,11/00618/B,Installation of replacement bay windows to front elevation,16-Jun-11,Head of Development Management,38 Bowring Road Ramsey Isle Of Man IM8 3EJ
Application Withdrawn,11/00619/B,Erection of stairway and pedestrian bridge over river linking Lake Road and Castletown Road,02-Aug-11,Withdrawn,Land Between Lake Road And Old Castletown Road Douglas Isle Of Man  
Permitted,11/00620/A,Approval in principle for the erection of two detached dwellings with new vehicle access,12-Aug-11,Head of Development Management,Land At Montreux Court Douglas Isle Of Man  
Permitted,11/00621/B,Conversion of building into a church hall for church activities,04-Jul-11,Head of Development Management,Gymnasium Adj To Palace Cinemas Car Park Central Promenade Douglas Isle Of Man  
Permitted,11/00622/B,Erection of conservatory to rear elevation,16-Jun-11,Head of Development Management,7 Douglas Road Ballasalla Isle Of Man IM9 2EQ
Permitted,11/00623/B,Installation of underground heating pipes in field (Retrospective),02-Aug-11,Head of Development Management,Field 624472 Glen Mona Ramsey Isle Of Man  
Permitted,11/00624/B,Installation of a back up generator,05-Sep-11,Head of Development Management,Manx Radio Broadcasting House Douglas Head Douglas Isle Of Man IM1 5BW 
Permitted,11/00625/B,Alterations and erection of an extension to dwelling,16-Jun-11,Director Delegation,Cronkbane 23 Queens Drive Peel Isle Of Man IM5 1BQ
Permitted,11/00626/B,Extension to dwelling,16-Jun-11,Director Delegation,Glenview Top Road Crosby Isle Of Man IM4 4HL
Permitted,11/00627/B,Extensions to dwelling,16-Jun-11,Head of Development Management,30 Scarlett Road Castletown Isle Of Man IM9 1NU
Permitted,11/00628/B,Erection of a stable block with storage and extension of existing hard standing,29-Jun-11,Head of Development Management,Field 314301 Adjacent To Arcadia Ballagyr Lane Peel Isle Of Man  
Permitted,11/00629/B,Alterations and extensions to dwelling,21-Jul-11,Director Delegation,Harleys Killane Ballaugh Isle Of Man IM7 5BB 
Permitted,11/00630/B,Alterations and extension to dwelling and erection of detached garage with driveway alterations,26-Jul-11,Head of Development Management,Cronk Moar House Dalby Isle Of Man IM5 3BW 
Permitted,11/00631/B,Installation of doorway and steps to access rear garden,21-Jul-11,Director Delegation,Leigh Terrace 25 Old Castletown Road Douglas Isle Of Man IM1 5AW
Permitted,11/00632/B,Installation of solar panels,17-Jun-11,Head of Development Management,Mill Kent Bridge Road Ballasalla Isle Of Man IM9 3DQ
Permitted,11/00633/B,Installation of replacement windows,17-Jun-11,Head of Development Management,4 Derby Road Peel Isle Of Man IM5 1HH
Permitted,11/00634/B,Replace existing garage door with a window and erection of a garage extension to dwelling,17-Jun-11,Head of Development Management,34 Ballellis Ballawattleworth Estate Peel Isle Of Man IM5 1WZ 
Permitted,11/00635/B,"Installation of replacement windows, replace existing window with french doors and creation of a balcony and associated steps",17-Jun-11,Head of Development Management,St Marthers 6 Riverside Ramsey Isle Of Man IM8 3DA 
Permitted,11/00636/B,Alterations and extension to dwelling with driveway and access amendments,05-Aug-11,Head of Development Management,White House Farm Garey Road Garey Ramsey Isle Of Man IM7 2EE 
Permitted,11/00637/B,Alterations and replacement of a garage door with french doors,21-Jul-11,Director Delegation,17 The Laurels Douglas Isle Of Man IM2 7DN
Permitted,11/00638/B,Erection of a tractor shed/implement/feed store,08-Jul-11,Planning Committee,Field 431707 Ballamodha Straight Ballamodha Ballasalla Isle Of Man  
Permitted,11/00639/B,Installation of replacement windows to front and side elevations,05-Sep-11,Head of Development Management,33 Brunswick Road Douglas Isle Of Man IM2 3NW
Refused,11/00640/A,Approval in principle for erection of a dwelling,28-Jun-11,Head of Development Management,Land Between Plevna And Fairhaven  Slieau Whallian Road Lower Foxdale Isle Of Man  
Permitted,11/00641/B,Installation of replacement windows to front and rear elevations,17-Jun-11,Head of Development Management,8 Spring Gardens Douglas Isle Of Man IM1 3JN
Permitted,11/00642/B,Alterations and extension to dwelling,17-Jun-11,Head of Development Management,Ivy Bank Pinfold Hill Laxey Isle Of Man IM4 7HN
Permitted,11/00643/B,Alterations and erection of a two storey extension to dwelling (Amendment to PA 11/00126/B),28-Jun-11,Head of Development Management,7 The Millrace Sulby Isle Of Man IM7 2HT
Application Withdrawn,11/00644/C,Change of use from retail to the sale of food and drink for consumption on and off the premises,16-Jun-11,Withdrawn,81 Strand Street Douglas Isle Of Man IM1 2EN
Permitted,11/00645/B,Erection of a dwelling,08-Jul-11,Planning Committee,Field 134548 Glen Auldyn Road Glen Auldyn Ramsey Isle Of Man  
Permitted,11/00646/B,Installation of replacement entrance doors,01-Jul-11,Head of Development Management,Glen Maye Methodist Chapel Glen Maye Hill Glen Maye Isle Of Man  
Permitted,11/00647/B,Alterations and extension to dwelling and creation of new driveway and access,28-Jun-11,Director Delegation,10 Westlands Close Ramsey Isle Of Man IM8 3PU
Permitted,11/00648/B,Installation of replacement windows to property and approved extension,17-Jun-11,Head of Development Management,Bay View Cottage Shore Road Port Erin Isle Of Man IM9 6HH
Permitted,11/00649/B,"Alterations, erection of extensions to dwelling and replacement garage",01-Jul-11,Head of Development Management,48 Victoria Road Castletown Isle Of Man IM9 1ED
Permitted,11/00650/B,Removal of a shared chimney stack,17-Jun-11,Head of Development Management,6 & 8 West Street Ramsey Isle Of Man
Permitted,11/00651/B,Erection of fencing,17-Jun-11,Head of Development Management,Cly Ny Mona Ballamodha Straight Ballasalla Isle Of Man IM9 3EL
Permitted,11/00652/B,Conversion and extension of farm building into a dwelling,22-Nov-11,Director Delegation,Eary Lhane Farm  Mill Road Greeba Isle Of Man IM4 3LB
Permitted,11/00653/B,Creation of an access,20-Sep-11,Planning Committee,Field 314879 Curragh Road St Johns Isle Of Man  
Permitted,11/00654/B,Alterations and extension to dwelling including provision of off road parking,05-Aug-11,Planning Committee,24 Malvern Road Douglas Isle Of Man IM2 5AR
Permitted,11/00655/CON,Registered Building consent for the removal of internal cupboard and installation of stud work for provision of insulation. Registered Building Nos. 212,10-Aug-11,Head of Development Management,Ballure Cottage Ballure Road Ramsey Isle Of Man IM8 1NL
Permitted,11/00656/B,Alterations and erection of extension to dwelling,21-Jul-11,Director Delegation,Pier House Stanley Mount East Ramsey Isle Of Man IM8 1NP
Permitted,11/00657/B,Installation of replacement windows,17-Jun-11,Head of Development Management,310 Queens Court Ramsey Isle Of Man IM8 1LF 
Permitted,11/00658/B,Installation of replacement windows to front elevation,17-Jun-11,Head of Development Management,53 Malew Street Castletown Isle Of Man IM9 1AE
Permitted,11/00659/B,Extension to existing garage,17-Jun-11,Head of Development Management,Flat 1 The Downs Union Mills Isle Of Man IM4 4NQ 
Permitted,11/00660/B,Erection of a detached garage,21-Jun-11,Head of Development Management,Leahurst Main Road Santon Isle Of Man IM4 1JB
Permitted,11/00661/B,Additional use of residential accommodation for tourist use,21-Jun-11,Head of Development Management,The Stalls Grenaby Mooar Grenaby Road Grenaby Ballasalla Isle Of Man IM9 3BD 
Permitted,11/00662/B,Erection of two porches to dwelling,21-Jun-11,Head of Development Management,Grenaby Mooar Grenaby Road Grenaby Ballasalla Isle Of Man IM9 3BD 
Permitted,11/00663/B,Erection of a timber ice cream kiosk (Retrospective),08-Jul-11,Planning Committee,Browns Cafe Dumbells Terrace Laxey Isle Of Man IM4 7NY
Permitted,11/00664/B,Erection of an extension to dwelling,28-Jun-11,Head of Development Management,Rose Cottage 44 Derby Road Peel Isle Of Man IM5 1HP
Refused,11/00665/B,Conversion of public house to five apartments with parking,28-Jun-11,Director Delegation,Bridge Inn New Road Laxey Isle Of Man IM4 7BE
Permitted,11/00666/B,Creation of external fenced enclosure to contain office plant,21-Jun-11,Director Delegation,Celton Manx Office Building Adjacent To MEA Headquarters And Ballacottier Cottage Isle Of Man Business Park  Cooil Road  Braddan   
Permitted,11/00667/B,Rendering works to front and side elevations of dwelling,21-Jun-11,Head of Development Management,13 Eskdale Road Onchan Isle Of Man IM3 2AL
Permitted,11/00668/B,Erection of a first floor extension over existing garage,29-Jun-11,Head of Development Management,15 Manor Road Douglas Isle Of Man IM2 2NL
Permitted,11/00669/B,Conversion of existing workshop to provide ancillary living accommodation,08-Jul-11,Planning Committee,Riversdale Jurby Road Lezayre Ramsey Isle Of Man IM7 2EA
Permitted,11/00670/B,Erection of conservatory to rear elevation,28-Jun-11,Director Delegation,2 Royal Park Ramsey Isle Of Man IM8 3UF 
Refused,11/00671/B,"Alterations, raising of roof height, installation of dormer and roof lights",28-Jun-11,Director Delegation,Eden Field Ballachurry Road Greeba Isle Of Man IM4 3LE
Permitted,11/00672/B,Installation of replacement dormer windows,28-Jun-11,Director Delegation,Former Post Office 4 Douglas Street Peel Isle Of Man IM5 1BA
Permitted,11/00673/B,Erection of a conservatory over existing side elevation extension,01-Jul-11,Head of Development Management,Cronk Darragh House Ballakeighan Corner Castletown Isle Of Man IM9 4PG 
Permitted,11/00674/REM,Reserved Matters application for the erection of a detached dwelling,17-Oct-11,Planning Committee,Land To Rear Of St Catherines Drive And Off Belmont Hill Douglas Isle Of Man  
Refused,11/00675/B,"Access alterations, formation of access tracks, landscaping, repositioning of a wind turbine, erection of a colonnade and folly and change of use of purchased parcels of land to residential",26-Jul-11,Director Delegation,Glenside Ramsey Road Peel Isle Of Man IM5 2AQ
Permitted,11/00676/B,"Alterations, erection of extension to dwelling and driveway amendments",28-Jun-11,Director Delegation,The Haven Tynwald Road Peel Isle Of Man IM5 1JL
Permitted,11/00677/B,Erection of a replacement porch to front elevation of dwelling,28-Jun-11,Head of Development Management,Silverdale Lodge Silverdale Road Ballasalla Isle Of Man IM9 3DT
Permitted,11/00678/B,Erection of a first floor extension over side elevation garage,28-Jun-11,Head of Development Management,43 Turnberry Avenue Onchan Isle Of Man IM3 2JX
Permitted,11/00679/B,Alterations and erection of extension to dwelling,28-Jun-11,Head of Development Management,Ballagownie Howe Road Port St. Mary Isle Of Man IM9 5LB
Refused,11/00680/B,"Installation of replacement windows, roof light, sun tunnel and front door frame alteration",26-Jul-11,Director Delegation,5 Alexander Drive Douglas Isle Of Man IM2 3QD
Refused,11/00681/REM,Reserved Matters application for the erection of two apartments and associated garaging,21-Jul-11,Director Delegation,5 Station Road Peel Isle Of Man IM5 1AY
Permitted,11/00682/B,"Conversion of barns, and erection of single storey link extension to enlarge existing dwelling",28-Sep-11,Director Delegation,Middle Kerrowglass Farm  Peel Road Kirk Michael Isle Of Man IM6 1HN
Permitted,11/00683/B,Alterations and extension to dwelling,21-Oct-11,Director Delegation,Balla Treljah Bungalow Treljah Lane Glen Maye Isle Of Man IM5 3AY 
Refused,11/00685/B,Installation of replacement windows and door to front elevation,21-Jul-11,Director Delegation,6 Marathon Drive Douglas Isle Of Man IM2 4BP
Permitted,11/00686/GB,Installation of replacement windows (In association with 11/00687CON),21-Jul-11,Head of Development Management,18 Albion Terrace Lezayre Road Ramsey Isle Of Man IM8 2LW 
Permitted,11/00687/CON,Registered Building Consent for installation of replacement windows (RB no 151 in association with 11/00686GB),21-Jul-11,Director Delegation,18 Albion Terrace Lezayre Road Ramsey Isle Of Man IM8 2LW 
Refused,11/00688/B,Installation of replacement windows to front elevation,11-Jul-11,Head of Development Management,"6, 8 & 10 St Georges Street Douglas Isle Of Man IM1 1AH"
Permitted,11/00689/B,Alterations and erection of a first floor balcony to dwelling,28-Jun-11,Director Delegation,32 Majestic Drive Onchan Isle Of Man IM3 2JJ
Permitted,11/00690/B,"Residential estate layout of six plots, roads and sewers including temporary construction access to site off Station Road",18-Oct-11,Planning Committee,Fields 312909 And 314758 Land Adjacent To Balladoyne St Johns Isle Of Man  
Permitted,11/00691/B,"Extension to dwelling, driveway extension and erection of wall adjacent to highway",28-Jun-11,Head of Development Management,Cubalibre Moar Ballamenagh Road Baldrine Isle Of Man IM4 6AL 
Permitted,11/00692/B,Alterations and extensions to dwelling with new driveway and entrance (comprising amendments to PA 10/01772/B),04-Jul-11,Head of Development Management,32 Howe Road Onchan Isle Of Man IM3 2BA
Refused,11/00693/B,Alterations and erection of extensions to dwelling,25-Aug-11,Head of Development Management,17 Derby Square Douglas Isle Of Man IM1 3LS
Permitted,11/00694/B,Erection of a detached garage with access from rear lane,28-Jun-11,Head of Development Management,19 Marathon Avenue Douglas Isle Of Man IM2 4JB
Application Withdrawn,11/00695/B,Alterations and extension to dwelling,20-Jun-11,Withdrawn,Thie Noa Clenagh Road Sulby Isle Of Man IM7 3AB
Permitted,11/00696/B,Installation of replacement windows and front door,28-Jun-11,Head of Development Management,65 Royal Avenue West Onchan Isle Of Man IM3 1HF 
Permitted,11/00697/B,Alterations and extension to dwelling (Amendment to PA 11/00297/B),21-Jul-11,Director Delegation,Lhannan Shee School Lane Santon Isle Of Man IM4 1EG
Permitted,11/00698/C,Use of premises for the sale of hot and cold food,11-Jul-11,Head of Development Management,12 Douglas Street Peel Isle Of Man IM5 1BA
Permitted,11/00699/D,Installation of signage,04-Jul-11,Head of Development Management,35 Bucks Road Douglas Isle Of Man IM1 3DE
Permitted,11/00700/GB,Alterations and extensions to dwelling (In association with 11/00701/CON),21-Jul-11,Director Delegation,Ballaradcliffe House Kiondroghad Road Andreas Isle Of Man IM7 3EL
Permitted,11/00701/CON,Registered Building Consent for alterations and extensions to dwelling (RB no 247 in association with 11/00700/GB),21-Jul-11,Director Delegation,Ballaradcliffe House Kiondroghad Road Andreas Isle Of Man IM7 3EL
Permitted,11/00702/B,Alterations and extensions to dwelling and alteration to existing driveway,04-Jul-11,Head of Development Management,7 Farmhill Gardens Douglas Isle Of Man IM2 2EG
Permitted,11/00703/B,Construction of entrance door to first floor of existing outbuilding,01-Jul-11,Head of Development Management,Glen Mona House Glen Mona Ramsey Isle Of Man IM7 1HF 
Permitted,11/00704/B,Alterations and extension to dwelling,18-Jul-11,Head of Development Management,Glen Mona House Glen Mona Ramsey Isle Of Man IM7 1HF 
Permitted,11/00706/B,Erection of a porch to front elevation of dwelling,29-Jun-11,Head of Development Management,33 Ballanoa Meadow Santon Isle Of Man IM4 1HQ 
Permitted,11/00707/B,Window and door alterations to dwelling,11-Jul-11,Head of Development Management,28 Ashlar Drive Union Mills Isle Of Man IM4 4LL
Permitted,11/00708/B,"Installation of replacement front fascia and entrance doors, and of new lighting and retractable awning",25-Aug-11,Head of Development Management,58 - 60 Strand Street Douglas Isle Of Man IM1 2EL 
Refused,11/00709/B,"Alterations, erection of extension and installation of replacement windows to dwelling",29-Jun-11,Head of Development Management,Woodville Castletown Road Port St. Mary Isle Of Man IM9 5LT
Refused,11/00710/B,Extension to side elevation,30-Aug-11,Planning Committee,5 Ballaquark Douglas Isle Of Man IM2 2EX
Permitted,11/00711/B,Installation of replacement windows to front and side elevations,01-Jul-11,Head of Development Management,Maynrys Main Road Kirk Michael Isle Of Man IM6 2HG
Permitted,11/00712/B,Window and door alterations to dwelling,11-Jul-11,Head of Development Management,3 Baldrine Park Baldrine Isle Of Man IM4 6DE
Permitted,11/00713/B,Creation of equestrian exercise arena,28-Jun-11,Head of Development Management,Field 324297 Lower Ballakelly Top Road Crosby Isle Of Man IM4 4HN
Permitted,11/00714/B,Erection of raised patio area with balustrade and fencing to front and side elevations,05-Sep-11,Head of Development Management,6 Old School View Crosby Isle Of Man IM4 4DA 
