Decisions issued under delegated authority 1/1/15 - 31/12/15,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Replacement of existing polycarbonate roof on conservatory with light weight roof tiles,Goodwood Ballaleigh Road Kirk Michael Isle Of Man IM6 1HJ,PER,16-Jul-15,15/00657/B
Replacement of existing flat roof to sunroom with a lean to roof with roof lights,The Cliffs & Cliffside Fairy Cottage Laxey Isle Of Man IM4 7BR ,PER,23-Jan-15,14/01443/B
Erection of a two storey extension to dwelling,Baljean Cottage Baldhoon Road Laxey Isle Of Man IM4 7QL,REF,13-May-15,15/00260/B
Erection of a pedestrian footbridge,The Croft Glen Auldyn Ramsey Isle Of Man IM7 2AE ,PER,13-Apr-15,15/00261/B
Alterations and installation of air conditioning units to commercial building,Netcetera The Dataport Balthane Ballasalla Isle Of Man IM9 2AP ,PER,13-Apr-15,15/00262/B
Alterations to vehicular access,Poylbreck East Baldwin Isle Of Man IM4 5EW ,PER,13-Jan-15,14/01302/B
Erection of a replacement agricultural storage shed and extension to existing barns,Ballamoar Farm Ballamoar Lane Ballaugh Isle Of Man IM7 5EE,PER,13-Jan-15,14/01303/B
Erection of a conservatory to rear elevation,57 Broogh Wyllin Shore Road Kirk Michael Isle Of Man IM6 1HU ,PER,24-Nov-15,15/01169/B
Erection of illuminated signage,Mylchreests Garage And Showroom Millmount Douglas Isle Of Man IM2 1HE ,PER,04-Dec-15,15/01171/D
Alterations and erection of a detached double garage with access to rear lane,24 Selborne Drive Douglas Isle Of Man IM2 3LP,PER,10-Apr-15,14/01184/B
"Alterations, installation of a replacement bridge, footpath alterations and formation of a vehicle turning area",Bridge Within Port Soderick Glen Port Soderick Isle Of Man  ,PER,12-Feb-15,14/01367/B
Installation of roof lights to rear elevation,9 Christian Street Peel Isle Of Man IM5 1NW,PER,05-Mar-15,15/00101/B
"Alterations, replacement of garage door with a window, erection of a first floor extension and widening of existing driveway and vehicular access",9 Alberta Drive Onchan Isle Of Man IM3 1LT,PER,18-Mar-15,14/01317/B
Alterations and erection of a single and two storey extension to dwelling,Thie-My-Chree Douglas Road Castletown Isle Of Man IM9 1TH,PER,26-Mar-15,14/01319/B
Conversion of part of existing premises to provide coffee bar with provision for serving hot food,St Pauls Square Bookshop Unit 2-3 Church Walk St Pauls Square Ramsey Isle Of Man IM8 1LA ,PER,27-Apr-15,15/00125/B
Alterations and erection of a two storey extension to dwelling,4 College Green Castletown Isle Of Man IM9 1BE,PER,10-Jun-15,15/00306/B
Conversion of two flats into one flat,1 & 3 Reayrt Y Chrink Southlands Crescent Port Erin Isle Of Man IM9 6BE,PER,18-Jun-15,15/00499/B
Reconstruction of collapsed river bank wall,Riverbank Glen Road Laxey Isle Of Man IM4 7AN ,PER,18-Jun-15,15/00501/B
Erection of illuminated signage,Units 1 & 2 Darnills Service Station Station Road Port Erin Isle Of Man IM9 6AB,PER,18-Aug-15,15/00792/D
Erection of two detached dwellings (amendment to previously approved PA 13/00777/B),Plots 154 & 155 Residential Development Under Construction Ballakilley Off Church Road Rushen ,PER,29-Oct-15,15/01074/B
Alterations and erection of extension to stone shed to create a shed / tack and loose box,Ballavar Farm Old Castletown Road Santon Isle Of Man IM4 1EY,PER,26-Nov-15,15/01076/B
Demolition of existing detached garage and erection of a two storey extension to side elevation,36 Selborne Drive Douglas Isle Of Man IM2 3NH,PER,30-Dec-15,15/01222/B
Alterations and erection of a first floor extension to dwelling,15 Sandringham Drive Onchan Isle Of Man IM3 4HH,PER,07-Jan-15,14/01373/B
Installation of two bulk gas tanks in front garden,Cedar Lodge Ballagawne Road Colby Isle Of Man IM9 4AX,PER,13-Jan-15,14/01374/B
"Variation of condition 1 of approved application PA 11/00170/B (erection of an office building (Block A) with associated drainage works, car parking and landscaping) in order to extend period of permission by two years",Field 521895 Between MEA Building And Cooil Road Isle Of Man Business Park Braddan Isle Of Man  ,PER,23-Jan-15,14/01437/B
"Installation of a replacement front window, rear window and front door to dwelling",Brookwood Main Road Kirk Michael Isle Of Man IM6 1ED,PER,05-Feb-15,15/00001/B
Installation of windows and door to to replace existing shop front,3 Strand Road Port Erin Isle Of Man IM9 6HE ,PER,12-Feb-15,15/00012/B
"Alterations, extension and conversion of takeaway and living accommodation to a restaurant with associated storage (comprising amendments to PA 14/00955/B)",35 Castle Street Douglas Isle Of Man IM1 2HA,PER,12-Feb-15,15/00014/B
"Re-instatement of pitched roof over existing bay window (retrospective) installation of glazed balcony, door and replacement windows to front elevation",1 Southview Queens Promenade Douglas Isle Of Man IM2 4NP ,REF,26-Mar-15,15/00152/B
Installation of replacement windows to rear elevation (in association with 14/01272/CON),Derby House (Former Post Office) Castle Street Castletown Isle Of Man IM9 1LA,REF,12-Feb-15,14/01271/GB
Replacement of existing window with doorway and erection of a raised decking platform to rear elevation,The Nook Lower Foxdale Isle Of Man IM4 3BD ,PER,25-Mar-15,15/00153/B
"Alterations to existing road to provide turning area, improve existing parking spaces and provide additional parking spaces and passing place",Private Road Between Cottages 21-26 & 27-30 Groudle Glen Cottages Groudle Old Road Onchan Isle Of Man  ,PER,17-Mar-15,15/00170/B
Erection of extension to rear elevation,Honey Fall Barroose Road Baldrine Isle Of Man IM4 6AP,PER,30-Mar-15,15/00183/B
Change of use from a healthcare business to a dental surgery,Unit 9 & 10 Clinches Court North Quay Douglas Isle Of Man IM1 4LH,PER,28-Apr-15,15/00289/C
Erection of a rear extension to replace existing to dwelling (amendment to PA 14/01260/B),10 Charles Street Peel Isle Of Man IM5 1AF,PER,28-Apr-15,15/00290/B
Erection of an extension to rear elevation of dwelling,Hillcrest 2 Cronk Road Union Mills Isle Of Man IM4 4NJ,PER,28-Apr-15,15/00291/B
Additional use of dwelling as tourist accommodation,Surby Mount Surby Road Surby Port Erin Isle Of Man IM9 6TA,PER,28-Apr-15,15/00292/C
Installation of two replacement windows to rear elevation,40 Demesne Road Douglas Isle Of Man IM1 3DY ,PER,29-Apr-15,15/00319/B
Alterations and erection of second floor stairwell extension to dwelling,10 - 12 Patrick Street Peel Isle Of Man IM5 1BR ,PER,17-Mar-15,15/00099/B
Erection of an extension to rear elevation of dwelling,84 Lakeside Road Douglas Isle Of Man IM2 7DD,PER,18-Jun-15,15/00517/B
Alterations to rear annex and installation of a roller door to yard,14 Crosby Terrace Douglas Isle Of Man IM2 5DG,PER,18-Jun-15,15/00540/B
Erection of a replacement sun room extension,10 Ballacriy Park Colby Isle Of Man IM9 4LT,PER,06-Aug-15,15/00753/B
Installation of a dormer to rear elevation,4 Thornton Avenue Douglas Isle Of Man IM1 4NU,PER,06-Aug-15,15/00754/B
Erection of a two storey extension to existing dwelling and erection of a detached garage,Rose Hill Lodge Richmond Hill Douglas Isle Of Man IM4 1JG ,PER,10-Dec-15,15/00755/B
Installation of additional window to west elevation,Fairwinds 6 Ballagarey Close Glen Vine Isle Of Man IM4 4EG,PER,18-Sep-15,15/00920/B
Erection of two sales signage boards,New Cronk Cullyn Development Colby Isle Of Man IM9 4PS  ,PER,26-Jun-15,15/00493/D
Enlargement of existing chimney stack and provision of additional chimney pot (retrospective),Thie Grainagh Main Road Glen Vine Isle Of Man IM4 4AU,PER,10-Jun-15,15/00496/B
"Creation of off street parking for two cars, replacement of garage door with bow window and installation of entrance door and side light to replace patio door",24 Buttermere Drive Onchan Isle Of Man IM3 2DY,PER,26-Jun-15,15/00497/B
Alterations and extension to provide locker room facility within inner courtyard,St Ninians High School Ballaquayle Road Douglas Isle Of Man IM2 5RA ,PER,10-Jun-15,15/00498/B
"Enclosure of existing open roof access to form first floor porch, lobby and toilet facilities",Tromode Drill Hall  Tromode Road Douglas Isle Of Man IM2 5PA,PER,29-Apr-15,15/00320/B
Installation of roof light (retrospective),9 Westminster Terrace Douglas Isle Of Man IM1 4ED,PER,29-Apr-15,15/00322/B
Variation of condition 3 of PA 12/01643/B to increase the number of children accommodated within the nursery at any one time,Crossroads Nursery  Masham Court Victoria Avenue Douglas Isle Of Man IM2 4AW,PER,29-Apr-15,15/00323/B
Erection of a single storey extension to rear elevation,10 St Catherines Drive Douglas Isle Of Man IM1 4BQ,PER,17-Sep-15,15/00681/B
Blocking up side elevation window,24 Ballachurry Close Onchan Isle Of Man IM3 4BE,PER,29-Jul-15,15/00683/B
Replacement of existing polycarbonate conservatory roof with light weight roof tiles,26 Briarfield Avenue Onchan Isle Of Man IM3 3JH,PER,20-Aug-15,15/00793/B
Erection of an extension to dwelling,Arcadia Ballagyr Lane Peel Isle Of Man IM5 2AD,PER,13-Apr-15,15/00244/B
Alterations and two storey extension to dwelling,10 Little Meddow Andreas Isle Of Man IM7 4HY,PER,16-Jul-15,15/00359/B
Erection of a replacement extension with roof terrace above to rear elevation,Bay Cliff High Street Port St. Mary Isle Of Man IM9 5DW,PER,02-Apr-15,15/00117/B
Installation of turbine on river bank and associated works to generate domestic electricity to property (amendments to PA 14/00356/B),Poylbreck East Baldwin Isle Of Man IM4 5EW ,PER,15-Oct-15,15/01021/B
Erection of a sun lounge extension to rear elevation,6 Campion Close Reayrt Ny Keylley Peel Isle Of Man IM5 1GD ,PER,15-Oct-15,15/01022/B
Installation of replacement windows to front elevation,15 Beach Street Peel Isle Of Man IM5 1NJ,PER,29-Oct-15,15/01080/B
Replacement of existing garage door with a window and installation of replacement roof tiles to dwelling,60 Broogh Wyllin Shore Road Kirk Michael Isle Of Man IM6 1HU ,PER,10-Jun-15,15/00487/B
Erection of an agricultural storage building,Field 414234 Darragh Port Erin Isle Of Man,PER,17-Jul-15,15/00488/B
Erection of illuminated signage to office building,Dandara Head Office  Vicarage Rise Isle Of Man Business Park Braddan Isle Of Man IM2 2SA ,PER,14-Jul-15,15/00588/D
Erection of a detached garage to house motorhome and other vehicles,Boodeys Cottage Foxdale Road Garth Crosby Isle Of Man IM4 2HE,PER,18-Aug-15,15/00592/B
Erection of extension to main church building and erection of a church hall with link corridor,St Anthonys Church Strathallan Road Onchan Isle Of Man IM3 1NN,PER,17-Dec-15,15/01242/B
Conversion of existing office accommodation on upper floors to an apartment,Manning House Lord Street Douglas Isle Of Man IM1 2BE ,PER,02-Jul-15,15/00575/B
Installation of two external chiller motors in rear yard,3 Windsor Road Douglas Isle Of Man IM1 3JX,PER,23-Jul-15,15/00576/B
Replacement of existing polycarbonate conservatory roof with light weight roof tiles,15 Hillcroft Douglas Isle Of Man IM2 7DS ,PER,30-Jun-15,15/00577/B
"Demolition of existing single garage and erection of a side extension and new single garage, removal of chimney and installation of flue",11 Ballalough Estate Andreas Isle Of Man IM7 4HS,PER,15-Dec-15,15/01223/B
Installation of flue to side elevation,4 Glen Maye Park Glen Maye Isle Of Man IM5 3AX ,PER,17-Dec-15,15/01225/B
Erection of an indoor riding arena building,Field 121550 Guilcagh Farm  St Judes Road Andreas Isle Of Man  ,PER,17-Sep-15,15/00896/B
Installation of replacement external cladding,Mylchreests Garage And Showroom Millmount Douglas Isle Of Man IM2 1HE ,PER,18-Sep-15,15/00910/B
Erection of a timber garden shed,Rainbows End Beaumont Road Ramsey Isle Of Man IM8 2HN ,PER,01-Oct-15,15/00911/B
Widening of vehicular access,Glass Cottage Main Road Greeba Isle Of Man IM4 2DU,PER,18-Sep-15,15/00914/B
Erection of extensions to dwelling,1 Murrays Lake Grove Mount Murray Douglas Isle Of Man IM4 2GY ,PER,18-Sep-15,15/00915/B
Installation of patio doors and enlargement of landing window to rear elevation,Shelton Alexander Drive Douglas Isle Of Man IM2 3QN ,PER,18-Sep-15,15/00916/B
Erection of kitchen extension,96 Summerhill Road Onchan Isle Of Man IM3 1NH,PER,01-Oct-15,15/00926/B
Creation of additional vehicular access and erection of utility room extension,94 Pine Grove Ballasalla Isle Of Man IM9 2EA,PER,04-Dec-15,15/00927/B
Installation of replacement windows and door (in association with 14/01286/CON),12 Albion Terrace Lezayre Road Ramsey Isle Of Man IM8 2LW ,PER,12-Feb-15,14/01285/GB
"Shop front colour change, erection of guard rails, installation of security door to replace existing goods door and internal refurbishment works (in association with 15/01091/CON)",Co-op Store  The Parade Castletown Isle Of Man IM9 1LG ,PER,10-Nov-15,15/01090/GB
"Registered Building Consent for shop front colour change, erection of guard rails, installation of security door to replace existing goods door and internal refurbishment works (RB no 32 in association with 15/01090/GB)",Co-op Store  The Parade Castletown Isle Of Man IM9 1LG ,PER,10-Nov-15,15/01091/CON
Replacement of existing polycarbonate conservatory roof with light weight roof tiles,2 Foxglove Close Douglas Isle Of Man IM2 7EG,PER,29-Oct-15,15/01092/B
Erection of raised decking area to rear elevation and installation of French doors to replace existing kitchen window,Scottsdale 5 Osborne Grove Douglas Isle Of Man IM1 3LF ,PER,18-Nov-15,15/01146/B
Erection of extensions to side and rear elevations,Hillside Cottage Smeale Road Andreas Isle Of Man IM7 4JA,PER,18-Nov-15,15/01110/B
Erection of chimney on gable wall of dwelling,1 St Stephens Meadow Sulby Isle Of Man IM7 3DA ,PER,07-Dec-15,15/01204/B
Installation of flue to rear elevation,4 Ballanawin Strang Douglas Isle Of Man IM4 4NR,PER,04-Dec-15,15/01205/B
Alteration and extension to existing barn to form a dwelling with detached garage,Barn At Norfolk Place Main Road Greeba Isle Of Man  ,PER,24-Dec-15,15/01207/B
Variation of condition 1 of approved application PA 07/02169/B (re-development of site to provide 53 residential apartments and one commercial unit including use of adjoining scrubland as garden) in order to extend period of permission by four years,Former Manx Petroleum Depot And Adjoining Scrubland  South Quay Douglas Isle Of Man IM1 5AY,PER,31-Mar-15,14/00615/B
Demolition of existing garage and erection of extension to dwelling,Rosien Bay View Road Port Erin Isle Of Man IM9 6NA,PER,24-Apr-15,15/00272/B
Alteration to vehicular access,Ash Lodge Patrick Road St Johns Isle Of Man IM4 3BR,PER,14-Jul-15,15/00463/B
Alterations and erection of extension to rear elevation of dwelling,18 St Germans Place Peel Isle Of Man IM5 1BZ,PER,13-Jan-15,14/01391/B
Installation of replacement windows,7 Drury Terrace Douglas Isle Of Man IM2 3HY,PER,13-Jan-15,14/01393/B
Installation of a flue to dwelling,2 Groudle View Onchan Isle Of Man IM3 2EY ,PER,14-Jan-15,14/01394/B
Installation of replacement windows to front elevation,14 Albion Terrace Douglas Isle Of Man IM1 3LJ,PER,19-Jan-15,14/01421/B
Erection of an agricultural building and creation of a field access,Field Number 124275 Adjacent Ballaleigh Farm Kiondroghad Road Andreas Isle Of Man  ,PER,27-Aug-15,14/01424/B
Erection of a detached dwelling and garage (comprising amendments to 09/01887/B),Keristal Ballanass Road Lower Foxdale Isle Of Man IM4 3BE,PER,03-Mar-15,14/01426/B
"Reserved matters application relating to PA 14/00075/A for erection of a dwelling and garage, addressing siting, design, external appearance, internal layout, means of access and landscaping",Site Adjacent To 6 King Orry's Place  Opposite 6 Alexander Road Alexander Road Glen Vine Isle Of Man  ,PER,10-Apr-15,15/00054/REM
Removal of a chimney stack,Melrose Four Roads Port St. Mary Isle Of Man IM9 5LQ,PER,25-Mar-15,15/00173/B
Erection of a detached dwelling with associated landscaping and parking,Rose Cottage Lhergy Cripperty Union Mills Isle Of Man IM4 4NF,PER,30-Mar-15,15/00175/B
Alteration to conservatory and installation of external flue,57 Farmhill Meadows Douglas Isle Of Man IM2 2LN,PER,09-Jun-15,15/00324/B
 Replacement of existing glazed conservatory roof with light weight roof tiles,Engadine Little Switzerland Douglas Isle Of Man IM2 6AG,PER,14-May-15,15/00379/B
Installation of replacement ATMs,HSBC House Ridgeway Street Douglas Isle Of Man IM1 1ER ,PER,14-May-15,15/00380/B
Conversion of existing office building into two dwellings including the construction of a two storey rear extension and replacement windows throughout,35 - 36 Derby Square Douglas Isle Of Man IM1 3LW,PER,05-May-15,15/00248/B
Alterations and erection of dormers to dwelling,3 Birchleigh Close Onchan Isle Of Man IM3 4EX,PER,29-Apr-15,15/00309/B
Alterations and erection of a two storey link extension to provide ancillary living accommodation to dwelling,Ballamin Cottage Lhen Road Bride Isle Of Man IM7 4BG,PER,10-Jun-15,15/00310/B
Use of part of car park for the operation of a mobile catering unit,Haldane Fisher Car Park Isle Of Man Business Park Douglas Isle Of Man IM2 2QY ,PER,13-May-15,15/00333/C
Removal of chimney stack to rear elevation,Belmont 10 Princes Road Douglas Isle Of Man IM2 4HX ,PER,13-May-15,15/00334/B
Application for a Certificate of Lawful Development for conversion of dwelling into two apartments,14 Hawarden Avenue Douglas Isle Of Man IM1 4BS ,PER,14-Jul-15,15/00335/LAW
"Removal of three shutter doors and replacement with three personnel doors and screens, to rear elevation",Tromode Drill Hall Tromode Road Douglas Isle Of Man IM2 5PA,PER,14-May-15,15/00381/B
Alterations to existing conservatory to form a sun lounge,Seymour Braaid Road Glen Vine Isle Of Man IM4 2AS,PER,14-May-15,15/00382/B
Additional use of premises as a children's day care nursery,Port Soderick Community Hall Quines Hill Port Soderick Isle Of Man IM4 1AU,PER,14-May-15,15/00394/B
Change of use of existing first floor level storage area to additional retail space,Farmer's Combine Ltd  20  West Quay Ramsey Isle Of Man IM8 1DL,PER,14-May-15,15/00395/C
Installation of replacement windows to front elevation,3 Windsor Terrace Douglas Isle Of Man IM1 3LU,PER,18-Jun-15,15/00533/B
Installation of replacement windows,31 Factory Lane Peel Isle Of Man IM5 1NA,PER,18-Jun-15,15/00535/B
"Variation of condition one of approved PA 11/00737/B for alterations and extension to dwelling, to extend period of permission",Cly Ny Mona Ballamodha Straight Ballasalla Isle Of Man IM9 3EL,PER,29-Jun-15,15/00553/B
Alterations and extensions to existing outbuilding to form a new dwelling (part retrospective),Far End Barn  Far End Glen Auldyn Ramsey Isle Of Man  ,PER,29-Jun-15,15/00556/B
"Replace existing glazed conservatory roof with roof tiles",3 Ballanawin Strang Douglas Isle Of Man IM4 4NR,PER,05-Nov-15,15/01105/B
Replacement of an existing section of fencing with a pedestrian access gate and a stone wall to match existing boundary wall,5 Farrant Street Douglas Isle Of Man IM2 3HF,PER,09-Nov-15,15/01107/B
Conversion and extension of existing barn to a dwelling,Gollane Farm Clenagh Road Sandygate Ramsey Isle Of Man IM7 3AF ,PER,08-Jun-15,15/00472/B
Creation of fifteen external parking spaces,Land Within Grounds Douglas Bay Complex King Edward Road Onchan Isle Of Man  ,PER,08-Jun-15,15/00474/B
Replacement of existing glazed conservatory roof with roof tiles,11 Meadowbrook Gardens Douglas Isle Of Man IM2 2NT,PER,26-Jun-15,15/00475/B
Change of use of existing storage units to provide a self-contained office with associated parking provision,Rear Of 46 Bucks Road Douglas Isle Of Man IM1 3AD ,PER,08-Jun-15,15/00476/C
"Replacement and extension of existing patio and rockery, construction of a new patio retaining wall and removal and rebuilding of sections of garden wall to dwelling",Sunnyside Glen Auldyn Ramsey Isle Of Man IM7 2AQ ,PER,08-Jun-15,15/00477/B
Variation of condition 2 of approved conversion of redundant barns into three dwellings (PA 13/007330/B) to allow additional use of units as tourist accommodation,Barns Ballacross Farm Poortown Road Peel Isle Of Man  ,PER,01-Oct-15,15/00976/B
Erection of three flag poles,The Laurels Strathallan Road Onchan Isle Of Man IM3 1NN,PER,01-Oct-15,15/00977/B
Installation of replacement windows to front elevation of dwelling,29 Woodbourne Road Douglas Isle Of Man IM2 3AB,PER,18-Nov-15,15/01145/B
"Installation of replacement windows and door, replace a window with a door and installation of a replacement door (partial retrospective)",Garage Workshop Office & Premises Gib Lane Peel Isle Of Man IM5 1PD,PER,24-Nov-15,15/01176/B
"Re-instatement of boundary bank, erection of gardener's store with viewing platform, erection of garden shed and landscaping",Thie Ny Strooan Hillberry Green Douglas Isle Of Man IM2 6DE,PER,23-Nov-15,15/01173/B
Replacement of existing glazed conservatory roof with light weight roof tiles,15 Tromode Heights Douglas Isle Of Man IM2 5LU,PER,24-Dec-15,15/01271/B
Erection of advertising signage,White House Building Main Road Laxey Isle Of Man IM4 7BB,PER,12-Feb-15,14/01346/D
Erection of polytunnel in nursery garden (in association with  14/01349/CON),Milntown House  Glen Auldyn Ramsey Isle Of Man IM7 2AB ,PER,16-Jan-15,14/01348/GB
Registered Building Consent for erection of polytunnel in nursery garden (RB no 168 in association with 14/01348/GB),Milntown House Glen Auldyn Ramsey Isle Of Man IM7 2AB ,PER,16-Jan-15,14/01349/CON
Removal of existing greenhouse and erection of a new greenhouse and butterfly house (in association with 14/01351/CON),Milntown House  Glen Auldyn Ramsey Isle Of Man IM7 2AB ,PER,16-Jan-15,14/01350/GB
Registered Building Consent for removal of existing greenhouse and erection of a new greenhouse and butterfly house (RB no 168 in association with 14/01350/GB),Milntown House Glen Auldyn Ramsey Isle Of Man IM7 2AB ,PER,16-Jan-15,14/01351/CON
Change of use of part of ground floor and basement into two apartments,Flats 1 & 3  Cumbria Court Mooragh Promenade Ramsey Isle Of Man IM8 3BA,PER,08-Jun-15,15/00400/C
Erection of a single storey extension to rear elevation with decking,Mona Cottage Bay View Road Port St. Mary Isle Of Man IM9 5AE,PER,14-Jul-15,15/00456/B
Installation of additional exterior lighting to car park,St John Ambulance Headquarters Glencrutchery Road Douglas Isle Of Man IM2 6BG,PER,28-May-15,15/00457/B
Construction of timber boardwalk overlaying existing forest track,Site Within Archallagan Plantation Archallagan Road Eairy Isle Of Man  ,PER,26-May-15,15/00459/B
Widening of vehicular access onto highway,17 Mountain View Peel Isle Of Man IM5 1QF ,PER,09-Jun-15,15/00460/B
Alterations and extensions to dwelling,Hillside Doarlish Ard Foxdale Isle Of Man IM4 3BH ,PER,06-Aug-15,15/00640/B
Replacement of existing door with window and infill wall,Tennis Court Cafe Mooragh Park Ramsey Isle Of Man IM8 3AP,PER,27-Jul-15,15/00689/B
Installation of a replacement rear elevation window to dwelling,30 Market Street Peel Isle Of Man IM5 1AE,PER,05-Mar-15,15/00103/B
Installation of replacement windows to front elevation of dwelling,1A Market Street Peel Isle Of Man IM5 1AD,PER,05-Mar-15,15/00104/B
Alterations and replacement of Perspex roof with roof tiles to rear extension,5 Marsden Terrace Ramsey Isle Of Man IM8 3DS,PER,09-Mar-15,15/00105/B
"Alteration to existing field access, field access track and the construction of sod hedges (retrospective)",Field 434527 & 434528 Corlea Road Ballasalla Isle Of Man  ,PER,14-May-15,15/00367/B
Window and door alterations and installation of rear flue outlet to dwelling,58 Woodbourne Road Douglas Isle Of Man IM1 3AW,PER,03-Jul-15,15/00482/B
Alterations and erection of first floor extension to dwelling,Baltic House Baltic Road Kirk Michael Isle Of Man IM6 1EF,PER,28-Jul-15,15/00708/B
Alterations and erection of a single and two storey extension to dwelling,The Eaves Derby Road Peel Isle Of Man IM5 1HP,PER,28-Jul-15,15/00709/B
Erection of a rear extension to dwelling,9 Erin Crescent Port Erin Isle Of Man IM9 6FD ,PER,17-Sep-15,15/00768/B
Conversion of two retail units into one retail unit,Units 1 & 2 Darnills Service Station Station Road Port Erin Isle Of Man IM9 6AB,PER,18-Aug-15,15/00796/B
"Relocation of existing tram stops shelter and erection of a detached substation with associated vehicular access, hard standing, retaining walls and fencing",MER Ballamenagh Road Tram Stop & Part Adjacent Field  Main Road Baldrine Isle Of Man  ,PER,20-Aug-15,15/00797/B
Installation of a replacement conservatory roof with light weight roof tiles,73 Anagh Coar Road Douglas Isle Of Man IM2 2AS,PER,20-Aug-15,15/00811/B
Erection of a replacement double garage with store room over,Balleigh West Jurby Road Ramsey Isle Of Man IM8 3TB,PER,28-Aug-15,15/00813/B
Replacement of cement sheet roof with slate and installation of timber door and frame,Stone Barn Axnfell Plantation Chibbyr Pheric Road Glen Roy Laxey Isle Of Man  ,PER,21-May-15,15/00401/B
Approval in principle for erection of a detached dwelling with access from Laureston Grove,Land To Rear Of Wendover St Ninians Road Douglas Isle Of Man  ,PER,26-May-15,15/00402/A
Excavation works to front of house to form light well with glazed roof light over including store room (amendment to PA 14/01277/B),4 Windsor Terrace Douglas Isle Of Man IM1 3LU,PER,26-May-15,15/00404/B
Replacement of existing glazed conservatory roof with light weight roof tiles,Slegaby Beg Orrisdale Road Ballasalla Isle Of Man IM9 3AE,PER,26-May-15,15/00403/B
Erection of a dwelling (comprising amendments to dwelling approved under PA 13/91289/B),Plot 57 Slieau Whallian View  Land At Ballawattleworth Poortown Road Peel Isle Of Man  ,PER,26-May-15,15/00405/B
Alterations and extension to dwelling,La Serene Little Mill Road Onchan Isle Of Man IM4 5BQ,PER,26-May-15,15/00406/B
Additional use of residential apartment as tourist accommodation,Flat Above Post Office Douglas Street Peel Isle Of Man IM5 1BB ,PER,02-Jun-15,15/00440/C
"Erection of a detached building housing garage, flotation tank, sensory room and glazed link",Ballachrink Lodge Glen Mooar Road St Johns Isle Of Man IM4 3AG,PER,02-Jun-15,15/00441/B
Installation of a roof lantern to dwelling,1 Ballamanagh Close Sulby Isle Of Man IM7 2HB ,PER,28-May-15,15/00442/B
Erection of a detached storage building,Oakhill House Oak Hill Port Soderick Isle Of Man IM4 1AP ,PER,17-Sep-15,15/00478/B
Erection of extension to rear elevation to replace existing conservatory,Willowmead Ballaughton Meadows Douglas Isle Of Man IM2 1JG,PER,07-Jan-15,14/01392/B
"Conversion of former antiques shop and store to a tea room and therapy rooms over two levels including installation of an extractor flue and creation of an additional entrance for disabled access provision, screened bin store and outside seating areas",3 Collins Lane Ramsey Isle Of Man IM8 1AL,PER,30-Jun-15,15/00479/B
Alterations and installation of additional illuminated signage to existing signage,The Co-Operative Food Bay View Road Port St. Mary Isle Of Man IM9 5AE,PER,08-Jun-15,15/00480/D
Alterations and erection of a rear extension to dwelling,31 Farmhill Lane Douglas Isle Of Man IM2 2EF,PER,03-Jul-15,15/00481/B
"Alterations, removal of chimneys, replace existing roof tiles, removal of two trees and installation of a metal hand railing to front doors",1 & 2 Douglas Road (former Police Station Houses) Ballasalla Isle Of Man IM9 2EQ,PER,28-Jul-15,15/00706/B
Replacement of existing glazed conservatory roof with roof tiles,3 Turnberry Avenue Onchan Isle Of Man IM3 2JS ,PER,01-Oct-15,15/00951/B
Replacement of existing conservatory glazed roof with roof tile,Killey Begs Main Road Crosby Isle Of Man IM4 4BH ,PER,01-Oct-15,15/00952/B
Change of use from retail / warehouse / distribution to a commercial gym,2 West Street Ramsey Isle Of Man IM8 1DB,PER,04-Dec-15,15/01111/C
Change of use of premises from restaurant with hot food takeaway facility to retail,56 - 58 Duke Street Douglas Isle Of Man IM1 2AR,PER,05-Nov-15,15/01112/C
Erection of illuminated advertising signage,3 Bourne Place Ramsey Isle Of Man IM8 1JW ,PER,24-Apr-15,15/00076/D
Erection of enclosed porch to front elevation of dwelling,80 Ballanorris Crescent Ballabeg Castletown Isle Of Man IM9 4ER,PER,26-Feb-15,15/00078/B
Installation of roof lights to front elevation and dormer to side and rear elevation,Fernlea Douglas Road Ballasalla Isle Of Man IM9 2EN,REF,03-Mar-15,15/00079/B
Variation of condition 1 of approval for dwelling (PA 14/00440/VAR) to extend permission for a further year,Plot 4 Highfield Glen Vine Drive Glen Vine Isle Of Man  ,PER,05-Mar-15,15/00081/B
Demolition of existing and erection of a replacement detached garage with extension to existing hard standing,White House Poortown Road St Johns Isle Of Man IM4 3NQ,PER,05-Nov-15,15/01114/B
Erection of replacement front porch,2-8 Hillberry Heights Douglas Isle Of Man IM2 7BP,PER,18-Nov-15,15/01149/B
Installation of replacement store signage,Marks And Spencer Drumgold Street Douglas Isle Of Man IM1 2SB ,PER,19-Nov-15,15/01151/D
Erection of a replacement detached green house,Ramsey Grammar School West Building Lezayre Road Ramsey Isle Of Man IM8 2RG,PER,24-Dec-15,15/01277/B
Alterations and erection of extension to rear elevation to replace existing conservatory,2 Coopers Close Kirk Michael Isle Of Man IM6 1EB,PER,14-Jan-15,14/01395/B
Conversion of ground floor shop and flat above into a residential dwelling,The Chocolate Box 1 Douglas Street Peel Isle Of Man IM5 1BA,PER,13-Feb-15,15/00018/B
Replacement of existing glazed conservatory roof with roof tiles,168 Fairways Approach Mount Murray Douglas Isle Of Man IM4 2JH ,PER,16-Feb-15,15/00024/B
