"Hash","SubUnit_Name","House_Number","House_Name","Street_Name","Locality","Town","Postcode","Parish","Market_Value","Consideration","Acquisition_Date","MinCompletionDate","CompletionDate","Issue"
"cf678ff2489e3873ec25c69af92494fc","","2","","Callows Croft","Church Road","Lonan","IM4 7HG","Lonan","230000.0","230000.0","07/01/2013","07/02/2013","","Church Road is an invalid locality name"
"6e880ebbc6b100702200ae0208303105","","2","","Callows Croft","Church Road","Lonan","IM4 7HG","Lonan","315000.0","315000.0","20/12/2022","10/01/2023","","Church Road is an invalid locality name"
"55b379b3cf40926aed76d712ab2928e4","","1","","Church Hill","Glen Road","Laxey","IM4 7AX","Lonan","120000.0","120000.0","22/06/2012","18/12/2012","","Glen Road is an invalid locality name"
"b551ea7c193d63463afaae7a9ea06ef1","","1","","Church Hill","Glen Road","Laxey","IM4 7AX","Lonan","189000.0","189000.0","06/04/2017","30/05/2017","","Glen Road is an invalid locality name"
"d915d1096ad2ccc2f65b5bfb4376bfbf","","1","","Church Hill","Glen Road","Laxey","IM4 7AX","Lonan","218500.0","218500.0","11/08/2020","22/09/2020","","Glen Road is an invalid locality name"
"000564be020e10a8078f5c09f1852190","","3","Rainbow Cottage","Chapel Terrace","Quarry Road","Laxey","IM4 7DT","Lonan","152500.0","152500.0","14/09/2012","13/11/2012","","Quarry Road is an invalid locality name"
"bb367f80ceb47d56fe32d0c66ea0605d","","3","Rainbow Cottage","Chapel Terrace","Quarry Road","Laxey","IM4 7DT","Lonan","148500.0","148500.0","19/06/2019","07/08/2019","","Quarry Road is an invalid locality name"
"140d2aa8ff9a0887b710a8047e31128d","","3","Rainbow Cottage","Chapel Terrace","Quarry Road","Laxey","IM4 7DT","Lonan","150000.0","150000.0","30/10/2020","04/05/2021","","Quarry Road is an invalid locality name"
"20858639b1d8fa2f7d731f1fa80bdba3","","13","","Dumbells Terrace","Mines Road","Laxey","IM4 7NY","Lonan","192000.0","192000.0","20/07/2012","22/11/2012","","Mines Road is an invalid locality name"
"c0611bbdb4c9f8a132961eede405a67f","","13","","Dumbells Terrace","Mines Road","Laxey","IM4 7NY","Lonan","193000.0","193000.0","25/04/2019","31/08/2019","","Mines Road is an invalid locality name"
"ae8e51a5f577e4820891192d76129900","","54","","Ard Reayrt","Ramsey Road","Laxey","IM4 7QP","Lonan","368500.0","368500.0","18/10/2012","28/01/2013","","Ramsey Road is an invalid locality name"
"e2d89db1438e313b676295423551c95c","","54","","Ard Reayrt","Ramsey Road","Laxey","IM4 7QP","Lonan","570000.0","570000.0","20/08/2025","19/01/2026","","Ramsey Road is an invalid locality name"
"2260a93569c5c8e2578b33482ca40193","","11","","All Saints Park","Church Road","Lonan","IM4 7LA","Lonan","270000.0","270000.0","27/11/2012","12/03/2013","","Church Road is an invalid locality name"
"28597fae4bfff651d8eaaf4bcbe8493a","","2","Albert Cottage","Victoria Terrace","Glen Road","Laxey","IM4 7AW","Lonan","150000.0","150000.0","17/12/2012","06/03/2013","","Glen Road is an invalid locality name"
"eb5861feaaab9cf3d88d199437e5e959","","2","Albert Cottage","Victoria Terrace","Glen Road","Laxey","IM4 7AW","Lonan","175000.0","0.25","21/12/2018","12/02/2019","","Glen Road is an invalid locality name"
"7e8a2f4acdebddcd53554fe458bb6888","","","","Land At Riverside House","Off Glen Road","Laxey","IM4 7AT","Lonan","","0.0","12/02/2014","12/02/2014","","Off Glen Road is an invalid locality name"
"e3459511b203cca0ade4a67b356799ac","","","","Land At Riverside House","Off Glen Road","Laxey","IM4 7AT","Lonan","13000.0","13000.0","23/11/2018","18/01/2019","","Off Glen Road is an invalid locality name"
"d4015c8c396dc37bbdcf87932834ce3b","","2","","Rosedene Cottages","Glen Road","Laxey","IM4 7AB","Lonan","250000.0","250000.0","24/10/2013","13/03/2014","","Glen Road is an invalid locality name"
"f909356b2fc2645c9b621d9ea95776f8","","2","","Ravenscliffe","Telephone Exchange Road","Laxey","IM4 7HU","Lonan","180000.0","180000.0","06/12/2013","08/10/2014","","Telephone Exchange Road is an invalid locality name"
"ccda49c818d93d4b3ac78f5d273cd6fb","","2","","Ravenscliffe","Telephone Exchange Road","Laxey","IM4 7HU","Lonan","391000.0","391000.0","16/08/2019","01/07/2020","","Telephone Exchange Road is an invalid locality name"
"f3ebcf5997a082425c77140283581afe","","","","Land Adjoining Drumain House","Ballaragh Road","Lonan","IM4 4PN","Lonan","25000.0","25000.0","24/01/2014","13/06/2014","","Ballaragh Road is an invalid locality name"
"da2c5cf54f4b7699ab6e2e89cf7563f0","","1","","Ard Reayrt","Ramsey Road","Laxey","IM4 7PZ","Lonan","270000.0","270000.0","10/03/2014","09/07/2014","","Ramsey Road is an invalid locality name"
"f96b28347222b7e42090e8a968cd0106","","1","","Ard Reayrt","Ramsey Road","Laxey","IM4 7PZ","Lonan","335000.0","335000.0","25/02/2021","09/08/2023","","Ramsey Road is an invalid locality name"
"45ff9c8c03b61166c496bbd39e7d5b30","","3","","Wesley Court","Church Road","Lonan","IM4 7HF","Lonan","180000.0","180000.0","20/06/2014","18/12/2014","","Church Road is an invalid locality name"
"aaff92f0c5fe849dcccd5659e789c10a","","3","","Wesley Court","Church Road","Lonan","IM4 7HF","Lonan","214000.0","214000.0","22/02/2019","01/05/2019","","Church Road is an invalid locality name"
"fe78ef6714a108cc068381ecd1786831","","3","Little Cottage","Victoria Terrace","Glen Road","Laxey","IM4 7AD","Lonan","160000.0","160000.0","19/08/2014","09/12/2014","","Glen Road is an invalid locality name"
"45b7171acd6f2e03775ec7d42be90d02","","3","Little Cottage","Victoria Terrace","Glen Road","Laxey","IM4 7AD","Lonan","159000.0","159000.0","15/03/2016","22/04/2016","","Glen Road is an invalid locality name"
"1134313eb21430380f07f9f6f541ad31","","3","Little Cottage","Victoria Terrace","Glen Road","Laxey","IM4 7AW","Lonan","175000.0","175000.0","24/04/2017","19/06/2017","","Glen Road is an invalid locality name"
"13243b5973ac3b21714358fb28e5fd04","","3","Little Cottage","Victoria Terrace","Glen Road","Laxey","IM4 7AW","Lonan","172000.0","172000.0","25/09/2020","05/01/2021","","Glen Road is an invalid locality name"
"abf63e29e12cfb21cef3a0ce7604cf24","","3","Little Cottage","Victoria Terrace","Glen Road","Laxey","IM4 7AW","Lonan","208950.0","208950.0","12/08/2021","01/11/2021","","Glen Road is an invalid locality name"
"0edf9ade12a918eea4f1c8b8d943e1fa","","42","","Ard Reayrt","Ramsey Road","Laxey","IM4 7QP","Lonan","500000.0","500000.0","27/11/2015","26/05/2016","","Ramsey Road is an invalid locality name"
"cca25f4f6cbbcaa7e120be37d9bc2c4c","","61","","Ard Reayrt","Ramsey Road","Laxey","IM4 7QQ","Lonan","287500.0","287500.0","27/11/2015","31/05/2016","","Ramsey Road is an invalid locality name"
"38939368e820b4abeebac19aeb3c9300","","61","","Ard Reayrt","Ramsey Road","Laxey","IM4 7QQ","Lonan","312000.0","312000.0","09/04/2021","06/01/2022","","Ramsey Road is an invalid locality name"
"a3677a8b907f4e7ac9f99d44c0adb74f","","51","","Ard Reayrt","Ramsey Road","Laxey","IM4 7PQ","Lonan","340000.0","132400.0","08/02/2016","25/06/2016","","Ramsey Road is an invalid locality name"
"572ea52cf79869a942133fdb958777e1","","1","","Church Close","Church Road","Lonan","IM4 7JY","Lonan","262000.0","262000.0","07/07/2016","19/10/2016","","Church Road is an invalid locality name"
"f386454faf059c047620b2f53d77add7","","","Parcel Of Land","Situate At Ballamenagh Road Tram Stop","Of The Main Road","Baldrine","","Lonan","175.0","50.0","15/11/2016","17/02/2017","","Of The Main Road is an invalid locality name"
"9d11e2836e38fd5ca2061319db74098b","","","","Barnston Cottage","Glen Road","Laxey","IM4 7AJ","Lonan","185000.0","185000.0","27/01/2017","25/04/2017","","Glen Road is an invalid locality name"
"bda241aa52af5aba136d130920627dda","","13","","Ard Reayrt","Ramsey Road","Laxey","IM4 7PZ","Lonan","270000.0","270000.0","31/07/2017","14/12/2017","","Ramsey Road is an invalid locality name"
"5ad40a7cf7ef84620961348bcb7a812e","","1","","Victoria Terrace","Glen Road","Laxey","IM4 7AW","Lonan","240000.0","51000.0","13/07/2017","12/04/2018","","Glen Road is an invalid locality name"
"21a5dd46a554b0d40a3737ea9299cb3d","","","Dreeym","Upper Balladhoo","Baldrine Road","Baldrine","IM4 6EH","Lonan","1250000.0","1250000.0","13/02/2018","14/08/2018","","Baldrine Road is an invalid locality name"
"feb8fad0833f2c7d0b3c608b1e45e7e8","","","","Ballamoar Coach House","Ramsey Road","Lonan","IM4 7PP","Lonan","914000.0","914000.0","04/06/2010","03/10/2018","","Ramsey Road is an invalid locality name"
"b69e432834f38150a1f641c9b81bd4d9","","","","Ballamoar Coach House","Ramsey Road","Lonan","IM4 7PP","Lonan","700000.0","700000.0","04/07/2018","05/02/2019","","Ramsey Road is an invalid locality name"
"0109c916973cb353d7da7eec4973f221","","","","The Orchard","Ballacollister Road","Laxey","IM4 7JR","Lonan","250000.0","125000.0","04/05/2018","13/11/2018","","Ballacollister Road is an invalid locality name"
"17023b82ea4f5d052018c76635f0747d","","","Fields 611294, 614473, 614474 And 611688","At Ballagare Farm","Baldhoon Road","Lonan","IM4 7QS","Lonan","40000.0","40000.0","03/10/2018","01/02/2019","","Baldhoon Road is an invalid locality name"
"a4f5f0b7c38c0173f0d21d9554bbc102","","7","","Dumbells Terrace","Mines Road","Laxey","IM4 7NY","Lonan","162000.0","162000.0","10/08/2018","14/11/2018","","Mines Road is an invalid locality name"
"1dc2d4ec23c09e3603f212eef353942f","","41","","Ard Reayrt","Ramsey Road","Laxey","IM4 7QP","Lonan","550000.0","550000.0","01/05/2019","11/12/2019","","Ramsey Road is an invalid locality name"
"73cf61c5a55940f0c1db6074099581f0","Strip of land","","Dreeym","Upper Balladhoo","Baldrine Road","Baldrine","IM4 6EH","Lonan","2000.0","2000.0","24/04/2020","13/07/2020","","Baldrine Road is an invalid locality name"
"2742a483186f7ae3b9ec6f7bebc154bc","","37","","Ard Reayrt","Ramsey Road","Laxey","IM4 7QP","Lonan","450000.0","450000.0","09/04/2020","11/08/2020","","Ramsey Road is an invalid locality name"
"0b3e2e9104f664a099cc7b3702c43fa3","","1","","Amulree Cottages","Glen Road","Laxey","IM4 7AJ","Lonan","157501.0","157501.0","20/03/2020","07/11/2020","","Glen Road is an invalid locality name"
"78f80a7968239a72de330df9872b0187","","72","","Ard Reayrt","Ramsey Road","Laxey","IM4 7QQ","Lonan","449950.0","449950.0","15/02/2021","12/07/2021","","Ramsey Road is an invalid locality name"
"bc888fd88718788ff263940b6b06737a","","2","","Amulree Cottage","Glen Road","Laxey","IM4 7AJ","Lonan","135101.0","135101.0","24/08/2021","14/12/2021","","Glen Road is an invalid locality name"
"d0365449f64ceb9e08bd4f5078d8b2c7","","2","","Wesley Court","Church Road","Lonan","IM4 7HF","Lonan","260000.0","260000.0","10/09/2021","16/12/2021","","Church Road is an invalid locality name"
"7208dfa6f0fbaaef16dba13b323f874e","","","","Land Abutting Bay View","Beach Road","Baldrine","IM4 6ES","Lonan","1500.0","1500.0","20/04/2022","12/07/2022","","Beach Road is an invalid locality name"
"fa38bf844714979da592af4639664b78","","","2 Parcels Of Land","East Of Bulgham House","Ramsey Road","Laxey","","Lonan","165000.0","165000.0","18/03/2022","20/06/2022","","Ramsey Road is an invalid locality name"
"fb0ae53f6e63518a3eec0ae40b5d45b4","","5","","Callows Croft","Church Road","Lonan","IM4 7HG","Lonan","315000.0","315000.0","06/05/2022","31/08/2022","","Church Road is an invalid locality name"
"fb71ec2b32ac1dc4e54ad924b63efba7","","8","Thie-Ny-Claghan","Riverscourt","Glen Road","Laxey","IM4 7AG","Lonan","228500.0","228500.0","25/11/2022","23/03/2023","","Glen Road is an invalid locality name"
"cb94adf8e6977fa14717f0df1d4c83ed","","","Part Of","Ard Reayrt","Off Ramsey Road","Laxey","","Lonan","5500.0","5500.0","25/11/2022","31/03/2023","","Off Ramsey Road is an invalid locality name"
"cb94adf8e6977fa14717f0df1d4c83ed","","","Part Of","Ard Reayrt","Off Ramsey Road","Laxey","","Lonan","5500.0","5500.0","25/11/2022","31/03/2023","","Off Ramsey Road is an invalid locality name"
"00ef19e1c59c32a5f6e4788750440945","","","Part Of","Ard Reayrt","Off Ramsey Road","Laxey","","Lonan","11000.0","11000.0","25/11/2022","31/03/2023","","Off Ramsey Road is an invalid locality name"
"cb94adf8e6977fa14717f0df1d4c83ed","","","Part Of","Ard Reayrt","Off Ramsey Road","Laxey","","Lonan","5500.0","5500.0","25/11/2022","31/03/2023","","Off Ramsey Road is an invalid locality name"
"64fa333f717ca54852b091e9c202dd95","","1","","Keyll Lhiarjee","New Road","Laxey","IM4 7HT","Lonan","294000.0","294000.0","18/08/2023","23/10/2023","","New Road is an invalid locality name"
"cee90aa790d1310c37b825f65c2493ba","","7","","Rivers Court","Glen Road","Laxey","IM4 7AG","Lonan","195000.0","195000.0","27/09/2024","20/01/2025","","Glen Road is an invalid locality name"
"94c538ecdf4c2fab4aa6d484c7d7c68d","","1","","Bankers Court","Albert Street","Ramsey","IM8 1JF","Maughold","","86000.0","16/05/2003","03/09/2003","","Albert Street is an invalid locality name"
"250006712aff782597ed63a2487a9b1a","","1","","Bankers Court","Albert Street","Ramsey","IM8 1JF","Maughold","","100000.0","12/08/2005","05/09/2005","","Albert Street is an invalid locality name"
"62c3f3a2e3ea4a8311f336cd0142a71b","","1","","Bankers Court","Albert Street","Ramsey","IM8 1JF","Maughold","107000.0","107000.0","07/07/2009","25/08/2009","","Albert Street is an invalid locality name"
"2ecf3d8630a7bb1bab59b698da68ce6c","","1","","Auckland Terrace","Parliament Street","Ramsey","IM8 1AF","Maughold","","141500.0","19/06/2003","09/12/2003","","Parliament Street is an invalid locality name"
"6a1de8e6f6eecfde3e08c249279586fb","","6","","Carlton Court","Waterloo Road","Ramsey","IM8 1EH","Maughold","","40000.0","15/03/2004","23/06/2004","","Waterloo Road is an invalid locality name"
"ef6288db14847ea35343478223f85d26","","6","","Carlton Court","Waterloo Road","Ramsey","IM8 1EH","Maughold","62500.0","62500.0","18/05/2021","01/06/2021","","Waterloo Road is an invalid locality name"
"1d83900f9928f5df963c52fe11520a01","","6","","Carlton Court","Waterloo Road","Ramsey","IM8 1EH","Maughold","128000.0","128000.0","01/04/2022","14/04/2022","","Waterloo Road is an invalid locality name"
"3cafa0f3e47a2210ed8b65d2f638ff76","","4","","Mafeking Terrace","Taubman Street","Ramsey","IM8 1DQ","Maughold","","165000.0","21/05/2004","08/09/2004","","Taubman Street is an invalid locality name"
"1014876994d569a1656db880d22bff80","","4","","Mafeking Terrace","Taubman Street","Ramsey","IM8 1DQ","Maughold","192000.0","27778.5","26/01/2010","19/05/2010","","Taubman Street is an invalid locality name"
"1b6a15dbd5b1a1c49da82fc808c664d4","","4","","Mafeking Terrace","Taubman Street","Ramsey","IM8 1DQ","Maughold","172000.0","172000.0","01/11/2017","25/01/2018","","Taubman Street is an invalid locality name"
"7b8f69582d942205268b9263c239a7dc","","7","Penthouse Apartment","Towerside Court","Parsonage Road","Ramsey","IM8 2EE","Maughold","","245000.0","25/06/2004","24/08/2004","","Parsonage Road is an invalid locality name"
"5d35296cfc7052c2a1ee1888e6b642cc","","7","Penthouse Apartment","Towerside Court","Parsonage Road","Ramsey","IM8 2EE","Maughold","","219000.0","09/05/2006","29/06/2006","","Parsonage Road is an invalid locality name"
"a6a9f3dbe49451bbf961107b76558b7e","","4","","The Sycamores","Clifford Drive","Ramsey","IM8 1LU","Maughold","","165000.0","23/07/2004","28/10/2004","","Clifford Drive is an invalid locality name"
"bc117f90959c8e1151288f2618885037","","4","","The Sycamores","Clifford Drive","Ramsey","IM8 1LU","Maughold","186000.0","0.25","19/11/2010","11/03/2011","","Clifford Drive is an invalid locality name"
"cbb48805588a0d7df75afff9aeb94a6a","","4","","The Sycamores","Clifford Drive","Ramsey","IM8 1LU","Maughold","180000.0","180000.0","01/02/2019","08/04/2019","","Clifford Drive is an invalid locality name"
"80710123a83544d4b1574c758166981a","","4","","The Sycamores","Clifford Drive","Ramsey","IM8 1LU","Maughold","235000.0","235000.0","18/03/2022","30/06/2022","","Clifford Drive is an invalid locality name"
"0a7bd94589458c46c47e89376bd2fc81","","1","","Quayle Cottages","Tower Road","Ramsey","IM8 2EA","Maughold","","139950.0","22/10/2004","01/11/2004","","Tower Road is an invalid locality name"
"611f54eb643576d4b50aa74ba67efb85","","1","","Quayle Cottages","Tower Road","Ramsey","IM8 2EA","Maughold","155000.0","155000.0","06/08/2010","14/04/2011","","Tower Road is an invalid locality name"
"f4d90c9099953b9681e63705c82f0703","","1","","Quayle Cottages","Tower Road","Ramsey","IM8 2EA","Maughold","149500.0","149500.0","12/12/2016","14/02/2017","","Tower Road is an invalid locality name"
"0b3c32e95544278882e53d7464cb4776","","1","","Quayle Cottages","Tower Road","Ramsey","IM8 2EA","Maughold","150000.0","150000.0","23/10/2017","22/11/2017","","Tower Road is an invalid locality name"
"ab99c10a681f0a88b0c2e5360296791f","","3","","The Sycamores","Clifford Drive","Ramsey","IM8 1LU","Maughold","","157500.0","27/08/2004","30/11/2004","","Clifford Drive is an invalid locality name"
"dcda66348cb4c45f4a02b11000134cc8","","3","","The Sycamores","Clifford Drive","Ramsey","IM8 1LU","Maughold","165000.0","165000.0","29/03/2007","15/09/2007","","Clifford Drive is an invalid locality name"
"be598352acd7f302fbe938c6805f9470","","","2 Majestic Court","Queens Valley","Ballure Road","Ramsey","IM8 1NG","Maughold","","400000.0","25/11/2004","01/02/2005","","Ballure Road is an invalid locality name"
"942b98f63a493e32a51a629db33c17ab","","","2 Majestic Court","Queens Valley","Ballure Road","Ramsey","IM8 1NG","Maughold","415000.0","415000.0","28/10/2019","13/12/2019","","Ballure Road is an invalid locality name"
"119a44acad06b9c1529d01ae3cd1e16a","","11","","The Sycamores","Clifford Drive","Ramsey","IM8 1LU","Maughold","","165000.0","07/01/2005","25/01/2005","","Clifford Drive is an invalid locality name"
"3fed7be08c7d69ff03e59a686162a13e","","11","","The Sycamores","Clifford Drive","Ramsey","IM8 1LU","Maughold","","165000.0","10/11/2006","24/04/2007","","Clifford Drive is an invalid locality name"
"135bcc5dad31503977b64849a89d3c8c","","2","","Quayles Cottages","Tower Road","Ramsey","IM8 2EA","Maughold","","135000.0","09/06/2005","15/07/2005","","Tower Road is an invalid locality name"
"268021bed2e268d3f2dc8b4463052ad5","","2","","Quayles Cottages","Tower Road","Ramsey","IM8 2EA","Maughold","132000.0","132000.0","24/08/2015","22/09/2015","","Tower Road is an invalid locality name"
"599cb9e54bfb66906d8043611da359a9","","2","","Quayles Cottages","Tower Road","Ramsey","IM8 2EA","Maughold","132000.0","132000.0","24/06/2015","23/09/2015","","Tower Road is an invalid locality name"
"df5fb90513247357dcda103e63b38808","","2","","Quayles Cottages","Tower Road","Ramsey","IM8 2EA","Maughold","155000.0","155000.0","19/11/2020","07/05/2021","","Tower Road is an invalid locality name"
"cc7c908bfe9cfb2a7dcad62b26cb8a60","","6","","Swales Terrace","Vernon Road","Ramsey","IM8 2HA","Maughold","","154950.0","11/04/2005","14/07/2005","","Vernon Road is an invalid locality name"
"ceacfa69c3cb803603fc6f0722b53251","","6","","Swales Terrace","Vernon Road","Ramsey","IM8 2HA","Maughold","175000.0","175000.0","29/11/2012","13/12/2012","","Vernon Road is an invalid locality name"
"411327019b20f25744c58b9b6fb0a4c6","","","Plots 5 And 6","Waverley Terrace","Waterloo Road","Ramsey","IM8 1EA","Maughold","","120100.0","11/11/2005","10/04/2006","","Waterloo Road is an invalid locality name"
"501e64e53010494115b2f21b0e42f05b","","","Plots 5 And 6","Waverley Terrace","Waterloo Road","Ramsey","IM8 1EA","Maughold","","255000.0","01/11/2006","05/12/2006","","Waterloo Road is an invalid locality name"
"4f55a6c70a91938efb43df0d856397bd","","","Plots 5 And 6","Waverley Terrace","Waterloo Road","Ramsey","IM8 1EA","Maughold","332500.0","332500.0","04/05/2007","10/11/2007","","Waterloo Road is an invalid locality name"
"a1abff162eae39389644c5fed2de1e01","","","Plots 5 And 6","Waverley Terrace","Waterloo Road","Ramsey","IM8 1EA","Maughold","1000000.0","1000000.0","22/05/2009","16/06/2009","","Waterloo Road is an invalid locality name"
"4adbd6ae4c7b3e54862aff3d9bfbde68","","6","","Auckland Terrace","Parliament Street","Ramsey","IM8 1AF","Maughold","","245000.0","28/11/2005","20/03/2006","","Parliament Street is an invalid locality name"
"b39f440a3d2bb9475a5f428bca61c0b9","","6","","Auckland Terrace","Parliament Street","Ramsey","IM8 1AF","Maughold","255000.0","255000.0","07/04/2008","24/07/2008","","Parliament Street is an invalid locality name"
"4503056de0518a78524799366c3333e8","","6","","Auckland Terrace","Parliament Street","Ramsey","IM8 1AF","Maughold","255000.0","0.25","16/01/2013","27/02/2013","","Parliament Street is an invalid locality name"
"82bcc6e2958a5145da4c48b1175c7700","","4","","Swales Terrace","Vernon Road","Ramsey","IM8 2HA","Maughold","","150000.0","06/10/2006","26/03/2007","","Vernon Road is an invalid locality name"
"8b6aba3e6db3cc6e06f27c48101cd3c6","","4","","Swales Terrace","Vernon Road","Ramsey","IM8 2HA","Maughold","178000.0","178000.0","31/08/2012","15/10/2012","","Vernon Road is an invalid locality name"
"f59113bf281298fc0e8df40605156b0b","","4","","Swales Terrace","Vernon Road","Ramsey","IM8 2HA","Maughold","178000.0","0.0","02/11/2015","27/01/2016","","Vernon Road is an invalid locality name"
"6dc963452863cd5d9be369be9c08f316","","12","","The Sycamores","Walpole Drive","Ramsey","IM8 1LU","Maughold","170000.0","170000.0","27/02/2007","15/11/2007","","Walpole Drive is an invalid locality name"
"a46e454e25d894b90629e7e182f676dd","","12","","The Sycamores","Walpole Drive","Ramsey","IM8 1LU","Maughold","197499.0","197499.0","10/05/2019","29/07/2019","","Walpole Drive is an invalid locality name"
"71733864c260c4ee8f1e89129434a0d0","","","Kairdee","Ballasloe","Ballafayle Road","Maughold","IM7 1EQ","Maughold","325000.0","325000.0","19/10/2007","07/01/2009","","Ballafayle Road is an invalid locality name"
"967105fa010e9c80b0610c7d5add059e","","39","","Mysore Cottages","Waterloo Road","Ramsey","IM8 1DX","Maughold","111500.0","111500.0","18/04/2008","20/06/2008","","Waterloo Road is an invalid locality name"
"b9b1d7615165398f954f7f33bbb1f40a","","39","","Mysore Cottages","Waterloo Road","Ramsey","IM8 1DX","Maughold","99000.0","99000.0","02/11/2018","14/12/2018","","Waterloo Road is an invalid locality name"
"5a99a263092c1e4b0cba0ea7bfd4d9eb","","39","","Mysore Cottages","Waterloo Road","Ramsey","IM8 1DX","Maughold","154000.0","154000.0","02/02/2021","25/06/2021","","Waterloo Road is an invalid locality name"
"2f951b0b9937fa0e69786dc9cf6315dd","","39","","Mysore Cottages","Waterloo Road","Ramsey","IM8 1DX","Maughold","","0.0","18/04/2008","20/06/2008","","Waterloo Road is an invalid locality name"
"6afdaaca658c23344ed593e429619161","","","","Mysore Cottages","Waterloo Road","Ramsey","IM8 1DX","Maughold","","0.0","25/07/1997","20/06/2008","","Waterloo Road is an invalid locality name"
"b6991117adeb402f1ef58d62808d241c","","","","Mysore Cottages","Waterloo Road","Ramsey","IM8 1DX","Maughold","1.0","1.0","28/07/2008","29/10/2008","","Waterloo Road is an invalid locality name"
"c889b795e1ece1c5d7ceee70ae53e1cb","","","","Mysore Cottages","Waterloo Road","Ramsey","IM8 1DX","Maughold","1.0","1.0","12/10/2012","05/03/2013","","Waterloo Road is an invalid locality name"
"af71b57f13daa1febcd65f267256a28a","","","","Mysore Cottages","Waterloo Road","Ramsey","IM8 1DX","Maughold","1.0","1.0","05/09/1991","15/04/2016","","Waterloo Road is an invalid locality name"
"a08afc5e0211a12e88a7c3aec302a6bd","","","","Mysore Cottages","Waterloo Road","Ramsey","IM8 1DX","Maughold","1.0","1.0","13/06/2016","24/06/2016","","Waterloo Road is an invalid locality name"
"7050ce7f9024368430bf596f4b60e0dd","","","","Mysore Cottages","Waterloo Road","Ramsey","IM8 1DX","Maughold","0.01","0.01","02/11/2018","14/12/2018","","Waterloo Road is an invalid locality name"
"c279b060f877d7635d8e2cac11b1a2c3","","","","Mysore Cottages","Waterloo Road","Ramsey","IM8 1DX","Maughold","0.0","0.0","17/12/2020","13/05/2021","","Waterloo Road is an invalid locality name"
"e461d07f53adc762a4cc6ed08b94b584","","","","Mysore Cottages","Waterloo Road","Ramsey","IM8 1DX","Maughold","0.01","0.01","02/02/2021","25/06/2021","","Waterloo Road is an invalid locality name"
"1074f9a971ca758cba45ca5cdfa36edd","","","","Mysore Cottages","Waterloo Road","Ramsey","IM8 1DX","Maughold","0.01","0.01","28/07/2008","26/11/2021","","Waterloo Road is an invalid locality name"
"3793199178632a7c2e1f8a4c22f09089","","","","Mysore Cottages","Waterloo Road","Ramsey","IM8 1DX","Maughold","0.01","0.01","13/06/2016","26/11/2021","","Waterloo Road is an invalid locality name"
"cf40538af94c7db5844e718d8f89605a","","","","Mysore Cottages","Waterloo Road","Ramsey","IM8 1DX","Maughold","0.01","0.01","25/08/2021","26/11/2021","","Waterloo Road is an invalid locality name"
"d97f6ab593b36a6c381756613eda8ecc","","","","Mysore Cottages","Waterloo Road","Ramsey","IM8 1DX","Maughold","0.01","0.01","17/10/2025","24/11/2025","","Waterloo Road is an invalid locality name"
"426c54070bc0e1c31e76942f11c51b2d","","3","","Swales Terrace","Vernon Road","Ramsey","IM8 2HA","Maughold","165000.0","165000.0","21/07/2008","11/12/2008","","Vernon Road is an invalid locality name"
"92412c6aa5e1f196c0035dece6a558d0","","3","","Swales Terrace","Vernon Road","Ramsey","IM8 2HA","Maughold","174500.0","174500.0","21/09/2012","18/10/2012","","Vernon Road is an invalid locality name"
"4a29affce5fba4f0b3e7429c53d688bb","Apartment 4","4","","Waverley Terrace","Waterloo Road","Ramsey","IM8 1EA","Maughold","125000.0","125000.0","30/06/2009","19/01/2010","","Waterloo Road is an invalid locality name"
"2447e619d288cd0b8e25db4e5eed372a","","14","","The Sycamores","Walpole Road","Ramsey","IM8 1LU","Maughold","186000.0","186000.0","15/06/2009","16/11/2009","","Walpole Road is an invalid locality name"
"b11a3b60fb5e450c5350a71529a0fb8b","","14","","The Sycamores","Walpole Road","Ramsey","IM8 1LU","Maughold","180000.0","180000.0","14/02/2019","25/04/2019","","Walpole Road is an invalid locality name"
"fa01a5d234ff2ef7b01a65b545a92bcb","","14","","The Sycamores","Walpole Road","Ramsey","IM8 1LU","Maughold","182500.0","182500.0","23/06/2020","29/07/2020","","Walpole Road is an invalid locality name"
"f7b4a22d0139dac010e82b3977a36e06","","","Quarterlands","Port Lewaigue Close","Church Road","Maughold","IM7 1AH","Maughold","600000.0","600000.0","18/06/2010","18/11/2010","","Church Road is an invalid locality name"
"8227a1a3361fe29870a371122c10dec1","","7","","Swales Terrace","Vernon Road","Ramsey","IM8 2HA","Maughold","182000.0","182000.0","22/06/2010","22/01/2011","","Vernon Road is an invalid locality name"
"8237f1cac5d0c5013ceb8eb47af394ee","","7","","Swales Terrace","Vernon Road","Ramsey","IM8 2HA","Maughold","180000.0","180000.0","10/02/2021","17/03/2021","","Vernon Road is an invalid locality name"
"82c390a9c8e8a0d870b9218f675a6dae","","5","","Elfin Court","Vernon Road","Ramsey","IM8 2HB","Maughold","80000.0","80000.0","27/08/2010","11/10/2011","","Vernon Road is an invalid locality name"
"8a4931cdef96326296c9d98a436e8e6b","","8","","Elfin Court","Vernon Road","Ramsey","IM8 2HB","Maughold","80000.0","0.0","17/03/1997","12/10/2011","","Vernon Road is an invalid locality name"
"45797c2467f2f8d862946e0d469f136b","","9","","Swales Terrace","Vernon Road","Ramsey","IM8 2HA","Maughold","180000.0","180000.0","12/07/2011","28/10/2011","","Vernon Road is an invalid locality name"
